community_id,person_id
80,3101; 3139; 4086; 4114; 4368; 7637; 9126; 9172; 9254; 10315; 11141; 11285; 13068; 13071; 13080; 13141; 13707
1094,8474
553,2810; 4358; 5999; 6010; 13843
218,2069; 6489; 10019; 10083; 10315; 13067; 13068; 13069; 13070; 13071; 13072; 13141; 13686; 13749
814,29; 2814
327,2327; 2591; 2598; 2638; 3307; 3822; 4267; 4358; 5805; 6452; 6526; 6874; 7083; 8108; 8571; 8986; 9083; 9126; 9254; 13654; 13707; 13805
315,1564; 2327; 2456; 2523; 2814; 2871; 2872; 2952; 4265; 4277; 4278; 4282; 4488; 4492; 4494; 4496; 4499; 4524; 5415; 5490; 5901; 5932; 5953; 6498; 6729; 6872; 7083; 7182; 7230; 7870; 8107; 8108; 8109; 9050; 9053; 9055; 9795; 10957; 12817
1220,4217; 4219; 5408
603,1974; 2051; 2137; 2314; 2434; 2491; 2670; 2790; 2801; 2812; 2845; 2915; 2916; 2919; 2943; 2949; 3152; 3188; 3189; 3191; 3194; 3204; 3208; 3211; 3736; 3939; 4086; 4113; 4217; 4219; 4249; 4291; 4327; 5408; 5693; 6100; 6351; 6405; 7053; 7064; 7348; 7512; 7545; 7882; 8454; 8571; 9095; 9105; 10202; 10355; 10452; 10470; 10480; 10528; 10548; 10613; 10633; 10699; 10742; 10753; 10815; 11866; 11883; 11972; 12479; 12553; 12613; 13186; 13523; 13532; 13625; 13654; 13679; 13697; 13707; 13721; 13745; 13787; 13788
920,2943; 2996
941,6493
917,10482
535,4163; 4380; 5328; 6580; 9693; 10394
829,4276; 5706; 6874; 8354
75,6547
76,6547
98,5858
106,2434; 13064
108,13064
109,13064
126,4164
146,6671
149,3759
186,13026
187,13026
189,12521
193,3006; 4223; 9923; 10497
204,8752
217,2683
227,3168
231,9201; 9634
235,11352
263,13086
265,8103
267,8103
272,1963
279,3778; 3788; 3789; 3791; 6340; 6690; 13096; 13113
322,1586
338,5899
346,5729
347,5729
350,5796
356,2926; 4494; 7170
359,4498
377,7918
381,3000; 7644; 13133
383,4372; 4379
384,8028
386,8028
388,4372
389,4372
395,2788
399,3977; 4665
400,3000
402,6505; 6548; 6648
403,6548
406,7874; 10372
408,4727
417,7874
424,9062
425,9062
451,7053
454,5897
455,5897; 7945
461,2926; 3080; 4607; 6536; 7105
470,4228
475,6099
486,7945
487,7945
491,7945
492,1564
493,1564
494,1564
495,1564
498,6635
500,6635
501,6635
502,6635
503,6635
508,9929
510,4228; 11427
511,1831
516,9052
517,1901; 1902
531,4359
537,10857
543,10623
569,7718
575,3762; 12828
585,13221
586,13222
587,12785
597,5626
616,5408
617,5408
705,13234
819,2387
821,10199
879,7007
882,4309
910,10199
911,10687
923,2943; 6646; 7879
984,7069; 7162
986,6620
1014,8624
1049,11437; 13510
1055,13510
1153,6672
1190,13588
1194,7162
1211,10018; 11278
1257,10372; 13147
1331,23; 10280
1352,9945
1377,13633
1378,13633
1379,13634
1394,8108
1408,12403; 13652
1410,13652
1412,13652
1413,13652
1414,7305
1416,12180
1417,7305; 7525
1418,7305
1419,7305
1420,7305
1421,7305; 13823
1422,6076; 7305; 13823
1423,6076; 7305; 8156; 13823
1438,8730
1449,11231
1467,13653; 13659
1472,7007; 8156
1473,7007; 8612; 12479
1474,7007
1475,7007
1476,4309; 7007
1477,7007; 8156
1478,7007
1506,11385
1507,11385
1509,10355; 11385
1510,11385
1512,11385
1513,11385; 12839
1522,2784; 7882
1523,6646
1524,13687
1534,12839
1538,12839
1541,10019; 12839; 13686
1542,12839
1544,12839
1546,9761; 13859
1552,9761
1563,13707
1564,13707
1566,13707
1573,10355
1578,13865
1585,8156
1586,8156
1588,13743; 13825
1593,13790; 13791
1594,12479; 13745
1595,12479; 13790; 13791
1600,12479
1601,12479
1602,12479; 13790; 13791
1603,12479; 13790
1661,11437
1672,10019
1675,9895
1677,9895
1681,11437
1685,9764
1686,9764
1692,13859
1693,13855
1694,13855
1695,13859
1714,10019
1715,10019
1716,10019
1717,10019
1718,10019
1722,10019
1723,13877; 13878
1727,13884
1730,13884
1731,13884
1741,13884
1745,13885
