community_id,community_name,place_type_id,place_type_name
1307,"Nyakla Gar",1,Monastery
1308,"Karchung Doring",1,Monastery
1313,Dzonggo,1,Monastery
1316,"Khordong Monastery",1,Monastery
1318,"Zhichen Monastery",1,Monastery
1330,Bakha,1,Monastery
1336,"Pungpo Riwoche",1,Monastery
1339,"Lhadrang Monastery",1,Monastery
1352,"Ngedon Dongak Chokhor Ling",1,Monastery
1353,Pemayangtse,1,Monastery
1380,Kilung,1,Monastery
1398,Daktok,1,Monastery
14,"Pelyul Monastery",1,Monastery
1428,"Achung Namdzong",1,Monastery
1432,Kachok,1,Monastery
1433,"Minyak Kyernang",1,Monastery
1434,Kardza,1,Monastery
1435,Lautang,1,Monastery
1441,"Lekshe Nyida Ling",1,Monastery
150,"Powo Samling",1,Monastery
1526,Dubdi,1,Monastery
1527,"Sangngak Choling Sikkim",1,Monastery
1528,Doling,1,Monastery
193,"Samdrub Ling",1,Monastery
229,"Zur Ukpalung",1,Monastery
235,"Chukyer Gonsar",1,Monastery
253,"Pelri Tekchen Ling ",1,Monastery
254,Tseringjong,1,Monastery
259,"Sinmo Dzong ",1,Monastery
309,"Bangri Jokpo ",1,Monastery
371,"Petseling Jangchub Pelri Monastery ",1,Monastery
381,"Chitokha Puntsok Rabten Ling ",1,Monastery
382,"Gangteng Monastery ",1,Monastery
383,"Trakar Lhakhang ",1,Monastery
385,"Tsamdrak Monastery ",1,Monastery
388,"Lhundrub Deyang",1,Monastery
400,"Tamshing Lhakhang",1,Monastery
421,"Getse Dralek",1,Monastery
422,Gemang,1,Monastery
426,"Chakri Nyidrak Monastery",1,Monastery
427,"Takmogang Kelzang Puntsok Ling",1,Monastery
43,"Adzom Gar",1,Monastery
430,"Rakchab Sengri Dorje Yudzong",1,Monastery
432,"Gyarong Takten Nampar Gyelwai Ling",1,Monastery
44,"Nyoshul Jonpalung Monastery",1,Monastery
444,Gegong,1,Monastery
449,"Chagdud Orgyen Ling",1,Monastery
450,"Kelzang Sanggye Choling Monastery",1,Monastery
470,"Jumohor Sangngak Choling",1,Monastery
48,"Dodrubchen Monastery",1,Monastery
509,"Gome Oseltang",1,Monastery
514,"Se Trabzang",1,Monastery
515,"Sang Ngak Tekchokling",1,Monastery
516,"Guru Pema Evaṁ Chokgar",1,Monastery
518,Jazi,1,Monastery
519,"Tromge Gon",1,Monastery
520,"Horkor Gon",1,Monastery
522,"Gegyel Dzogchen",1,Monastery
524,"Yangcho Sangcho Pema Lhunding",1,Monastery
525,"Nubzur Gon",1,Monastery
526,"Changma Gar",1,Monastery
527,"Larung Gar",1,Monastery
554,"Guru Lhakhang",1,Monastery
556,"Dregon Sar",1,Monastery
559,"Dekyi Ling",1,Monastery
565,"Yama Tashikhyil",1,Monastery
567,"Dartang Monastery",1,Monastery
587,"Drakkar Gepel Ling",1,Monastery
59,"Neten Monastery",1,Monastery
60,Tsike,1,Monastery
621,"Golok Getse",1,Monastery
688,Namdroling,1,Monastery
696,"Tsimda Monastery",1,Monastery
697,Nyenlung,1,Monastery
699,"Zhuchen Monastery",1,Monastery
700,"Simda Dzogchen Monastery",1,Monastery
811,"Khoting Lhakhang",1,Monastery
816,Muktinath,1,Monastery
826,Nyingon,1,Monastery
828,"Layak Guru Lhakhang",1,Monastery
869,"Karchung Monastery",1,Monastery
9,Katok,1,Monastery
928,"Zhitro Lhakhang",1,Monastery
955,Tsashul,1,Monastery
957,"Dartsang Kelzang Monastery",1,Monastery
982,"Tege ",1,Monastery
1263,"Gyelpak Monastery",1,Monastery
1320,"Shukjung Monastery",1,Monastery
1321,"Baḥne Monastery ",1,Monastery
1322,"Batang Drubgon",1,Monastery
1323,"Do Dorje Drak",1,Monastery
1431,"Mahā Kyilung",1,Monastery
1467,"Sengchen Namdrak Monastery",1,Monastery
1556,Drakkar,1,Monastery
553,Mawochok,1,Monastery
917,"Nyimalung Monastery",1,Monastery
1144,"Drakkar Tashiding",1,Monastery
1121,Katsel,1,Monastery
1145,"Paro Taktsang",1,Monastery
393,"Kyichu Lhakhang ",1,Monastery
141,"Kharchu Monastery",1,Monastery
1108,Dranggo,1,Monastery
1190,"Khamarin Khiid",1,Monastery
407,Karchen,1,Monastery
455,"Pel Nyenmo Ri Namgyel",1,Monastery
563,"Chakzam Chuwori",1,Monastery
827,"Chushur Tarpa Ling",1,Monastery
1251,"Zangchen Monastery",1,Monastery
290,"Dentik ",1,Monastery
312,"Nyima Tang Monastery ",1,Monastery
1538,"Tergar Ösel Ling",1,Monastery
1218,"Chenye Monastery",1,Monastery
713,"Nyedo Monastery",1,Monastery
488,Wangda,1,Monastery
954,Dzaka,1,Monastery
1012,"Nyamyo Jashong Monastery",1,Monastery
105,Serdokchen,1,Monastery
108,"Puntsok Samten Ling ",1,Monastery
1104,"Yilhung Lhagyel",1,Monastery
1107,"Tsangda Monastery",1,Monastery
1128,"Sakya Mendrong",1,Monastery
114,"Kyangdur ",1,Monastery
1183,"Mandal Gon",1,Monastery
1196,"Nedong Tsetsokpa",1,Monastery
1197,"Chokhor Gang",1,Monastery
122,"Sabzang Ganden",1,Monastery
1228,"Nub Padmo De",1,Monastery
1234,Khachar,1,Monastery
1235,"Tubchen Dargye Ling",1,Monastery
1237,"Taklung Tarling Chode",1,Monastery
1238,"Wonto Monastery",1,Monastery
1255,Dzogon,1,Monastery
1329,Chumik,1,Monastery
1404,Galenteng,1,Monastery
1405,Matho,1,Monastery
146,"Uri Monastery",1,Monastery
1488,Damtok,1,Monastery
1489,"Tridu Kelzang",1,Monastery
1490,Serjong,1,Monastery
1491,Guzi,1,Monastery
1497,"Dzonyak Samdrub",1,Monastery
1498,Tubten,1,Monastery
1555,"Tangkya Gon",1,Monastery
1563,Dosib,1,Monastery
1564,Dungdo,1,Monastery
1565,Dzamtok,1,Monastery
1566,Shangto,1,Monastery
1568,Wara,1,Monastery
1573,Tharlam,1,Monastery
1593,"Lo Gekar",1,Monastery
1596,"Namgyel Chode",1,Monastery
178,Tarlam,1,Monastery
179,"Dezhung Monastery",1,Monastery
180,Dzongsar,1,Monastery
183,"Rong Ngurmik",1,Monastery
207,Lhundrubteng,1,Monastery
249,"Lingga Dewachen ",1,Monastery
250,"Musu Yama Monastery",1,Monastery
269,"Tanak Serling",1,Monastery
270,"Tanak Tubten Namgyel ",1,Monastery
272,"Sakya Drakshar",1,Monastery
275,"Dreyul Kyetsel ",1,Monastery
276,"Nyenyo Jagoshong ",1,Monastery
277,"Chokhor Lhunpo ",1,Monastery
32,"Ngor Ewaṃ Choden",1,Monastery
33,"Dar Drangmoche",1,Monastery
412,"Derge Parkhang",1,Monastery
447,Langna,1,Monastery
451,"Sangngak Dechen Ling",1,Monastery
453,"Tubten Gepel",1,Monastery
511,"Ga Nyide",1,Monastery
512,"Jyekundo Dondrub Ling",1,Monastery
547,"Khanon Gon",1,Monastery
557,"Rikhud Monastery",1,Monastery
569,"Dongtre Samten Ling",1,Monastery
603,"Sakya Monastery",1,Monastery
615,"Gongkar Chode",1,Monastery
616,"Yarlung Namgyel",1,Monastery
617,"Yarlung Samten Ling",1,Monastery
682,"Tsedong Monastery",1,Monastery
943,"Samdrub Gonsar",1,Monastery
98,Palung,1,Monastery
987,"Kyoda Monastery",1,Monastery
1337,"Khardo Monastery",1,Monastery
1492,"Takmo Lingkha",1,Monastery
1499,Dzonggo,1,Monastery
1567,Rabten,1,Monastery
1576,Tashigang,1,Monastery
1594,"Dharma Swami Buddha Vihara",1,Monastery
1595,Tsarang,1,Monastery
1600,"Montang Chode",1,Monastery
1601,"Kak Chode",1,Monastery
1602,Gemi,1,Monastery
1603,"Dzong Chode",1,Monastery
1604,"Beru Lachen",1,Monastery
1204,"Erdene Zuu",1,Monastery
1521,"Ru Gonsar",1,Monastery
333,"Ngamring Chode ",1,Monastery
354,"Chone Ganden Shedrub Ling",1,Monastery
360,"Tsador Monastery ",1,Monastery
372,"Dobi Ganden Pelgye Ling",1,Monastery
374,"Rongwo Monastery",1,Monastery
474,"Ngagar Jangchub Ling",1,Monastery
814,Pelbar,1,Monastery
839,"Rong Jamchen",1,Monastery
102,"Pelkhor Chode",1,Monastery
119,"Cholung Jangtse",1,Monastery
1153,Serding,1,Monastery
546,"Zhe Dratsang",1,Monastery
1416,Sonada,1,Monastery
197,"Zhangzhung Dorjeden",1,Monastery
590,"Chakar Monastery",1,Monastery
952,"Tanak Dorjeden",1,Monastery
1317,"Nyetang Mokchok",1,Monastery
1450,"Lhapu Mokchok",1,Monastery
218,"Riwoche Monastery",1,Monastery
219,"Riwoche Yanggon",1,Monastery
247,"Pelme Tekchen Evam Gatsel Ling ",1,Monastery
448,Drango,1,Monastery
80,"Taklung Monastery",1,Monastery
67,"Tropu Monastery",1,Monastery
154,Kharak,1,Monastery
75,Lhachuk,1,Monastery
76,"Jupu Monastery",1,Monastery
78,Rokam,1,Monastery
294,Purbuchok,1,Monastery
68,"Tsel Gungtang",1,Monastery
130,"Yabzang Monastery",1,Monastery
1131,"Zara Monastery",1,Monastery
157,"Shar Yelpuk ",1,Monastery
158,"Jang Tana ",1,Monastery
159,Dodzong,1,Monastery
711,"Dingri Langkhor",1,Monastery
1037,"Kongpo Chabkar",1,Monastery
1065,Nālandā,1,Monastery
1094,"Tashi Yanggon",1,Monastery
1240,"Tanak Pu Monastery",1,Monastery
1289,"Shauk Tago",1,Monastery
1331,Odantapuri,1,Monastery
1378,Daci'ensi,1,Monastery
1379,"Xiuduo Monastery",1,Monastery
1410,"Mulagandhakuti Vihara",1,Monastery
1479,"Labsum Shedrub Ling",1,Monastery
386,"Dodedrak Monastery ",1,Monastery
851,"Tethong Manor House",727,Manor
1092,"Sadutshang Manor House",727,Manor
1099,"Bhutan House",727,Manor
1298,"Surkhang Printery",727,Manor
1312,"Roerich House",727,Manor
1470,"Birla House",727,Manor
1471,"Chopra House",727,Manor
1561,"Drumpa Manor House",727,Manor
728,"Surkhang Manor House",727,Manor
729,"Horkhang Manor House",727,Manor
843,"Kyitopa Manor House",727,Manor
844,"Pangdatsang Manor House",727,Manor
845,"Sampho Manor house",727,Manor
846,"Punkhang Manor House",727,Manor
847,"Changlochen Manor House",727,Manor
848,"Palha Manor House",727,Manor
849,"Namseling Manor House",727,Manor
850,"Shakabpa Manor House",727,Manor
852,"Doring Manor House",727,Manor
853,"Tsarong Manor House",727,Manor
855,"Yuthok Manor House",727,Manor
857,"Lhalu Podrang",727,Manor
858,"Dechen Rabten Manor House",727,Manor
870,Taktser,727,Manor
883,Kunsangtse,727,Manor
902,Shatra,727,Manor
903,Tromsikhang,727,Manor
1081,"Tso Pema",1079,Lake
1142,Kokonor,1079,Lake
1221,"Lhamo Latso",1079,Lake
1222,Manasarovar,1079,Lake
1272,Namtso,1079,Lake
1275,"Tsogyel Latso",1079,Lake
1325,"Yamdrok Lake",1079,Lake
1344,"Yilhung Lhatso",1079,Lake
1346,"Sengge Yumtso",1079,Lake
1350,"Pemaling Lake",1079,Lake
1126,"Menlung Trengpachen",1129,Hospital
1530,Men-tsee-khang,1129,Hospital
915,Mentsikhang,1129,Hospital
1311,Zambulung,1310,"Hidden Land"
1227,"Namchen Drakkar",950,Hermitage
1232,"Drakkar Taso",950,Hermitage
1245,"Pema Shelpuk",950,Hermitage
1291,"Khawa Lungri",950,Hermitage
1296,"Chungchen Peldzong",950,Hermitage
1551,"Chakkyi Yangtse",950,Hermitage
1151,"Zangri Kangmar",950,Hermitage
1068,"Chubar Hermitage",950,Hermitage
1100,"Tashi Gepel Ling",950,Hermitage
1230,"Taklung Drak",950,Hermitage
1469,"Garpa Ritro",950,Hermitage
188,"Garmo Chodzong",950,Hermitage
507,Tsagyel,950,Hermitage
1334,"Anja Ritro",950,Hermitage
1052,Kalapa,950,Hermitage
976,"Dzamtang Gepel Hermitage",950,Hermitage
995,"Kyipuk Deden",950,Hermitage
225,"Rechung Puk",950,Hermitage
974,"Tsādra Rinchen Drak",950,Hermitage
971,"Gampo Zanglung",950,Hermitage
1015,"Gyelrong Ritro",950,Hermitage
1046,"Rongme Karmo Taktsang",950,Hermitage
1050,"Benchok Ritro",950,Hermitage
1170,"Pelge Samten Ling",950,Hermitage
1182,"Gemang Ritro",950,Hermitage
1213,"Zingpa Takgo",950,Hermitage
1214,Trengpo,950,Hermitage
1262,"Belo Hermitage",950,Hermitage
1303,"Gangri Tokar",950,Hermitage
1332,Yanglesho,950,Hermitage
1335,"Dzogchen Yamāntaka Cave",950,Hermitage
1343,Yamalung,950,Hermitage
1436,"Pema Ritro",950,Hermitage
1569,Khalek,950,Hermitage
534,"Serkyi Gyelgo",950,Hermitage
863,"Drak Yongdzong",950,Hermitage
970,"Rudam Yangwen Sengdruk Puk",950,Hermitage
1560,"Lhalung Ritro",950,Hermitage
1188,"Sakar Samdrub Ling",950,Hermitage
1464,"Gagu Hermitage",950,Hermitage
1496,"Dzinda Neseb",950,Hermitage
1562,Dramagang,950,Hermitage
994,"Khacho Deden",950,Hermitage
989,Dzongsho,950,Hermitage
1306,"Taklung Drilung",950,Hermitage
992,"Wenne Gurulung",950,Hermitage
1053,"Namkha Dzod",950,Hermitage
1139,"Tsangrong Shardzong Ritro",950,Hermitage
1152,"Chozang Ritro",950,Hermitage
1180,Mangdu,950,Hermitage
1356,"Drakmar Drinzang",950,Hermitage
1361,"Shardza Hermitage",950,Hermitage
1363,"Taktse Hermitage",950,Hermitage
1366,"Drakkar Jago",950,Hermitage
1430,"Dagam Wangpuk",950,Hermitage
1463,"Sengchen Namdrak",950,Hermitage
1465,"Drakmar Keutsang",950,Hermitage
1466,Drinyendong,950,Hermitage
1468,"Tsarashab Hermitage",950,Hermitage
1536,"Dzonggo Ling",950,Hermitage
951,"Samye Chimpu",950,Hermitage
1543,"Central Tibetan Administration",885,"Government Building"
887,Armory,885,"Government Building"
888,Treasury,885,"Government Building"
889,"Shol Printery",885,"Government Building"
890,"Shol Office",885,"Government Building"
904,Nangtseshar,885,"Government Building"
1460,"Kagyu Ling",1444,"Dharma Center"
1395,"Samye Ling",1444,"Dharma Center"
1508,"Buddhistisk Center Kobenhavn",1444,"Dharma Center"
1445,"Karmê Chöling",1444,"Dharma Center"
1447,"Boulder Shambhala Center",1444,"Dharma Center"
1448,"Shambhala Mountain Center",1444,"Dharma Center"
1461,"Kagyu Thubten Chöling",1444,"Dharma Center"
1572,"Sakya Monastery, Seattle",1444,"Dharma Center"
1574,"Jetsun Sakya Center",1444,"Dharma Center"
1452,"Kagyu Kunchab Chuling",1444,"Dharma Center"
1453,"Kunzang Dechen Osel Ling",1444,"Dharma Center"
1454,"Kagyu Dzamling Kunchab",1444,"Dharma Center"
1455,"Kagyu Droden Kunchab",1444,"Dharma Center"
1456,"Karma Rimay O Sal Ling",1444,"Dharma Center"
1457,"Kagyu Changchub Chuling",1444,"Dharma Center"
1458,"Kagyu Shenpen Kunchab",1444,"Dharma Center"
1459,"Kagyu Dzong",1444,"Dharma Center"
1184,"Yarlung Sheldrak",1622,Cave
494,"Wenne Tashikhyil",950,Hermitage
495,"Wenne Samdrub Deden Ling ",950,Hermitage
841,"Drakri Hermitage",950,Hermitage
204,"Darnga Hermitage",950,Hermitage
860,"Keutsang West Hermitage",950,Hermitage
1014,"Katok Drakdong Ritro",950,Hermitage
510,"Nakchung Ritro",950,Hermitage
825,Mugulung,950,Hermitage
1101,"Lotsawa Lhakhang",3,Temple
345,"Ganden Rinchen Ling",3,Temple
143,"Tangkya Lhakhang ",3,Temple
1359,"Drak Lhalubuk",3,Temple
1377,"Ximing Temple",3,Temple
1227,"Namchen Drakkar",1622,Cave
1232,"Drakkar Taso",1622,Cave
1245,"Pema Shelpuk",1622,Cave
1291,"Khawa Lungri",1622,Cave
1296,"Chungchen Peldzong",1622,Cave
1460,"Kagyu Ling",3,Temple
1184,"Yarlung Sheldrak",950,Hermitage
984,"Tashi Chopel Dratsang",1623,"Monastic College"
1605,"Gar Gon",1,Monastery
1608,"Kandze Shedrub Norbu Ling",1,Monastery
1610,"Yarlung Tashi Chode",1622,Cave
1611,"Sakya Centre",1,Monastery
1612,"Shakya Shei-Drub Ling",1444,"Dharma Center"
1678,"Tekchen Choling Tsuklagkhang",3,Temple
1679,"Dashchoilin Khiid",1,Monastery
1661,"Takten Puntsok Choling",1,Monastery
1681,"Geden Sheddup Choikorling",1,Monastery
1682,"Green Tara Center",1444,"Dharma Center"
1683,"Moscow Buddhist Center Lama Tsongkhapa",1444,"Dharma Center"
1617,"Tartse Labrang",1,Monastery
1618,"Pende Labrang",1,Monastery
1619,"Khangsar Labrang",1,Monastery
1620,"Luding Labrang",1,Monastery
1625,"Ditsa Parkhang",1,Monastery
1627,Pangshar,1,Monastery
1630,Dongtok,1,Monastery
1631,Dhīpu,1,Monastery
1632,Yakze,1,Monastery
1633,Khyungtak,950,Hermitage
1634,Tenpel,1,Monastery
1636,Bumsar,1,Monastery
1637,"Pema Osel Ling",1444,"Dharma Center"
1639,"Rigdzin Gatsel",1444,"Dharma Center"
1671,"Rigdzin Gatsel Ling ",950,Hermitage
1642,"Khadro Ling",1444,"Dharma Center"
1646,"Do Dzong Hermitage",950,Hermitage
1647,"Nechen Pema Ritro",950,Hermitage
1655,"Tarpa Tse",950,Hermitage
1659,"Drepung Gomang India",1623,"Monastic College"
1660,"Se Monastery",1,Monastery
1664,"Nyingma Institute",1444,"Dharma Center"
1665,"Yeshe Nyingpo",1444,"Dharma Center"
1666,"Garchen Buddhist Institute",1444,"Dharma Center"
1628,"Asura Cave",1622,Cave
1686,"Thangu Monastery",1,Monastery
1668,"Tibet Center",1444,"Dharma Center"
1689,"Tashi Gomang Stupa",2,Stupa
1690,"Tibet House",1444,"Dharma Center"
1691,"Deer Park Buddhist Center",1444,"Dharma Center"
165,Samye,1,Monastery
165,Samye,3,Temple
1607,"Putou Shan",1080,Mountain
1609,"Lingyin Temple",3,Temple
1613,"Lerab Ling",1444,"Dharma Center"
1615,"Dzogchen Monastery India",1,Monastery
1624,Yutsa,1,Monastery
1640,"Ati Ling",1444,"Dharma Center"
1641,"Rigdzin Ling",1444,"Dharma Center"
1644,Richung,950,Hermitage
1645,Sarwahai,950,Hermitage
1648,"Zhakdra Yumtso",950,Hermitage
1648,"Zhakdra Yumtso",1079,Lake
1649,Pelri,1,Monastery
1651,"Kyire School",1326,School
1653,Chobar,3,Temple
1656,"Kunzang Odsal Palyul Changchub Choling ",1444,"Dharma Center"
1657,"Palyul Retreat Center",1444,"Dharma Center"
1658,"Dagpo Shedrubling Monastery",1,Monastery
1662,Lingshed,1,Monastery
1667,"Orgyen Chö Dzong",1444,"Dharma Center"
1670,"Vajrapani Institute",1444,"Dharma Center"
1673,"Jangkar Monastery",1,Monastery
1674,"Yaso Monastery",1,Monastery
1688,"John Giorno Foundation",1444,"Dharma Center"
1676,"Nego Monastery",1,Monastery
1685,"Lachen Monastery",1,Monastery
1687,"Changra Samdrubtse",886,Palace
1697,"Zhakdra Lhatse",1080,Mountain
1698,Namgyelteng,1,Monastery
1691,"Deer Park Buddhist Center",1,Monastery
1700,"Tibetan Mongolian Buddhist Cultural Center",1444,"Dharma Center"
1701,Dilyak,1,Monastery
1702,Tsade,1,Monastery
1703,"Aten Tsamkhang",1,Monastery
1704,"Ke Mingyur Dorje Drak",1,Monastery
1705,Kolri,1,Monastery
1706,Geri,950,Hermitage
1706,Geri,1,Monastery
1707,CIHTS,1326,School
1708,Tsakho,1,Monastery
1709,Zablung,1,Monastery
1710,"Draklha Gampo",1080,Mountain
1711,"Drakkar Treldzong",1080,Mountain
1712,"Kuso Togyel",1080,Mountain
1713,"Tashi Gomang",1,Monastery
1714,"Durpin Monastery",1,Monastery
1716,"Dundul Rabtenling",1,Monastery
1717,"Tso Pema Orgyen Heruka Nyingmapa Gompa",1,Monastery
1718,"Dudjom Gonpa  ",1,Monastery
1719,"Tashi Choling (Oregon)",1444,"Dharma Center"
1720,"Urgyen Samyé Chöling ",1444,"Dharma Center"
1722,"Jangsa Gompa",1,Monastery
1723,Karye,1,Monastery
1724,"Zangzang Lhadrak",1,Monastery
1715,"Ghoom Monastery",1,Monastery
1696,Papyuk,1,Monastery
1695,"Kagyu Tsekchok Ling",1,Monastery
1694,"Drumpa Monastery",1,Monastery
1693,"Drilma Sangngak Choding",1,Monastery
1692,Rinak,1,Monastery
1364,"Khyunglung Ngulkhar",886,Palace
1725,"Mahasiddha Nyingmapa Center",1444,"Dharma Center"
1726,"Kharnang Gongma",1,Monastery
1727,"Namgyel (Dharamsala)",1,Monastery
1728,"Nyingma Kathok Buddhist Center",1444,"Dharma Center"
1729,"Katok Ritrö retreat center",1444,"Dharma Center"
1730,"Dudjom Namdrol Choling",1,Monastery
1731,"Zhichen Bairo Ling",1,Monastery
1732,"Iron Knot Ranch",1444,"Dharma Center"
1733,"Tsinta Mani Choling, Spokane",1444,"Dharma Center"
1734,"Katog Tingdzin Ling",1444,"Dharma Center"
1735,"Katog Rit'hröd",1444,"Dharma Center"
1736,"Sravasti Abbey",1444,"Dharma Center"
1737,"Orgyen Dorje Den",1444,"Dharma Center"
1738,"Palri Pema Od Ling",1444,"Dharma Center"
1739,"Kathok Center",1444,"Dharma Center"
1740,"Katog Ratna Ling",1444,"Dharma Center"
1741,"Adzom Wosel Dongag Chokher Ling",1,Monastery
1742,"Yeshe Khorlo Buddhist Society Singapore",1444,"Dharma Center"
1743,"Dokho Monastery",1,Monastery
1744,"Tsegyalgar East",1444,"Dharma Center"
1745,"Samten Tse",1505,Nunnery
1747,Drukto,1,Monastery
1748,"Yachen Gar",1,Monastery
1746,"Drak Kharwachen",1622,Cave
1750,"Labrang Tantric College",1623,"Monastic College"
1752,Gotsa,1,Monastery
1753,"Danyin Khala Ronggo",1622,Cave
322,"Sera Utse",950,Hermitage
348,"Sera Je",1623,"Monastic College"
349,"Sera Me",1623,"Monastic College"
937,"Lhakhang Labrang",886,Palace
1276,"Nedruk Lhakhang",3,Temple
938,"Drolma Podrang",886,Palace
936,"Ducho Labrang",886,Palace
1220,"Labrang Shar",886,Palace
939,"Puntsok Podrang",886,Palace
935,"Rinchen Gang Labrang",886,Palace
934,"Zhitok Labrang",886,Palace
127,Lhagang,1,Monastery
314,"Khardo Hermitage",950,Hermitage
132,"Kodrak Hermitage",950,Hermitage
149,"Gotsang Hermitage ",950,Hermitage
149,"Gotsang Hermitage ",1622,Cave
295,"Ngulchu Hermitage",950,Hermitage
306,"Nyetang Longdol Hermitage ",950,Hermitage
1020,"Tashi Choling Hermitage",950,Hermitage
1021,"Chubzang Hermitage (Sera)",950,Hermitage
842,"Gepel Hermitage",950,Hermitage
321,"Rakadrak Hermitage",950,Hermitage
423,"Pabongkha Hermitage ",950,Hermitage
471,"Junyung Hermitage",950,Hermitage
491,"Dori Hermitage",950,Hermitage
657,"Ripuk Hermitage",950,Hermitage
819,"Zhigon Hermitage",950,Hermitage
1359,"Drak Lhalubuk",1622,Cave
