community_id,tbrc_id,community_name,founded_date,founded_date_approximate,founded_date_alternate,founded_century_id,existed_by_century_id,founded_century_id,existed_by_century_id
381,,Chitokha Puntsok Rabten Ling ,,0,,,,,
382,G183,Gangteng Monastery ,1613,0,,,,,
383,,Trakar Lhakhang ,,0,,,,,
384,,Paro Lateng Monastery,,0,,,,,
387,G1TD12,Tashichoedzong,1216,0,,,,,
388,,Lhundrub Deyang,,0,,,,,
390,G1TD42,Lhadzong Tashigang ,1767,0,,,,,
395,,Sechang ,,0,,,,,
396,G1KR2411,Shel Monastery,1630,0,,,,,
397,G4698,Dzoge Monastery ,1798,0,,,,,
398,G4681,Bido Gonchen,1402,0,,,,,
399,,Geting Ganden Choling ,,0,,,,,
400,,Tamshing Lhakhang,1501,0,,,,,
401,G271,Lamo Dechen ,1682,0,,,,,
402,,Taktsang Rawato ,,0,,,,,
403,,Shardzong,,0,,,,,
404,G1KR983,Drugu,1622,0,,,,,
405,G54,Punakha Dzong,1637,0,,,,,
406,,Trongsa Dzong,1543,0,,,,,
407,G1KR200,Karchen,1340,0,,,,,
408,,Jamyang Mawai Sengge Ling ,1823,0,,,,,
409,G4851,Gyakhar ,1424,0,,,,,
410,G1965,Urge Dratsang Sangngak Mingye Ling,,0,,,,,
412,G1657,Derge Parkhang,1729,0,,,,,
413,G4786,Kīrti,1412,0,,,,,
416,G4858,Luchung Taktsang Gon,1688,0,,,,,
417,,Drangjekha ,,0,,,,,
419,G4813,Tasho Pomdrak ,,0,,,,,
420,G62,Yangri Gar ,,0,,,,,
422,G3954,Gemang,1684,0,,,,,
425,,Lhetag Monastery,,0,,,,,
426,G1KR1686,Chakri Nyidrak Monastery,1703,0,,,,,
427,G491,Takmogang Kelzang Puntsok Ling,1693,0,,,,,
430,G3755,Rakchab Sengri Dorje Yudzong,,0,,,,,
432,G1680,Gyarong Takten Nampar Gyelwai Ling,1742,0,,,,,
434,G1KR2451,Magur Namgyel Ling,1646,0,,,,,
435,G2066,Chekha,1141,0,1142,,,,
437,G2539,Kangtsa Ganden Chopel Ling,1915,0,,,,,
439,G3219,Śrī Siṃha College,1848,0,,,,,
440,G239,Tongkhor Ganden Chokhor Ling ,1648,0,,,,,
441,G170,Chorten Tang Tashi Dargye Ling ,1647,0,,,,,
442,G1877,Chunak Tashi Choling,1766,0,,,,,
443,G261,Chakpori,1150,0,,,,,
445,G4874,Khamshe Dargye Ling,1918,0,,,,,
447,G1569,Langna,1276,0,,,,,
448,G3854,Drango,,0,,,,,
449,G1603,Chagdud Orgyen Ling,1291,0,,,,,
450,G1629,Kelzang Sanggye Choling Monastery,1860,0,,,,,
452,G1590,Tsogyel Jomo,1866,0,,,,,
453,G1KR1570,Tubten Gepel,1550,0,,,,,
455,,Pel Nyenmo Ri Namgyel,1919,0,,,,,
459,G2530,Khagya Me Monastery,,0,,,,,
461,,Drakkar Gyelmo,,0,,,,,
464,G1931,Tsang Dondrub Rabten Ling,1765,0,,,,,
465,G4646,Gangya Drakkar Gon,1644,0,,,,,
466,G4634,Chokhor Gyel,1509,0,,,,,
467,G4354,Tsagen Peshing,,0,,,,,
468,G398,Ragya Ganden Tashi Jungne,1769,0,,,,,
469,G3261,Sershul,1760,0,,,,,
470,,Jumohor Sangngak Choling,,0,,,,,
471,G289,Junyung Hermitage,,0,,,,,
472,G36,Pelpung,1727,0,,,,,
473,G3617,Kaṁpo Nenang,1164,0,,,,,
475,,Oso,,0,,,,,
479,G471,Terlung Yiga Chodzin Ling,1725,0,,,,,
480,G393,Amchok Monastery,1760,0,,,,,
481,G3158,Gartse Tubten Chokhor Ling,,0,,,,,
484,G3190,Kīrti Namgyel Dechen Ling,1748,0,,,,,
485,G607,Tsetang,1350,0,,,,,
486,,Sangsang Dungkar,,0,,,,,
487,,Lhogyu Sera,,0,,,,,
488,G1723,Wangda,,0,,,,,
489,G1740,Denang Monastery,,0,,,,,
490,G1738,Tongkyab,,0,,,,,
491,,Dori Hermitage,,0,,,,,
492,,Lhundrub Dzong,,0,,,,,
493,,Yugu Tongtse,,0,,,,,
494,,Wenne Tashikhyil,,0,,,,,
495,,Wenne Samdrub Deden Ling ,,0,,,,,
496,G1KR2415,Dedzom Gatsel,1666,0,,,,,
497,G224,Dzongkar Monastery,1683,0,,,,,
498,,Takdo,,0,,,,,
499,G1PD96278,Dopuk,1865,0,,,,,
501,,Angang,,0,,,,,
502,,Chorten Kyak,,0,,,,,
504,G1948,Karing Tashi Dargye Ling,1683,0,,,,,
505,,Rongwo Tashikhyil,,0,,,,,
507,,Tsagyel,,0,,,,,
508,,Tashi Chokhor Ling,1984,0,,,,,
510,,Nakchung Ritro,,0,,,,,
511,,Ga Nyide,,0,,,,,
512,G1KR2688,Jyekundo Dondrub Ling,1398,0,,,,,
514,G00AG01622,Se Trabzang,1366,0,,,,,
517,,Tashi Samten Ling,1822,0,,,,,
518,G1604,Jazi,1866,0,,,,,
519,G3635,Tromge Gon,1275,0,,,,,
520,G1727,Horkor Gon,1927,0,,,,,
522,G00EGS1016716,Gegyel Dzogchen,,0,,,,,
523,G2813,Monkhar Namseling,,0,,,,,
524,G496,Yangcho Sangcho Pema Lhunding,,0,,,,,
525,G3971,Nubzur Gon,1484,0,,,,,
527,G3997,Larung Gar,1880,0,,,,,
530,G1GS54751,Ganden Mipam Choling,,0,,,,,
531,,Tashilung,,0,,,,,
532,G294,Tsenpo Gon,1650,0,,,,,
534,,Serkyi Gyelgo,,0,,,,,
535,G952,Pasho Gon,1473,0,,,,,
536,G219,Kundeling,1794,0,,,,,
537,,Lampar Monastery,,0,,,,,
540,G4230,Ganden Shedrub Ling,1643,0,,,,,
543,,Drepung Zurkhang,,0,,,,,
544,G1KR995,Gingtang Gon ,,0,,,,,
547,G1571,Khanon Gon,1257,0,,,,,
553,G7,Mawochok,1150,0,,,,,
554,G00AG01620,Guru Lhakhang,,0,,,,,
556,,Dregon Sar,,0,,,,,
557,G3795,Rikhud Monastery,1240,0,,,,,
561,G221,Shelkar Chode,1385,0,,,,,
563,G3507,Chakzam Chuwori,,0,,,,,
565,G3703,Yama Tashikhyil,,0,,,,,
566,G1955,Yonghegong,1744,0,,,,,
567,G523,Dartang Monastery,1882,0,,,,,
569,,Dongtre Samten Ling,,0,,,,,
571,G1691,Alo Peljor Gang,,0,,,,,
573,G397,Segyu Dratsang,1432,0,,,,,
574,G1187,Lhunpo Tse,1432,0,,,,,
575,,Jangchen,,0,,,,,
576,G3122,Lhadong Gon,,0,,,,,
587,,Drakkar Gepel Ling,,0,,,,,
590,G2CN11085,Chakar Monastery,1121,0,,,,,
595,,Yanggon,,0,,,,,
599,G198,Yangpachen,1503,0,,,,,
603,G880,Sakya Monastery,1073,0,,,,,
612,G244,Bodong E,1049,0,,,,,
615,G3509,Gongkar Chode,1447,0,,,,,
616,,Yarlung Namgyel,,0,,,,,
617,,Yarlung Samten Ling,,0,,,,,
618,G1KR1569 ,Sekharchung,1064,0,,,,,
621,G1807,Golok Getse,1880,0,,,,,
650,G1KR1169,Khyungpo Tengchen,1061,0,,,,,
673,G1KR216 ,Khangsar,1640,0,,,,,
682,G3550 ,Tsedong Monastery,1489,0,,,,,
687,G1KR1884,Pulung Rinchen Ling,1260,0,,,,,
688,G4886,Namdroling,1963,0,,,,,
696,G1797,Tsimda Monastery,1925,0,,,,,
697,G3717,Nyenlung,1797,0,,,,,
699,G3994,Zhuchen Monastery,,0,,,,,
700,G4687,Simda Dzogchen Monastery,1678,0,,,,,
702,G2652,Zurmang Namgyeltse,,0,,,,,
704,G2600,Tashi Gang,,0,,,,,
707,,Lho Ganden Monastery ,,0,,,,,
711,G3125,Dingri Langkhor,1097,0,,,,,
716,G1917,Drakkar Treldzong Monastery,1923,0,,,,,
718,G1962,Amchok Tsenyi,1823,0,,,,,
719,G1KG17626,Tabo,996,0,,,,,
721,G1KR1754,Yeta Lungkar,1715,0,,,,,
729,G2CN10932,Horkhang Manor House,1956,0,,,,,
804,G1KR226,Ganden Jangchub Chopel Ling,,0,,,,,
808,G3532,Rigyel,1360,0,,,,,
810,G4023,Batang Chode,1659,0,,,,,
812,G4472,Semnyi,1540,0,,,,,
813,G4689,Shopamdo,,0,,,,,
816,,Muktinath,,0,,,,,
818,,Khacho Monastery,,0,,,,,
819,,Zhigon Hermitage,1377,0,,,,,
821,,Lamayuru,,0,,,,,
822,G2036,Terdrom,,0,,,,,
825,G2GS1264,Mugulung,,0,,,,,
826,G516,Nyingon,,0,,,,,
835,G3279,Gonsar,,0,,,,,
837,G3255,Gyelje,1054,0,,,,,
838,G373,Drongtse,1442,0,,,,,
839,G1KR1614,Rong Jamchen,1367,0,,,,,
840,G4CZ1583,Wolkha Cholung,1393,0,,,,,
841,G2508,Drakri Hermitage,1416,0,,,,,
843,,Kyitopa Manor House,,0,,,,,
846,G2CN10939,Punkhang Manor House,1843,0,,,,,
847,,Changlochen Manor House,,0,,,,,
849,,Namseling Manor House,1920,0,,,,,
850,,Shakabpa Manor House,1926,0,,,,,
851,,Tethong Manor House,1912,0,,,,,
852,G2CN10930,Doring Manor House,,0,,,,,
853,,Tsarong Manor House,1926,0,,,,,
855,G1TD14,Yuthok Manor House,,0,,,,,
858,,Dechen Rabten Manor House,,0,,,,,
861,G3,Yungdrung Ling,1834,0,,,,,
862,G3199,Drak Yerpa,,0,,,,,
863,G2812,Drak Yongdzong,,0,,,,,
868,,Barkor Mani Lhakhang Shar,1948,0,,,,,
870,,Taktser,1940,1,,,,,
873,G1KR850,Gesar Lhakhang,1792,0,,,,,
879,,Lingtsang Labrang,1938,0,,,,,
881,G2CN11081,Tsokha Monastery,,0,,,,,
888,,Treasury,1850,1,,,,,
889,G1PD129185,Shol Printery,1690,1,,,,,
902,,Shatra,,0,,,,,
905,G222,Potala,637,0,,,,,
906,G4145,Norbulingkha,1755,0,,,,,
907,G248,Sera Ngakpa Dratsang,1419,0,,,,,
908,G153,Drepung Deyang College,1440,0,,,,,
909,G2CN11048,Drepung Ngakpa Dratsang,1419,0,,,,,
910,,Nyarma,1000,0,,,,,
911,,Darpoling Tsenkhang,1650,0,,,,,
915,G270,Mentsikhang,1916,0,,,,,
920,G8LS12072 ,Labrang Kālacakra College,1763,0,,,,,
921,G1716,Labrang Medical College,1784,0,,,,,
922,G3212 ,Labrang Hevajra College,1879,0,,,,,
923,,Mejung Tosam Ling,1709,0,,,,,
924,G1951,Kumbum Tantric College,1649,0,,,,,
925,G1945,Kumbum Medical College,1725,0,,,,,
926,G1710,Kumbum Kālacakra College,1820,0,,,,,
927,,Kumbum Debate College,1612,0,,,,,
928,G2CN11043,Zhitro Lhakhang,1913,0,,,,,
934,G311,Zhitok Labrang,,0,,,,,
935,G312,Rinchen Gang Labrang,,0,,,,,
936,G466,Ducho Labrang,,0,,,,,
937,G436,Lhakhang Labrang,,0,,,,,
938,G4445,Drolma Podrang,,0,,,,,
941,G8LS12302,Rongwo Tantric College,1734,0,,,,,
942,G8LS12318,Rongwo Kālacakra College,1773,0,,,,,
943,G1KR1564,Samdrub Gonsar,,0,,,,,
944,G3473,Ngangkyel Chode,,0,,,,,
949,G205,Tashi Tongmon,,0,,,,,
951,G3528,Samye Chimpu,,0,,,,,
952,G11MS147,Tanak Dorjeden,,0,,,,,
955,G1676,Tsashul,1790,0,,,,,
956,G1AG36,Ngedongyi Chozhi Gonde,,0,,,,,
957,G3992,Dartsang Kelzang Monastery,,0,,,,,
958,G2065,Gyelteng Monastery,,0,,,,,
959,G2064,Pangsa Monastery,,0,,,,,
960,G4CZ1581,Wolkha Samling Monastery,,0,,,,,
962,G4466,Tashi Dokha,1415,0,,,,,
964,G2CN11100,Lekshe Ling,,0,,,,,
970,G4165,Rudam Yangwen Sengdruk Puk,,0,,,,,
971,G1TD4,Gampo Zanglung,,0,,,,,
974,G37,Tsādra Rinchen Drak,1867,0,,,,,
977,G1AG47,Yutok Monastery,,0,,,,,
979,G2DB94319,Bora,1757,0,,,,,
981,,Tsongkhapa Lhakhang,,0,,,,,
982,G1884,Tege ,1984,0,,,,,
983,G1KR1910,Pari Drigung,1619,0,,,,,
984,,Tashi Chopel Dratsang,1756,0,,,,,
985,G4022,Jakhyung Rito Pendeling,,0,,,,,
986,,Nyangto Sertreng Monastery,,0,,,,,
987,G4293,Kyoda Monastery,,0,,,,,
988,G1KR10,Serwo,1786,0,,,,,
989,G3828,Dzongsho,1867,0,,,,,
991,,Tsongkhapa Hall,,0,,,,,
992,G1AG58,Wenne Gurulung,,0,,,,,
994,G1AG60,Khacho Deden,,0,,,,,
995,G1AG61,Kyipuk Deden,,0,,,,,
996,G212,Bardrok Dorje Ling,,0,,,,,
997,G511,Bamo Choding,,0,,,,,
999,G3263,Mokpa Lhatse,,0,,,,,
1001,G1AG62,Nekhar Monastery,,0,,,,,
1002,G1KR2692,Raknyak,1295,0,,,,,
1004,G3705,Rigdzin Rapel Ling,1727,0,,,,,
1005,G169,Jakrong,,0,,,,,
1009,G4347,Khyungritang,1944,0,,,,,
1010,G1634,Tsopu,,0,,,,,
1012,G1AG63,Nyamyo Jashong Monastery,,0,,,,,
1013,G3639,Garje,1725,0,,,,,
1014,,Katok Drakdong Ritro,,0,,,,,
1015,,Gyelrong Ritro,,0,,,,,
1016,G3747,Litang Nyingma Dratsang,,0,,,,,
1017,G1KR1012,Drugu Gon,,0,,,,,
1018,G1AG64,Langling Monastery,,0,,,,,
1020,G2482,Tashi Choling Hermitage,,0,,,,,
1022,G1KR827,Ani Tsemkhung,,0,,,,,
1023,G3388,Driru Drubde,1920,0,,,,,
1025,G1AG68,Nalatse Nepoche,,0,,,,,
1036,G1183,Menkhar Pende Ling,,0,,,,,
1037,G2796 ,Kongpo Chabkar,,0,,,,,
1038,G4854,Nakdo Monastery,1767,0,,,,,
1041,G1911,Banshul,1895,0,,,,,
1042,G1858,Nyegon,,0,,,,,
1043,G1KR2480,Datsen,1924,0,,,,,
1045,G1KR2433,Sengge Shong Yago,1385,0,,,,,
1046,G3625,Rongme Karmo Taktsang,,0,,,,,
1049,,Atsagat Datsan,1925,0,,,,,
1050,,Benchok Ritro,,0,,,,,
1051,G2077,Nyima Changra,1918,0,,,,,
1052,G358,Kalapa,,0,,,,,
1053,G360,Namkha Dzod,,0,,,,,
1054,G1KR1944,Chepa Darge Gon,,0,,,,,
1055,,Datsan Gunzechoinei,1915,0,,,,,
1056,G1673,Lek Gon,1724,0,,,,,
1066,G4166,Tharpaling,1352,0,,,,,
1068,G1AG82,Chubar Hermitage,,0,,,,,
1069,G2863,Ngodu Monastery,,0,,,,,
1070,G3988,Sera Tekchen Chokhorling,1737,0,,,,,
1071,G1KR2634,Bennak,1824,0,,,,,
1072,G56,Seula Chokhor Dorjeden,1715,0,,,,,
1075,G1TD16,Gyari Castle,,0,,,,,
1077,G1TD15,Rigo Tashi Chodzong Castle ,,0,,,,,
1081,G587,Tso Pema,,0,,,,,
1082,G2GS1065,Yarlha Shampo,,0,,,,,
1083,G3614,Khawa Karpo,,0,,,,,
1084,G3247,Kailash,,0,,,,,
1085,G4631,Tsāri,,0,,,,,
1086,G3214,Amnye Machen,,0,,,,,
1087,G1KR1185,Khapung,1928,0,,,,,
1088,G1AG89,Trewel Ude,988,0,,,,,
1089,G2LS540,Dungkar,988,0,,,,,
1091,G298,Khyage,1587,0,,,,,
1092,G1TD20,Sadutshang Manor House,,0,,,,,
1093,G1KR1977,Ongsum,1694,0,,,,,
1094,G685,Tashi Yanggon,,0,,,,,
1095,G2JM240 ,Tosam Norbu Lhunpo,,0,,,,,
1096,G3466,Muksang,,0,,,,,
1099,G1TD23,Bhutan House,,0,,,,,
1100,G478,Tashi Gepel Ling,,0,,,,,
1103,G1KG24303,Likir,1065,0,,,,,
1104,G1641,Yilhung Lhagyel,1767,0,,,,,
1106,G3835,Domang Monastery,,0,,,,,
1107,G2726,Tsangda Monastery,,0,,,,,
1108,G3844,Dranggo,,0,,,,,
1109,G3837,Janggang,,0,,,,,
1111,G3833,Tsangme Sengge,1380,0,,,,,
1112,G1KR147,Sango,1267,0,,,,,
1113,G1KR151,Kuntsar,,0,,,,,
1114,G185,Dzigar,,0,,,,,
1115,G305,Mersho Monastery,,0,,,,,
1118,G3140,Tsibri,,0,,,,,
1126,G260,Menlung Trengpachen,1561,0,,,,,
1133,G3830,Kharak Yungdrung Dechen Ling,1017,0,,,,,
1134,G712,Tsibri Monastery,,0,,,,,
1136,G2GS1064,Jomo Kharak,,0,,,,,
1137,G2AG22,Draksum Puri,,0,,,,,
1138,G2AG21,Hangri Drubde,,0,,,,,
1139,,Tsangrong Shardzong Ritro,,0,,,,,
1140,G3187,Wutai Shan,,0,,,,,
1141,G1AG92,Zhohong,,0,,,,,
1142,G2DB25462,Kokonor,,0,,,,,
1143,G105,Tosamling College,,0,,,,,
1145,G2876,Paro Taktsang,,0,,,,,
1147,G4699,Menlung Tashi Chopel Ling,,0,,,,,
1148,G1KR2031,Tseuruma Serde,,0,,,,,
1150,G3CN1712,Zungchu Zi,1711,0,,,,,
1152,G4473,Chozang Ritro,,0,,,,,
1153,,Serding,,0,,,,,
1154,G4052,Drakteng Monastery,,0,,,,,
1157,G206,Dingpoche,1567,0,,,,,
1158,G2GS1037,Bodhgaya,,0,,,,,
1161,G343,Tsang Chubzang,,0,,,,,
1163,G1CZ912,Labchi,,0,,,,,
1164,,Emei Shan,,0,,,,,
1165,G1KR2455,Nangra,1341,0,,,,,
1166,G452,Yershong,1696,0,,,,,
1169,,Riwo Jakang,,0,,,,,
1171,G3933,Dzagyel,,0,,,,,
1173,G2JM237,Katok Shedra Norbu Lhunpo,1906,0,,,,,
1175,G2610,Kumbum Monastery,,0,,,,,
1179,G1KR171,Tokden Monastery,1385,0,,,,,
1180,g4482,Mangdu,1777,0,,,,,
1182,G519,Gemang Ritro,,0,,,,,
1186,G1AG96,Lingto College,,0,,,,,
1187,G214,Ga Benchen Monastery,1380,0,,,,,
1188,G4447,Sakar Samdrub Ling,,0,,,,,
1189,G2581,Ladro Monastery,1420,0,,,,,
1191,G3249,Riwo Gegye Ganden Shedrubling,1654,0,,,,,
1192,G2KR4,Amarbayasgalant,1725,0,,,,,
1194,,Kunga Choling,1809,0,,,,,
1198,G934,Gyel Kartse Palace,,0,,,,,
1200,G2KR18,Baruun Khiid,1756,0,,,,,
1201,G2KR10,Pekar Choling,1690,0,,,,,
1204,G2KR46,Erdene Zuu,1585,0,,,,,
1205,g4812,Lhateng,1185,0,,,,,
1206,G2GS1050,Ganden Mamo,1386,0,,,,,
1216,G1686,Ringu Monastery,1475,0,,,,,
1219,G380,Beri Monastery,1649,0,,,,,
1220,G879,Labrang Shar,,0,,,,,
1221,G4635,Lhamo Latso,,0,,,,,
1222,G3248,Manasarovar,,0,,,,,
1224,G1602,Nyarong Gojam Gon,1159,0,,,,,
1227,G00JR823,Namchen Drakkar,,0,,,,,
1229,G110,Hardong Khamtsen,,0,,,,,
1237,G3611,Taklung Tarling Chode,,0,,,,,
1241,G3420,Ya Nga Chamda Ganden Khacho Ling,1488,0,,,,,
1244,G1798,Khemar Monastery,1904,0,,,,,
1245,G3624,Pema Shelpuk,1857,0,,,,,
1247,G4611,Chimilung,1050,0,,,,,
1249,G3832,Changlung Monastery,,0,,,,,
1253,G1426,Zamkhar,,0,,,,,
1255,G1KR347,Dzogon,1395,0,,,,,
1256,G00AG01619,Dungsam Riwo Tengyeling,1741,0,,,,,
1257,,Trashigang Dzong,1659,0,,,,,
1258,G4498,Kongpo Bonri,,0,,,,,
1259,G1GS140235,Penyul Drosa,,0,,,,,
1262,G4116,Belo Hermitage,,0,,,,,
1265,G339,Khyunggon Monastery,,0,,,,,
1266,G2CN11149,Menri (Dolanji),1970,0,,,,,
1268,G2345,Drati House,,0,,,,,
1272,G2398,Namtso,,0,,,,,
1275,G2810,Tsogyel Latso,,0,,,,,
1277,G1588,Zhiwa Gon,1225,0,,,,,
1278,G1KT10,Dakpa Shelri,,0,,,,,
1279,G574,Shabme Gomne,,0,,,,,
1280,G507,Gandan Tegchenling,1838,0,,,,,
1281,G4596,Drayab Monastery,,0,,,,,
1285,G1AG111,Dongkar Dzong,,0,,,,,
1287,G3529,Tawang Monastery,,0,,,,,
1288,G3477,Kharteng Monastery,,0,,,,,
1289,G1GS88600,Shauk Tago,,0,,,,,
1291,G3197,Khawa Lungri,,0,,,,,
1296,G2CN11105,Chungchen Peldzong,,0,,,,,
1299,G254,Taktsang Monastery,1713,0,,,,,
1300,G2454,Zhungpa Khamtsen,,0,,,,,
1301,,Doto Den Chokhor,,0,,,,,
1302,G1438,Demo,,0,,,,,
1303,G00AG01403,Gangri Tokar,,0,,,,,
1305,G1TD45,Sani Gonpa,,0,,,,,
1306,,Taklung Drilung,,0,,,,,
1307,G19,Nyakla Gar,,0,,,,,
1309,G1AG115,Shukchung,,0,,,,,
1311,G3CN392,Zambulung,,0,,,,,
1312,G1TD39,Roerich House,1928,0,,,,,
1315,G2470,Lhopa Khamtsen,,0,,,,,
1318,G1563,Zhichen Monastery,,0,,,,,
1320,G1KR159,Shukjung Monastery,,0,,,,,
1321,G4098,Baḥne Monastery ,,0,,,,,
1322,G522,Batang Drubgon,,0,,,,,
1323,G3493,Do Dorje Drak,,0,,,,,
1324,G184,Lelung Monastery,,0,,,,,
1325,,Yamdrok Lake,,0,,,,,
1327,,Nyarongsha School,,0,,,,,
1330,G1KR1893,Bakha,,0,,,,,
1332,G01AG03004,Yanglesho,,0,,,,,
1333,G2MS14671,Namo Buddha,,0,,,,,
1334,,Anja Ritro,1787,0,,,,,
1335,,Dzogchen Yamāntaka Cave,,0,,,,,
1338,G2651,Kyodrak Monastery,1361,0,,,,,
1339,G1681,Lhadrang Monastery,1616,0,,,,,
1340,G527,Mendong Monastery,1808,0,,,,,
1342,G3857,Pangpuk,,0,,,,,
1344,,Yilhung Lhatso,,0,,,,,
1345,G4459,Yumbu Lagang,,0,,,,,
1346,,Sengge Yumtso,,0,,,,,
1347,,Sinpo Ri Lhakhang,,0,,,,,
1348,,Hepo Ri,,0,,,,,
1349,,Tashi Podrang,,0,,,,,
1350,,Pemaling Lake,,0,,,,,
1351,G2833,Gontang Bumpa,,0,,,,,
1352,,Ngedon Dongak Chokhor Ling,1979,0,,,,,
1354,G1TD52,Namgyal Institute of Tibetology,1958,0,,,,,
1359,G1KR847,Drak Lhalubuk,,0,,,,,
1361,G4660,Shardza Hermitage,1893,0,,,,,
1362,G4494,Rinpung Monastery,,0,,,,,
1364,G2CN11047,Khyunglung Ngulkhar,,0,,,,,
1365,G1KR239,Dachen,1081,0,,,,,
1368,G4492,Nateng,,0,,,,,
1369,G2GS1124,Gyarong Khamtsen,,0,,,,,
1370,,Indo Tibetan Buddhist Cultural Institute,1954,0,,,,,
1372,,Śāntipura,,0,,,,,
1374,,St. Joseph's School,1888,0,,,,,
1376,,Chode (Denma),,0,,,,,
1377,,Ximing Temple,,0,,,,,
1378,,Daci'ensi,,0,,,,,
1379,,Xiuduo Monastery,,0,,,,,
1380,G3955,Kilung,1790,0,,,,,
1386,G3046,Ney Monastery,,0,,,,,
1387,G3047,Wosel Monastery,,0,,,,,
1388,G23,Tolung Tsendro,,0,,,,,
1392,G2572,Tashi Lhapuk,,0,,,,,
1395,,Samye Ling,,0,,,,,
1396,,Kanchendzonga,,0,,,,,
1397,,Borobudur,,0,,,,,
1399,G235,Gyama Rinchen Gang,1118,0,,,,,
1400,G3010,Riwo Dangchen,1412,0,,,,,
1401,G227,Kamkam Monastery,,0,,,,,
1402,G3419,Nyenchen Tanglha,,0,,,,,
1403,G1KR424,Ridrak,,0,,,,,
1404,G1651,Galenteng,1005,0,,,,,
1405,G1BL18,Matho,,0,,,,,
1408,,Samstanling,1848,0,,,,,
1409,G142,Petub Khamsten,,0,,,,,
1410,,Mulagandhakuti Vihara,,0,,,,,
1411,,Central Institute of Buddhist Studies,1959,0,,,,,
1412,,Pethub Stangey Choskhorling,1999,0,,,,,
1413,,Ivolginsky Datsan,1946,0,,,,,
1415,G1574,Bengen,,0,,,,,
1416,,Sonada,1966,0,,,,,
1426,G1KR217,Taktsang Lhamo Kīrti,1713,0,,,,,
1428,G1KG514,Achung Namdzong,,0,,,,,
1430,,Dagam Wangpuk,,0,,,,,
1431,G353,Mahā Kyilung,,0,,,,,
1432,G1KR84,Kachok,,0,,,,,
1433,G4109,Minyak Kyernang,,0,,,,,
1436,G1PD76604,Pema Ritro,,0,,,,,
1438,,Trawakha,,0,,,,,
1439,G407,Tangsak,,0,,,,,
1440,,Young Lama's Home School,1961,0,,,,,
1442,,Naropa University,1974,0,,,,,
1443,,Gampo Abbey,1983,0,,,,,
1445,,Karmê Chöling,1970,0,,,,,
1447,,Boulder Shambhala Center,1970,0,,,,,
1448,,Shambhala Mountain Center,1971,0,,,,,
1449,,Yak Monastery,,0,,,,,
1452,,Kagyu Kunchab Chuling,1972,0,,,,,
1453,,Kunzang Dechen Osel Ling,1980,0,,,,,
1454,,Kagyu Dzamling Kunchab,1975,0,,,,,
1455,,Kagyu Droden Kunchab,1974,0,,,,,
1456,,Karma Rimay O Sal Ling,1974,0,,,,,
1457,,Kagyu Changchub Chuling,1976,0,,,,,
1458,,Kagyu Shenpen Kunchab,1975,0,,,,,
1459,,Kagyu Dzong,1983,0,,,,,
1460,,Kagyu Ling,1974,0,,,,,
1461,,Kagyu Thubten Chöling,1978,0,,,,,
1462,,Sherabling,1975,0,,,,,
1463,,Sengchen Namdrak,,0,,,,,
1465,G3CN282,Drakmar Keutsang,,0,,,,,
1466,,Drinyendong,,0,,,,,
1470,,Birla House,,0,,,,,
1471,,Chopra House,,0,,,,,
1475,,Ganden Pelgye Ling,1938,0,,,,,
1476,,Chokhor Ling,1968,0,,,,,
1477,,Ganden (India),1969,0,,,,,
1478,,Ling Khamtsen (India),1974,0,,,,,
1479,,Labsum Shedrub Ling,1958,0,,,,,
1480,G2455,Pombora Khamtsen,,0,,,,,
1481,G1KR795,Ngopu Yangchen Puntsok Ling,1574,0,,,,,
1486,G3091,Adu Yakgo ,1394,0,,,,,
1487,G3183,Datsang,1414,0,,,,,
1488,G2706,Damtok,,0,,,,,
1489,G2715,Tridu Kelzang,,0,,,,,
1492,G1KR1602,Takmo Lingkha,1436,0,,,,,
1494,G2MS14675,Lumbini,,0,,,,,
1497,G3269,Dzonyak Samdrub,,0,,,,,
1499,G1KR2784,Dzonggo,,0,,,,,
1502,,Karma Chokhor Dechen Ling,1978,0,,,,,
1504,G4732,Ka-Nying Shedrub Ling,1976,0,,,,,
1506,,Karma Migyur Ling,1975,0,,,,,
1507,,Dhagpo Kagyu Ling,1975,0,,,,,
1508,,Buddhistisk Center Kobenhavn,1972,0,,,,,
1509,,Karma Triyana Dharmachakra,1976,0,,,,,
1510,,Khampa Gar (Tashi Jong),1958,0,,,,,
1511,,Karma Drubgyu Thargay Ling,1963,0,,,,,
1512,,Karma Drupgyud Choeling,1976,0,,,,,
1513,,Shri Karma Raja Mahavihara,,0,,,,,
1515,G4419,Tawu Sangngak Chokdrub Ling,1612,0,,,,,
1516,G2635,Lhalam,1638,0,,,,,
1517,G1KR2864,Lachab,,0,,,,,
1520,G4404,Taser,,0,,,,,
1521,G4397,Ru Gonsar,,0,,,,,
1522,,Labrang Gyuto Dratsang,1943,0,,,,,
1523,,Labrang Gyume Dratsang,1716,0,,,,,
1526,G1PD110073,Dubdi,1701,0,,,,,
1527,G1PD110069,Sangngak Choling Sikkim,1515,0,,,,,
1530,,Men-tsee-khang,1961,0,,,,,
1533,G4717 ,Do Chorten,,0,,,,,
1534,,Tsangsar Namgon,,0,,,,,
1535,,Gechak Monastery,1893,0,,,,,
1536,,Dzonggo Ling,,0,,,,,
1537,,Nagi Gonpa,,0,,,,,
