community_id,community_name,place_type_name,place_type_id
1119,Sorik Dropen Ling,Monastery,1
1120,Buchu Lhakhang,Temple,3
1121,Katsel,Monastery,1
1122,Drampagyang,Temple,3
1123,Tsangdram,Temple,3
1124,Traduntse,Temple,3
1125,Mangyul Jamtrin Lhakhang,Temple,3
1126,Menlung Trengpachen,Hospital,1129
1128,Sakya Mendrong,Monastery,1
1131,Zara Monastery,Monastery,1
1133,Kharak Yungdrung Dechen Ling,Monastery,1
1134,Tsibri Monastery,Monastery,1
1136,Jomo Kharak,Mountain,1080
1137,Draksum Puri,Monastery,1
1138,Hangri Drubde,Monastery,1
1139,Tsangrong Shardzong Ritro,Hermitage,950
1140,Wutai Shan,Mountain,1080
1141,Zhohong,Monastery,1
1142,Kokonor,Lake,1079
1143,Tosamling College,Monastic College,1623
1144,Drakkar Tashiding,Monastery,1
1145,Paro Taktsang,Monastery,1
1147,Menlung Tashi Chopel Ling,Monastery,1
1148,Tseuruma Serde,Monastery,1
1150,Zungchu Zi,Monastery,1
1151,Zangri Kangmar,Hermitage,950
1152,Chozang Ritro,Hermitage,950
1153,Serding,Monastery,1
1154,Drakteng Monastery,Monastery,1
1157,Dingpoche,Monastery,1
1158,Bodhgaya,Stupa,2
1161,Tsang Chubzang,Monastery,1
1162,Tachogang Lhakhang,Temple,3
1163,Labchi,Mountain,1080
1164,Emei Shan,Mountain,1080
1165,Nangra,Monastery,1
1166,Yershong,Monastery,1
1169,Riwo Jakang,Mountain,1080
1170,Pelge Samten Ling,Hermitage,950
1171,Dzagyel,Monastery,1
1172,Yarlung Pemako,Monastery,1
1173,Katok Shedra Norbu Lhunpo,Monastic College,1623
1174,Mangge,Monastery,1
1175,Kumbum Monastery,Monastery,1
1176,Ne Chode,Monastery,1
1178,Beshing Monastery,Monastery,1
1179,Tokden Monastery,Monastery,1
1180,Mangdu,Hermitage,950
1182,Gemang Ritro,Hermitage,950
1183,Mandal Gon,Monastery,1
1184,Yarlung Sheldrak,Monastery,1
1184,Yarlung Sheldrak,Cave,1622
1184,Yarlung Sheldrak,Hermitage,950
1185,Gyelwa Sengge Ngaro Lhakhang,Temple,3
1186,Lingto College,Monastic College,1623
1187,Ga Benchen Monastery,Monastery,1
1188,Sakar Samdrub Ling,Hermitage,950
1189,Ladro Monastery,Monastery,1
1190,Khamarin Khiid,Monastery,1
1191,Riwo Gegye Ganden Shedrubling,Monastery,1
1192,Amarbayasgalant,Monastery,1
1194,Kunga Choling,Monastery,1
1195,Gyu Dratsang,Monastic College,1623
1196,Nedong Tsetsokpa,Monastery,1
1197,Chokhor Gang,Monastery,1
1198,Gyel Kartse Palace,Palace,886
1199,Tarde Monastery,Monastery,1
1200,Baruun Khiid,Monastery,1
1201,Pekar Choling,Monastery,1
1204,Erdene Zuu,Monastery,1
1205,Lhateng,Monastery,1
1206,Ganden Mamo,Monastery,1
1211,Gojo Banak,Monastery,1
1212,Dago Monastery,Monastery,1
1213,Zingpa Takgo,Hermitage,950
1214,Trengpo,Hermitage,950
1215,Tashi Tse,Monastery,1
1216,Ringu Monastery,Monastery,1
1217,Chakhyi Lhakhang,Temple,3
1218,Chenye Monastery,Monastery,1
1219,Beri Monastery,Monastery,1
1220,Labrang Shar,Monastery,1
1221,Lhamo Latso,Lake,1079
1222,Manasarovar,Lake,1079
1224,Nyarong Gojam Gon,Monastery,1
1226,Chodrak Gon,Monastery,1
1227,Namchen Drakkar,Hermitage,950
1227,Namchen Drakkar,Cave,1622
1228,Nub Padmo De,Monastery,1
1229,Hardong Khamtsen,Monastery,1
1230,Taklung Drak,Hermitage,950
1231,Ling Khamtsen,Monastery,1
1232,Drakkar Taso,Hermitage,950
1232,Drakkar Taso,Cave,1622
1233,Tikchi Monastery,Monastery,1
1234,Khachar,Monastery,1
1235,Tubchen Dargye Ling,Monastery,1
1236,Druk Jangchub Choling,Monastery,1
1237,Taklung Tarling Chode,Monastery,1
1238,Wonto Monastery,Monastery,1
1240,Tanak Pu Monastery,Monastery,1
1241,Ya Nga Chamda Ganden Khacho Ling,Nunnery,1505
1242,Khangmar Monastery,Monastery,1
1243,Khangmar,Monastery,1
1244,Khemar Monastery,Monastery,1
1245,Pema Shelpuk,Hermitage,950
1245,Pema Shelpuk,Cave,1622
1246,Ara Khamtsen,Monastery,1
1247,Chimilung,Monastery,1
1248,Shadrang ,Monastery,1
1249,Changlung Monastery,Monastery,1
1250,Drentang Monastery,Monastic College,1623
1251,Zangchen Monastery,Monastery,1
1254,Gyakhar Gar,Monastery,1
1255,Dzogon,Monastery,1
1256,Dungsam Riwo Tengyeling,Monastery,1
1257,Trashigang Dzong,Monastery,1
1258,Kongpo Bonri,Mountain,1080
1259,Penyul Drosa,Monastery,1
1261,Rashel,Monastery,1
1262,Belo Hermitage,Hermitage,950
1263,Gyelpak Monastery,Monastery,1
1264,Kunub Monastery,Monastery,1
1265,Khyunggon Monastery,Monastery,1
1266,Menri (Dolanji),Monastery,1
1267,Kyangtsang,Monastery,1
1268,Drati House,Monastery,1
1270,Dechenpuk,Monastery,1
1271,Tarpeling,Monastery,1
1272,Namtso,Lake,1079
1273,Pomda Sangngak Dechen Monastery,Monastery,1
1274,Zhamar Monastery,Monastery,1
1275,Tsogyel Latso,Lake,1079
1276,Nedruk Lhakhang,Monastery,1
1277,Zhiwa Gon,Monastery,1
1278,Dakpa Shelri,Mountain,1080
1279,Shabme Gomne,Monastery,1
1280,Gandan Tegchenling,Monastery,1
1281,Drayab Monastery,Monastery,1
1282,Drokge Monastery,Monastery,1
1283,Thikse Monastery,Monastery,1
1284,Dzato Changmai Monastery,Monastery,1
1286,Zangri Monastery,Monastery,1
1287,Tawang Monastery,Monastery,1
1288,Kharteng Monastery,Monastery,1
1289,Shauk Tago,Monastery,1
1291,Khawa Lungri,Hermitage,950
1291,Khawa Lungri,Cave,1622
1292,Chuwar Monastery,Monastery,1
1294,Lo Monastery,Monastery,1
1295,Dambadarjaa Monastery,Monastery,1
1296,Chungchen Peldzong,Hermitage,950
1296,Chungchen Peldzong,Cave,1622
1297,Namtseding Monastery,Monastery,1
1298,Surkhang Printery,Manor,727
1299,Taktsang Monastery,Monastery,1
1300,Zhungpa Khamtsen,Monastery,1
1301,Doto Den Chokhor,Monastery,1
1302,Demo,Monastery,1
1303,Gangri Tokar,Hermitage,950
1305,Sani Gonpa,Monastery,1
1306,Taklung Drilung,Hermitage,950
1307,Nyakla Gar,Monastery,1
1308,Karchung Doring,Monastery,1
1309,Shukchung,Monastery,1
1311,Zambulung,Hidden Land,1310
1312,Roerich House,Manor,727
1313,Dzonggo,Monastery,1
1315,Lhopa Khamtsen,Monastery,1
1316,Khordong Monastery,Monastery,1
1317,Nyetang Mokchok,Monastery,1
1318,Zhichen Monastery,Monastery,1
1320,Shukjung Monastery,Monastery,1
1321,Baḥne Monastery ,Monastery,1
1322,Batang Drubgon,Monastery,1
1323,Do Dorje Drak,Monastery,1
1324,Lelung Monastery,Monastery,1
1325,Yamdrok Lake,Lake,1079
1327,Nyarongsha School,School,1326
1329,Chumik,Monastery,1
1330,Bakha,Monastery,1
1331,Odantapuri,Monastery,1
1332,Yanglesho,Hermitage,950
1333,Namo Buddha,Stupa,2
1334,Anja Ritro,Hermitage,950
1335,Dzogchen Yamāntaka Cave,Hermitage,950
1336,Pungpo Riwoche,Monastery,1
1337,Khardo Monastery,Monastery,1
1338,Kyodrak Monastery,Monastery,1
1339,Lhadrang Monastery,Monastery,1
1340,Mendong Monastery,Monastery,1
1340,Mendong Monastery,Temple,3
1341,Namgyel Ling,Monastery,1
1342,Pangpuk,Monastery,1
1343,Yamalung,Hermitage,950
1344,Yilhung Lhatso,Lake,1079
1345,Yumbu Lagang,Palace,886
1346,Sengge Yumtso,Lake,1079
1347,Sinpo Ri Lhakhang,Temple,3
1348,Hepo Ri,Mountain,1080
1349,Tashi Podrang,Palace,886
1350,Pemaling Lake,Lake,1079
1351,Gontang Bumpa,Stupa,2
1352,Ngedon Dongak Chokhor Ling,Monastery,1
1353,Pemayangtse,Monastery,1
1354,Namgyal Institute of Tibetology,School,1326
1355,Vikramaśīla,Monastic College,1623
1356,Drakmar Drinzang,Hermitage,950
1359,Drak Lhalubuk,Monastery,1
1359,Drak Lhalubuk,Temple,3
1361,Shardza Hermitage,Hermitage,950
1362,Rinpung Monastery,Monastery,1
1363,Taktse Hermitage,Hermitage,950
1364,Khyunglung Ngulkhar,Monastery,1
1365,Dachen,Monastery,1
1366,Drakkar Jago,Hermitage,950
1367,Samdrub,Monastery,1
1368,Nateng,Monastery,1
1369,Gyarong Khamtsen,Monastery,1
1370,Indo Tibetan Buddhist Cultural Institute,School,1326
1372,Śāntipura,Temple,3
1373,Dranang Jampa Ling,Monastery,1
1374,St. Joseph's School,School,1326
1376,Chode (Denma),Temple,3
1377,Ximing Temple,Monastery,1
1377,Ximing Temple,Temple,3
1378,Daci'ensi,Monastery,1
1379,Xiuduo Monastery,Monastery,1
1380,Kilung,Monastery,1
1386,Ney Monastery,Nunnery,1505
1387,Wosel Monastery,Monastery,1
1388,Tolung Tsendro,Monastic College,1623
1390,Zhok Gurmon,Monastery,1
1391,Ngonga Choding,Monastery,1
1392,Tashi Lhapuk,Monastery,1
1393,Chamdo Drolma Lhakhang,Monastery,1
1394,Dangkhar,Monastery,1
1395,Samye Ling,Dharma Center,1444
1396,Kanchendzonga,Mountain,1080
1397,Borobudur,Temple,3
1398,Daktok,Monastery,1
1399,Gyama Rinchen Gang,Monastery,1
1400,Riwo Dangchen,Monastery,1
1401,Kamkam Monastery,Monastic College,1623
1402,Nyenchen Tanglha,Mountain,1080
1403,Ridrak,Monastery,1
1404,Galenteng,Monastery,1
1405,Matho,Monastery,1
1406,Spituk,Monastery,1
1406,Spituk,Temple,3
1407,Stok Royal Palace,Palace,886
1408,Samstanling,Monastery,1
1409,Petub Khamsten,Monastery,1
1410,Mulagandhakuti Vihara,Monastery,1
1411,Central Institute of Buddhist Studies,School,1326
1412,Pethub Stangey Choskhorling,Monastery,1
1413,Ivolginsky Datsan,Monastery,1
1414,Key,Monastery,1
1415,Bengen,Monastery,1
1416,Sonada,Monastery,1
1417,Diskit,Monastery,1
1418,Charasa,Monastery,1
1419,Ensa,Monastery,1
1420,Tsazar,Monastery,1
1421,Stongdey,Monastery,1
1422,Phuktal,Monastery,1
1423,Karsha,Monastery,1
1426,Taktsang Lhamo Kīrti,Monastery,1
1428,Achung Namdzong,Monastery,1
1429,Bo Gangkar Monastery,Monastery,1
1430,Dagam Wangpuk,Hermitage,950
1431,Mahā Kyilung,Monastery,1
1432,Kachok,Monastery,1
1433,Minyak Kyernang,Monastery,1
1434,Kardza,Monastery,1
1435,Lautang,Monastery,1
1436,Pema Ritro,Hermitage,950
1437,Tabka,Monastery,1
1438,Trawakha,Monastery,1
1439,Tangsak,Monastery,1
1440,Young Lama's Home School,School,1326
1441,Lekshe Nyida Ling,Monastery,1
1442,Naropa University,School,1326
1443,Gampo Abbey,Monastery,1
1445,Karmê Chöling,Dharma Center,1444
1447,Boulder Shambhala Center,Dharma Center,1444
1448,Shambhala Mountain Center,Dharma Center,1444
1449,Yak Monastery,Monastery,1
1450,Lhapu Mokchok,Monastery,1
1452,Kagyu Kunchab Chuling,Dharma Center,1444
1453,Kunzang Dechen Osel Ling,Dharma Center,1444
1454,Kagyu Dzamling Kunchab,Dharma Center,1444
1455,Kagyu Droden Kunchab,Dharma Center,1444
1456,Karma Rimay O Sal Ling,Dharma Center,1444
1457,Kagyu Changchub Chuling,Dharma Center,1444
1458,Kagyu Shenpen Kunchab,Dharma Center,1444
1459,Kagyu Dzong,Dharma Center,1444
1460,Kagyu Ling,Dharma Center,1444
1460,Kagyu Ling,Temple,3
1461,Kagyu Thubten Chöling,Dharma Center,1444
1462,Sherabling,Monastery,1
1463,Sengchen Namdrak,Hermitage,950
1464,Gagu Hermitage,Hermitage,950
1465,Drakmar Keutsang,Hermitage,950
1466,Drinyendong,Hermitage,950
1467,Sengchen Namdrak Monastery,Monastery,1
1468,Tsarashab Hermitage,Hermitage,950
1469,Garpa Ritro,Hermitage,950
1470,Birla House,Manor,727
1471,Chopra House,Manor,727
1472,Drepung (India),Monastery,1
1473,Buxa Chogar Tosam Tardo Ling,Monastic College,1623
1474,Ganden Tritok Khang (India),Monastery,1
1475,Ganden Pelgye Ling,Monastery,1
1476,Chokhor Ling,Monastery,1
1477,Ganden (India),Monastery,1
1478,Ling Khamtsen (India),Monastery,1
1479,Labsum Shedrub Ling,Monastery,1
1480,Pombora Khamtsen,Monastery,1
1481,Ngopu Yangchen Puntsok Ling,Monastery,1
1482,Bomrak Ganden Dondrub Ling,Monastery,1
1486,Adu Yakgo ,Monastery,1
1487,Datsang,Monastery,1
1488,Damtok,Monastery,1
1489,Tridu Kelzang,Monastery,1
1490,Serjong,Monastery,1
1491,Guzi,Monastery,1
1492,Takmo Lingkha,Monastery,1
1493,Baradrak Dondrubding,Monastery,1
1494,Lumbini,Stupa,2
1496,Dzinda Neseb,Hermitage,950
1497,Dzonyak Samdrub,Monastery,1
1498,Tubten,Monastery,1
1499,Dzonggo,Monastery,1
1500,Jasa Lhakhang,Temple,3
1501,Druk Dechen Chokhor,Monastery,1
1502,Karma Chokhor Dechen Ling,Nunnery,1505
1504,Ka-Nying Shedrub Ling,Monastery,1
1506,Karma Migyur Ling,Monastery,1
1507,Dhagpo Kagyu Ling,Monastery,1
1508,Buddhistisk Center Kobenhavn,Dharma Center,1444
1509,Karma Triyana Dharmachakra,Monastery,1
1510,Khampa Gar (Tashi Jong),Monastery,1
1511,Karma Drubgyu Thargay Ling,Nunnery,1505
1512,Karma Drupgyud Choeling,Monastery,1
1513,Shri Karma Raja Mahavihara,Monastery,1
1515,Tawu Sangngak Chokdrub Ling,Monastery,1
1516,Lhalam,Monastery,1
1517,Lachab,Monastery,1
1518,Sangngak Choling,Monastery,1
1520,Taser,Nunnery,1505
1521,Ru Gonsar,Monastery,1
1522,Labrang Gyuto Dratsang,Monastic College,1623
1523,Labrang Gyume Dratsang,Monastic College,1623
1524,Ghum Yiga Choeling,Monastery,1
1526,Dubdi,Monastery,1
1527,Sangngak Choling,Monastery,1
1528,Doling,Monastery,1
1529,Ralong,Monastery,1
1530,Men-tsee-khang,Hospital,1129
1532,Dranggyekha,Monastery,1
1533,Do Chorten,Monastery,1
1534,Tsangsar Namgon,Monastery,1
1535,Gechak Monastery,Nunnery,1505
1536,Dzonggo Ling,Hermitage,950
1537,Nagi Gonpa,Nunnery,1505
1538,Tergar Ösel Ling,Monastery,1
1539,Hiraṇyavarṇa Mahāvihāra,Temple,3
1541,Pema Khyung Dzong,Monastery,1
1542,Benchen,Monastery,1
1543,Central Tibetan Administration,Government Building,885
1544,Pema Choling,Monastery,1
1545,Jekhar Chode Gon,Monastery,1
1546,Drapu Choling,Monastery,1
1548,Tashi Choling,Monastery,1
1549,Kagyu Gonsar,Monastery,1
1551,Chakkyi Yangtse,Hermitage,950
1552,Chungtang,Monastery,1
1554,Jangchub Chokhor Ling,Monastery,1
1555,Tangkya Gon,Monastery,1
1556,Drakkar,Monastery,1
1557,Potala School,School,1326
1558,Sokmo Palace,Palace,886
1559,Ganden Chokhor Ling,Monastery,1
1560,Lhalung Ritro,Hermitage,950
1561,Drumpa Manor House,Manor,727
1562,Dramagang,Hermitage,950
1563,Dosib,Monastery,1
1564,Dungdo,Monastery,1
1565,Dzamtok,Monastery,1
1566,Shangto,Monastery,1
1567,Rabten,Monastery,1
1568,Wara,Monastery,1
1569,Khalek,Hermitage,950
1570,Dogyu Tosam Ling,Monastic College,1623
1572,"Sakya Monastery, Seattle",Dharma Center,1444
1573,Tharlam,Monastery,1
1574,Jetsun Sakya Center,Dharma Center,1444
1575,Rizong,Monastery,1
1576,Tashigang,Monastery,1
1578,Labu,Monastery,1
1579,Terlam,Monastery,1
1585,Sera (India),Monastery,1
1586,Tashi Lhunpo (India),Monastery,1
1587,Stakna,Monastery,1
1588,Bardan,Monastery,1
1589,Padum Palace,Palace,886
1591,Jamchen Lhakhang,Temple,3
1592,Rinding,Nunnery,1505
1593,Lo Gekar,Monastery,1
1594,Dharma Swami Buddha Vihara,Monastery,1
1595,Tsarang,Monastery,1
1596,Namgyel Chode,Monastery,1
1597,Tangtong Gyelpo Lhakhang,Temple,3
1598,Shukden Lhakhang,Temple,3
1600,Montang Chode,Monastery,1
1601,Kak Chode,Monastery,1
1602,Gemi,Monastery,1
1603,Dzong Chode,Monastery,1
1604,Beru Lachen,Monastery,1
1605,Gar Gon,Monastery,1
1607,Putou Shan,Mountain,1080
1608,Kandze Shedrub Norbu Ling,Monastery,1
1609,Lingyin Temple,Temple,3
1610,Yarlung Tashi Chode,Cave,1622
1611,Sakya Centre,Monastery,1
1612,Shakya Shei-Drub Ling,Dharma Center,1444
1613,Lerab Ling,Dharma Center,1444
1613,Lerab Ling,Monastery,1
1613,Lerab Ling,Temple,3
1615,Dzogchen Monastery India,Monastery,1
1617,Tartse Labrang,Monastery,1
1618,Pende Labrang,Monastery,1
1619,Khangsar Labrang,Monastery,1
1620,Luding Labrang,Monastery,1
1624,Yutsa,Monastery,1
1625,Ditsa Parkhang,Monastery,1
1627,Pangshar,Monastery,1
1628,Asura Cave,Cave,1622
1630,Dongtok,Monastery,1
1631,Dhīpu,Monastery,1
1632,Yakze,Monastery,1
1633,Khyungtak,Hermitage,950
1634,Tenpel,Monastery,1
1636,Bumsar,Monastery,1
1637,Pema Osel Ling,Dharma Center,1444
1639,Rigdzin Gatsel,Dharma Center,1444
1640,Ati Ling,Dharma Center,1444
1641,Rigdzin Ling,Dharma Center,1444
1641,Rigdzin Ling,Hospital,1129
1642,Khadro Ling,Dharma Center,1444
1644,Richung,Hermitage,950
1645,Sarwahai,Hermitage,950
1646,Do Dzong Hermitage,Hermitage,950
1647,Nechen Pema Ritro,Hermitage,950
1648,Zhakdra Yumtso,Hermitage,950
1648,Zhakdra Yumtso,Lake,1079
1649,Pelri,Monastery,1
1651,Kyire School,School,1326
1653,Chobar,Temple,3
1655,Tarpa Tse,Hermitage,950
1656,Kunzang Odsal Palyul Changchub Choling ,Dharma Center,1444
1657,Palyul Retreat Center,Dharma Center,1444
1658,Dagpo Shedrubling Monastery,Monastery,1
1659,Drepung Gomang India,Monastic College,1623
1660,Se Monastery,Monastery,1
1661,Takten Puntsok Choling,Monastery,1
1662,Lingshed,Monastery,1
1664,Nyingma Institute,Dharma Center,1444
1665,Yeshe Nyingpo,Dharma Center,1444
1666,Garchen Buddhist Institute,Dharma Center,1444
1667,Orgyen Chö Dzong,Dharma Center,1444
1668,Tibet Center,Dharma Center,1444
1670,Vajrapani Institute,Dharma Center,1444
1671,Rigdzin Gatsel Ling ,Hermitage,950
1673,Jangkar Monastery,Monastery,1
1674,Yaso Monastery,Monastery,1
1676,Nego Monastery,Monastery,1
1678,Tekchen Choling Tsuklagkhang,Temple,3
1679,Dashchoilin Khiid,Monastery,1
1681,Geden Sheddup Choikorling,Monastery,1
1682,Green Tara Center,Dharma Center,1444
1683,Moscow Buddhist Center Lama Tsongkhapa,Dharma Center,1444
1685,Lachen Monastery,Monastery,1
1686,Thangu Monastery,Monastery,1
1687,Changra Palace,Palace,886
1688,John Giorno Foundation,Dharma Center,1444
1689,Tashi Gomang Stupa,Stupa,2
1690,Tibet House,Dharma Center,1444
1691,Deer Park Buddhist Center,Dharma Center,1444
