person_id,default_name,historical_period_name,historical_period_id
8459,Machik Ongjo,12th Century,45
2539,Pakmodrupa Dorje Gyelpo,12th Century,45
1628,Machik Jobum,12th Century,45
1721,Yalung Jomo Auma,12th Century,45
1719,Jomo Mangchungma,12th Century,45
8456,Jangsem Choje Sonam Gyeltsen,12th Century,45
1720,Jocham Purmo,12th Century,45
13432,Choje Tsadrelwa,12th Century,45
13433,Dordzin Sonam Gyatso,12th Century,45
13435,Drubtob Tsangzhikpa,12th Century,45
13241,Nub Lotsāwa Yonten Drak,12th Century,45
13088,Joyung,12th Century,45
13087,Gomchen Barwa,12th Century,45
13089,Drilungpa Tsultrim Sherab,12th Century,45
3881,Kharakpa Dulwa Wo,12th Century,45
2510,Padampa Sanggye,12th Century,45
2810,Śākyaśrībhadra,12th Century,45
8923,Zhangton Tashi Dorje,12th Century,45
2918,Jangsem Dawa Gyeltsen,12th Century,45
13616,Nangsa Wobum,12th Century,45
2803,Jangsem Gyelwa Yeshe ,13th Century,49
11898,Wonre Darma Sengge,13th Century,49
8637,Sengge Gyelpo,13th Century,49
10573,Tsangton Dorje Gyeltsen,13th Century,49
4140,Pomdrakpa Sonam Dorje,13th Century,49
2776,Karma Pakshi,13th Century,49
7152,Yeshe Bumpa,13th Century,49
10654,Jangchub Bumpa,13th Century,49
9788,Lama Ngawang Drakpa,13th Century,49
4359,Sanggye Gompa Sengge,13th Century,49
2483,Kyoton Monlam Tsultrim,13th Century,49
2578,Zeu Drakpa Tsondru,13th Century,49
2577,Drakpa Sherab,13th Century,49
3906,Dorje Rinchen,13th Century,49
3907,Dorje Gyelpo,13th Century,49
11299,Jonub Dorje Yeshe,13th Century,49
13141,Sanggye Won Drakpa Pel,13th Century,49
2781,Jampa Bum,13th Century,49
3903,Tokkhawa Rinchen Sengge,13th Century,49
3902,Chung Dorje Drakpa,13th Century,49
3904,Tsamchepa Drakpa Sonam,13th Century,49
13199,Nyima Gyeltsen,13th Century,49
13231,Rinchen Gyelpo,13th Century,49
13237,Chennga Rinchen Zangpo,13th Century,49
620,Damcho Lingpa,13th Century,49
6721,Rinchen Sherab,13th Century,49
6138,Sonam Pel,13th Century,49
3204,Zangpo Pel,13th Century,49
2314,Rinchen Gyeltsen,13th Century,49
13434,Zhonnu Rinchen,13th Century,49
13438,Lama Tsentrangwa,13th Century,49
13439,Sonyompa Sherab Pel,13th Century,49
13440,Drubtob Nyakre Sewo,13th Century,49
13447,Drubchen Bardrokpa,13th Century,49
13448,Lobpon Yeshe Jangchub,13th Century,49
13450,Shākya Rinchen,13th Century,49
13451,Gompa Choseng,13th Century,49
2790,Yonten Gyatso,13th Century,49
3101,Kuyelwa Rinchen Gon,13th Century,49
6620,Zang Samlingpa,13th Century,49
13074,Tsangpopa Konchok Sengge,13th Century,49
11307,Tukje Tsondru,13th Century,49
6726,Rokben Sherab O,13th Century,49
9789,Lama Jangchub Sengge,13th Century,49
13442,Dorje Khyung,13th Century,49
13449,Dorje Sengge,13th Century,49
1035,Khenchen Tashi Tsultrim,13th Century,49
5588,Guru Chowang,13th Century,49
8868,Jomo Menmo,13th Century,49
13081,Dampa Yuzhik,13th Century,49
3936,Drigung Lotsāwa Maṇikaśrījñāna,13th Century,49
2733,Orgyenpa Rinchen Pel,13th Century,49
13535,Nangso Damepa,13th Century,49
13437,Drakpa Tsondru,13th Century,49
12405,Drakpa Rinchen,13th Century,49
6749,Yabzang Choje Chokyi Monlam,13th Century,49
6578,Sanggye Dorje,13th Century,49
7637,Tishri Repa Sherab Sengge,13th Century,49
5817,Lhodrak Namkha Gyelpo,13th Century,49
2280,Yeshe Rinchen,13th Century,49
6672,Jamyang Gonpo,13th Century,49
10824,Gar Dampa Chodingpa,13th Century,49
2595,Chennga Drakpa Jungne,13th Century,49
10531,Pajo Drukgom Zhikpo,13th Century,49
3759,Gotsangpa Gonpo Dorje,13th Century,49
2789,Nyo Gyelwa Lhanangpa Sanggye Rinchen,13th Century,49
7641,Repa Karpo,13th Century,49
13572,Trewo Alu,13th Century,49
3890,Gurawa Tsultrim Dorje,13th Century,49
9201,Rangjung Dorje,13th Century,49
2845,Buton Rinchen Drub,13th Century,49
2051,Pakpa Lodro Gyeltsen,13th Century,49
61,Dorje Sherab,13th Century,49
1029,Khenchen Sonam Pel,13th Century,49
2029,Shongton Dorje Gyeltsen,13th Century,49
2561,Lobpon Tsilungpa,13th Century,49
2606,Ngoje Repa,13th Century,49
13230,Jangchub Lingpa,13th Century,49
13232,Pelchen Ngepuwa,13th Century,49
2791,Tsonawa Sherab Zangpo,13th Century,49
11909,Zhonnu Sengge,13th Century,49
2203,Zhangton Konchok Pel,13th Century,49
2584,Won Sherab Jungne,13th Century,49
13233,Chennga Namtsowa,13th Century,49
6671,Lorepa Wangchuk Tsondru,13th Century,49
13129,Tsenden Namgyel Kara,13th Century,49
2780,Sonam Bumpa,13th Century,49
11942,Sengge Sherab,13th Century,49
2806,Kodrakpa Sonam Gyeltsen,13th Century,49
3194,Dharmapālarakṣita,13th Century,49
7775,Yanggonpa Gyeltsen Pel,13th Century,49
13429,Chennga Darma Tsultrim,13th Century,49
13430,Chennga Rinchen Jungne,13th Century,49
13238,Dordzin Gowoche,13th Century,49
13436,Drubtob Sengge Yeshe,13th Century,49
13239,Gejong Tashi Bum,13th Century,49
13242,Rinchen Jangchub,13th Century,49
13443,Jangtang Repa,13th Century,49
6147,Khenpo Zopa,13th Century,49
2740,Yungton Dorje Pel,13th Century,49
6405,Tropu Lotsāwa Jampa Pel,13th Century,49
6134,Tsondru Sengge,13th Century,49
13234,Lobpon Tsangpa Jamseng,13th Century,49
3139,Sanggye Yarjon,13th Century,49
6374,Drakpa Gyeltsen,13th Century,49
13431,Choje Gangpa Rinchen Wozer,13th Century,49
13086,Donggom Zhikpo,13th Century,49
13196,Sonam Peldren,13th Century,49
12838,Tsembupa Darma Wozer,13th Century,49
8730,Dromton Zhonnu Lodro,13th Century,49
2137,Sakya Paṇḍita Kunga Gyeltsen,13th Century,49
2973,Khyunggo Tsel,13th Century,49
5406,Naza Drakpukpa Sonam Pel,13th Century,49
5555,Nartangpa Tsultrim Gyeltsen,13th Century,49
5997,Pelchen Chokyi Yeshe,13th Century,49
6010,Namkha Pel,13th Century,49
13083,Trulzhik Dombu,13th Century,49
13084,Zhikpo Kunga,13th Century,49
13076,Kangyurpa,13th Century,49
3175,Dakpo Duldzin,13th Century,49
5750,Bakton Zhonnu Tsultrim,13th Century,49
2104,Lotsāwa Chokden Lekpai Lodro,13th Century,49
8459,Machik Ongjo,13th Century,49
13236,Pa Rinpoche,13th Century,49
7038,Won Sonam Drakpa,13th Century,49
2181,Chim Namkha Drak,13th Century,49
8474,Machik Kunga Bum,13th Century,49
8454,Kunpang Delek Rinchen,13th Century,49
8456,Jangsem Choje Sonam Gyeltsen,13th Century,49
8455,Kunden Rema,13th Century,49
9634,Drakpa Sengge,13th Century,49
13432,Choje Tsadrelwa,13th Century,49
13433,Dordzin Sonam Gyatso,13th Century,49
13435,Drubtob Tsangzhikpa,13th Century,49
10647,Tsade Zhanakpa Namkha Dorje,13th Century,49
3417,Meban Rinchen Lingpa,13th Century,49
13117,Druton Sonam Gyeltsen,13th Century,49
13093,Druton Dulwa Gyeltsen,13th Century,49
13116,Drusha Namkha Wozer,13th Century,49
13115,Dru Gyelwa Yungdrung,13th Century,49
13119,Tsungme Sonam Lodro,13th Century,49
13092,Azha Lodro Gyeltsen,13th Century,49
8891,Guru Jober,13th Century,49
4043,Kumārarāja,13th Century,49
8857,Melong Dorje,13th Century,49
2810,Śākyaśrībhadra,13th Century,49
1754,Trulzhik Sengge Gyabpa,13th Century,49
2803,Jangsem Gyelwa Yeshe ,14th Century,53
3028,Lodro Sengge,14th Century,53
3940,Rinchen Tsultrim,14th Century,53
8637,Sengge Gyelpo,14th Century,53
4350,Jamyang Yeshe Rinchen,14th Century,53
10656,Sonam Zangpo,14th Century,53
10649,Kunga Bum,14th Century,53
10658,Lodro Bum,14th Century,53
10572,Lodro Sengge,14th Century,53
10571,Jangchub Sengge,14th Century,53
3673,Nyawon Kunga Pel,14th Century,53
10794,Lodro Chokyong,14th Century,53
7152,Yeshe Bumpa,14th Century,53
10654,Jangchub Bumpa,14th Century,53
11141,Tashi Peltsek,14th Century,53
10683,Yakton Sanggye Pel,14th Century,53
1852,Gendun Gyeltsen,14th Century,53
2578,Zeu Drakpa Tsondru,14th Century,53
2577,Drakpa Sherab,14th Century,53
13183,Takleb Jangchub Gyeltsen,14th Century,53
2774,Chokyi Gyelpo,14th Century,53
3906,Dorje Rinchen,14th Century,53
3907,Dorje Gyelpo,14th Century,53
5849,Jamyang Choje Tashi Pelden,14th Century,53
3762,Sherab Sengge,14th Century,53
2980,Nyamme Sherab Gyeltsen,14th Century,53
7512,Pelden Tsultrim,14th Century,53
7523,Dondrub Gyelpo,14th Century,53
5924,Chokyi Gyeltsen,14th Century,53
13199,Nyima Gyeltsen,14th Century,53
13231,Rinchen Gyelpo,14th Century,53
6257,Sabzang Pakpa Zhonnu Lodro,14th Century,53
3204,Zangpo Pel,14th Century,53
4327,Lodro Gyeltsen,14th Century,53
7545,Lodro Gyeltsen,14th Century,53
3188,Tawen Kunga Rinchen,14th Century,53
13073,Chennga Sonam Zangpo,14th Century,53
2790,Yonten Gyatso,14th Century,53
8361,Khyentse Tokden,14th Century,53
3937,Zhangton Gyawo Sonam Drakpa,14th Century,53
1035,Khenchen Tashi Tsultrim,14th Century,53
2823,Jonang Lotsāwa Lodro Pel,14th Century,53
7767,Rigdzin Godemchen Ngodrub Gyeltsen,14th Century,53
3939,Menchukhawa Lodro Gyeltsen,14th Century,53
4113,Tangpo Chungwa Lodro Pel,14th Century,53
4114,Puntsok Pelzang,14th Century,53
6735,Rongton Sheja Kunrik,14th Century,53
6335,Changtul,14th Century,53
13195,Drakpa Rinchen,14th Century,53
12405,Drakpa Rinchen,14th Century,53
13182,Lobpon Galeb,14th Century,53
7232,Lodro Rinchen Sengge,14th Century,53
2801,Sabzang Mati Paṇchen Lodro Gyeltsen,14th Century,53
2670,Dolpopa Sherab Gyeltsen,14th Century,53
5817,Lhodrak Namkha Gyelpo,14th Century,53
5818,Lhodrak Sengge Zangpo,14th Century,53
5819,Lhodrak Gyelse Zangpo,14th Century,53
5795,Shākya Yeshe,14th Century,53
7040,Rinchen Wanggyel,14th Century,53
7429,Orgyen Lingpa,14th Century,53
3938,Tangpoche Kunga Bum,14th Century,53
9095,Gyeltsabje Darma Rinchen,14th Century,53
9201,Rangjung Dorje,14th Century,53
2845,Buton Rinchen Drub,14th Century,53
4167,Drubchen Kunga Lodro,14th Century,53
2491,Lama Dampa Sonam Gyeltsen,14th Century,53
2891,Duldzin Drakpa Gyeltsen,14th Century,53
9572,Zangpo Drakpa,14th Century,53
3121,"Dungtso Repa The Earlier""""",14th Century,53
13134,Katokpa Jangchub Gyeltsen,14th Century,53
4166,Jampa Khawoche,14th Century,53
13129,Tsenden Namgyel Kara,14th Century,53
6489,Drungchen Khachopa Namkha Gyeltsen,14th Century,53
13132,Rinchen Gyeltsen,14th Century,53
10659,Wangchuk Pel,14th Century,53
5693,Umapa Tsondru Sengge,14th Century,53
4086,Jangchub Tsemo,14th Century,53
2854,Dondrub Rinchen,14th Century,53
2740,Yungton Dorje Pel,14th Century,53
2812,Chokle Namgyel,14th Century,53
9574,Drime Kunga,14th Century,53
3736,Vanaratna,14th Century,53
3660,Rinchen Chok,14th Century,53
13638,Rinchen Gyeltsen,14th Century,53
4164,Nyakpuwa Sonam Zangpo,14th Century,53
1871,Samlo Sanggye Tashi,14th Century,53
13196,Sonam Peldren,14th Century,53
8571,Rendawa Zhonnu Lodro,14th Century,53
2592,Drubchen Namkha Gyeltsen,14th Century,53
8730,Dromton Zhonnu Lodro,14th Century,53
5408,Sharchen Yeshe Gyeltsen,14th Century,53
2882,Longchenpa Drime Wozer,14th Century,53
5824,Tsakho Ngawang Drakpa,14th Century,53
9482,Kunpang Chodrak Pelzang,14th Century,53
4352,Dorje Rinchen,14th Century,53
5406,Naza Drakpukpa Sonam Pel,14th Century,53
6251,Konchok Tsultrim,14th Century,53
3266,Barawa Gyeltsen Pelzang,14th Century,53
4669,Lekpa Gyeltsen,14th Century,53
4115,Gharungwa Lhai Gyeltsen,14th Century,53
3153,Gyelse Tokme Zangpo,14th Century,53
3191,Jamyang Donyo Gyeltsen,14th Century,53
3189,Namkha Lekpai Gyeltsen,14th Century,53
8474,Machik Kunga Bum,14th Century,53
13706,Jetsun Khacho Wangmo,14th Century,53
8455,Kunden Rema,14th Century,53
11632,Rinchen Pel,14th Century,53
5626,Buddhaśrī,14th Century,53
13131,Khedrub Rinchen Lodro,14th Century,53
10301,Pema Ledrel Tsel,14th Century,53
3417,Meban Rinchen Lingpa,14th Century,53
13870,Sanggye Gyeltsen,14th Century,53
8750,Dorje Lingpa,14th Century,53
5500,Go Lotsāwa Zhonnu Pel,14th Century,53
4043,Kumārarāja,14th Century,53
8986,Tsongkhapa Lobzang Drakpa,14th Century,53
5858,Gorumpa Kunga Lekpa,15th Century,57
4349,Namkha Pelzang,15th Century,57
4119,Orgyen Dzongpa Chokyong Gyeltsen,15th Century,57
4350,Jamyang Yeshe Rinchen,15th Century,57
6373,Sherab Peltsek,15th Century,57
1985,Gorampa Sonam Sengge,15th Century,57
7240,Chokyi Gyeltsen,15th Century,57
10658,Lodro Bum,15th Century,57
10572,Lodro Sengge,15th Century,57
10571,Jangchub Sengge,15th Century,57
1908,Drakpa Dorje,15th Century,57
1898,Muchen Sempa Chenpo Konchok Gyeltsen,15th Century,57
8027,Khedrubje Gelek Pelzang,15th Century,57
11986,Kunga Peljor,15th Century,57
10794,Lodro Chokyong,15th Century,57
7093,Lodro Tenpa,15th Century,57
6953,Monlam Pelwa,15th Century,57
4535,Yeshe Zangpo,15th Century,57
6219,Sherab Dar Lekpai Lodro,15th Century,57
6910,Chokyi Shenyen,15th Century,57
5480,Chokyong Gyatso,15th Century,57
11141,Tashi Peltsek,15th Century,57
3200,Konchok Pelwa,15th Century,57
1963,Kunga Wangchuk,15th Century,57
1820,Muchen Sanggye Rinchen,15th Century,57
726,Paṇchen Namkha Pelzang,15th Century,57
7370,Paṇchen Bumdrak Sumpa,15th Century,57
1930,Pelden Dorje,15th Century,57
1852,Gendun Gyeltsen,15th Century,57
11569,Tenpa Rinchen,15th Century,57
1831,Ga Rabjampa Kunga Yeshe,15th Century,57
6935,Wonpo Lhakyab,15th Century,57
7294,Peljor Lhundrub,15th Century,57
13183,Takleb Jangchub Gyeltsen,15th Century,57
8079,Pelden Lodro,15th Century,57
2896,Jamyang Donyo Pelden,15th Century,57
5849,Jamyang Choje Tashi Pelden,15th Century,57
3762,Sherab Sengge,15th Century,57
2980,Nyamme Sherab Gyeltsen,15th Century,57
7523,Dondrub Gyelpo,15th Century,57
5924,Chokyi Gyeltsen,15th Century,57
10898,Tashi Namgyel,15th Century,57
2661,Peljor Dondrub,15th Century,57
13404,Namkha Pelwa,15th Century,57
6122,Trulzhik Tsultrim Gyeltsen,15th Century,57
4327,Lodro Gyeltsen,15th Century,57
3744,Jampel Gyatso,15th Century,57
13073,Chennga Sonam Zangpo,15th Century,57
13078,Jangsem Sherab Zangpo,15th Century,57
6770,Chowang Drakpa,15th Century,57
7348,Lodro Gyeltsen,15th Century,57
11462,Yonten Yeshe,15th Century,57
7064,Sakya Lotsāwa Jampai Dorje,15th Century,57
7164,Ratna Lingpa,15th Century,57
7767,Rigdzin Godemchen Ngodrub Gyeltsen,15th Century,57
5326,Dorje Palam,15th Century,57
13502,Rinchen Lhunpo,15th Century,57
6735,Rongton Sheja Kunrik,15th Century,57
4028,Yeshe Gyeltsen,15th Century,57
13536,Jampa Rabten,15th Century,57
6568,Lekdrub Pel,15th Century,57
13517,Gyeltsen Bum,15th Century,57
13516,Botar Lodro Tobden,15th Century,57
13537,Lhagyari Drale Namgyel,15th Century,57
13542,Lhagyari Ganden Pelbar,15th Century,57
13538,Lhagyari Jikten Wangchuk,15th Century,57
6335,Changtul,15th Century,57
6338,Gakye,15th Century,57
6337,Tashi Bum,15th Century,57
6336,Tsenpo Pellek,15th Century,57
6339,Wangchuk,15th Century,57
7232,Lodro Rinchen Sengge,15th Century,57
6779,Konchok Delek,15th Century,57
5795,Shākya Yeshe,15th Century,57
4170,Namkha Chokyong,15th Century,57
7040,Rinchen Wanggyel,15th Century,57
10470,Pelden Dondrub,15th Century,57
8076,Kunga Pelwa,15th Century,57
8085,Kunga Pelden,15th Century,57
3712,Dawa Gyeltsen,15th Century,57
9095,Gyeltsabje Darma Rinchen,15th Century,57
2912,Lobzang Nyima,15th Century,57
6286,Lobzang Drakpa,15th Century,57
12883,Chokyi Dorje,15th Century,57
13541,Lhagyari Sonam Rabten,15th Century,57
2387,Ngorchen Kunga Zangpo,15th Century,57
4167,Drubchen Kunga Lodro,15th Century,57
2891,Duldzin Drakpa Gyeltsen,15th Century,57
11114,Gendun Gyatso,15th Century,57
10579,Taktsang Lotsāwa Sherab Rinchen,15th Century,57
10168,Khedrub Norzang Gyatso,15th Century,57
6278,Namgyel Drakpa Zangpo,15th Century,57
6788,Jampa Tashi,15th Century,57
7130,Jampel Zangpo,15th Century,57
10311,Katokpa Tulku Sonam Gyeltsen,15th Century,57
7736,Jangchub Lodro,15th Century,57
8472,"Dungtso Repa The Later""""",15th Century,57
13125,Namkha Gyeltsen,15th Century,57
13134,Katokpa Jangchub Gyeltsen,15th Century,57
13140,Khedrub Kunzang Gyeltsen,15th Century,57
3125,Trulzhik Nauwa,15th Century,57
4348,Sherab Zangpo,15th Century,57
10480,Khyenrab Wangchuk Drakpa Zangpo,15th Century,57
4168,Jamyang Konchok Zangpo,15th Century,57
10442,Humrel Dung Dung Gyelchok,15th Century,57
3788,Pelden Chokdrub,15th Century,57
1639,Namgyel Gonpo,15th Century,57
2232,Kunkyong Lingpa,15th Century,57
6489,Drungchen Khachopa Namkha Gyeltsen,15th Century,57
13132,Rinchen Gyeltsen,15th Century,57
3000,Pema Lingpa,15th Century,57
13112,Chopel Zangpo,15th Century,57
10857,Drukpa Kunle,15th Century,57
10687,Gendun Drub,15th Century,57
5693,Umapa Tsondru Sengge,15th Century,57
13205,Chokyi Dronma,15th Century,57
1974,Kunga Wangchuk,15th Century,57
11285,Chokyong Zangpo,15th Century,57
10878,Chowang Lhundrub,15th Century,57
3736,Vanaratna,15th Century,57
4164,Nyakpuwa Sonam Zangpo,15th Century,57
1871,Samlo Sanggye Tashi,15th Century,57
8354,Lodro Gyeltsen,15th Century,57
6690,Pakpa Dechen Dorje,15th Century,57
7305,Sherab Zangpo,15th Century,57
8571,Rendawa Zhonnu Lodro,15th Century,57
13095,Sanggye Peljor,15th Century,57
4217,Lhachok Sengge,15th Century,57
6997,Rinchen Wozer,15th Century,57
1637,Paṇchen Sonam Drakpa,15th Century,57
6351,Shākya Chokden,15th Century,57
13135,Namtrul Namkha Yeshe,15th Century,57
5437,Janglingpa Tashi Gyeltsen,15th Century,57
2162,Tashi Namgyel,15th Century,57
4669,Lekpa Gyeltsen,15th Century,57
1659,Tashi Peljor,15th Century,57
6746,Baso Chokyi Gyeltsen,15th Century,57
10497,Lowo Khenchen Sonam Lhundrub,15th Century,57
11441,Jamyang Chodrak,15th Century,57
3211,Dakchen Sherab Gyeltsen,15th Century,57
3208,Jamyang Namkha Gyeltsen,15th Century,57
2866,Jamyang Sherab Gyatso,15th Century,57
3006,Ngari Paṇchen Pema Wanggyel,15th Century,57
11632,Rinchen Pel,15th Century,57
5626,Buddhaśrī,15th Century,57
13131,Khedrub Rinchen Lodro,15th Century,57
13863,Khyentse Chenmo,15th Century,57
13870,Sanggye Gyeltsen,15th Century,57
5500,Go Lotsāwa Zhonnu Pel,15th Century,57
8986,Tsongkhapa Lobzang Drakpa,15th Century,57
5858,Gorumpa Kunga Lekpa,16th Century,61
13064,Kunga Pelzang ,16th Century,61
4119,Orgyen Dzongpa Chokyong Gyeltsen,16th Century,61
8101,Kunga Lodro,16th Century,61
7240,Chokyi Gyeltsen,16th Century,61
11565,Jedrung Miyowa Zhonnu Lodro,16th Century,61
6340,Sanggye Pel,16th Century,61
8116,Khedrub Shakya Lhawang,16th Century,61
6219,Sherab Dar Lekpai Lodro,16th Century,61
6910,Chokyi Shenyen,16th Century,61
12817,Gelek Pelzang,16th Century,61
5432,Peljor Gyatso,16th Century,61
5480,Chokyong Gyatso,16th Century,61
8099,Dorje Zangpo,16th Century,61
7230,Gyeltsen Zangpo,16th Century,61
2871,Gendun Tenpa Dargye,16th Century,61
6872,Jampa Gyatso,16th Century,61
9795,Lodro Gyatso,16th Century,61
5777,Gendun Gyeltsen,16th Century,61
8106,Shenyen Drakpa,16th Century,61
2523,Ngawang Chokyi Gyeltsen,16th Century,61
10507,Konchok Lhundrub,16th Century,61
3200,Konchok Pelwa,16th Century,61
726,Paṇchen Namkha Pelzang,16th Century,61
4379,Pema Trinle,16th Century,61
4372,Dawa Gyeltsen,16th Century,61
3708,Yonten Gyatso,16th Century,61
4221,Sherab Jungne,16th Century,61
13026,Wensapa Lobzang Dondrub,16th Century,61
11569,Tenpa Rinchen,16th Century,61
6935,Wonpo Lhakyab,16th Century,61
7294,Peljor Lhundrub,16th Century,61
8079,Pelden Lodro,16th Century,61
2896,Jamyang Donyo Pelden,16th Century,61
5926,Tashi Peljor,16th Century,61
5927,Chokyi Gyeltsen,16th Century,61
10202,Khedrub Sherab Gyeltsen,16th Century,61
5511,Tsuklak Trengwa,16th Century,61
2665,Tsuklak Gyatso,16th Century,61
4490,Pelden Drakpa,16th Century,61
13423,Miyowa Zhonnu Lodro,16th Century,61
13067,Tsokye Dorje,16th Century,61
9750,Sherab Puntsok,16th Century,61
9062,Peljor Lhundrub,16th Century,61
10613,Ngawang Kunga Wanggyel,16th Century,61
6793,Lhawang Chokyi Gyeltsen,16th Century,61
9839,Lobzang Chokyi Gyeltsen,16th Century,61
7064,Sakya Lotsāwa Jampai Dorje,16th Century,61
13065,Lochen Ratnabhadra,16th Century,61
10171,Ngawang Drakpa,16th Century,61
8975,Ngakgi Wangpo,16th Century,61
5326,Dorje Palam,16th Century,61
13206,Kunga Zangmo,16th Century,61
4085,Kunga Drolchok,16th Century,61
3010,Lekden Dorje,16th Century,61
6567,Dutsi Gyurme,16th Century,61
13527,Yagyel Pel,16th Century,61
13512,Ponchen Lhuntub,16th Century,61
13518,Ponchen A-nga,16th Century,61
13517,Gyeltsen Bum,16th Century,61
13528,Kunga Rinchen,16th Century,61
13543,Lhagyari Lobzang Tutob Chogyel,16th Century,61
13539,Lhagyari Yulkhor Wangchuk,16th Century,61
13538,Lhagyari Jikten Wangchuk,16th Century,61
6341,Gonpo Dargye,16th Century,61
6342,Kelzang Wangchuk,16th Century,61
6339,Wangchuk,16th Century,61
5331,Lobzang Gyatso,16th Century,61
2434,Yonten Gyatso,16th Century,61
2427,Pelden Gyeltsen,16th Century,61
6779,Konchok Delek,16th Century,61
6801,Konchok Pendar,16th Century,61
12521,Sanggye Yeshe,16th Century,61
11575,Tenpa Rabgye,16th Century,61
10462,Jampa Kunga Tashi,16th Century,61
10470,Pelden Dondrub,16th Century,61
13097,Ngawang Chojor Zangpo,16th Century,61
8076,Kunga Pelwa,16th Century,61
8085,Kunga Pelden,16th Century,61
3712,Dawa Gyeltsen,16th Century,61
6286,Lobzang Drakpa,16th Century,61
1575,Gyelwa Gyatso,16th Century,61
8086,Tseten Gyatso,16th Century,61
7083,Damcho Pelbar,16th Century,61
8097,Sanggye Rinchen,16th Century,61
11597,Jedrung Jamyang Shenyin,16th Century,61
10528,Konchok Pelden,16th Century,61
10452,Drangti Paṇchen Namkha Pelzang,16th Century,61
9923,Namdrol Zangpo,16th Century,61
7053,Ngawang Kunga Rinchen,16th Century,61
11114,Gendun Gyatso,16th Century,61
10168,Khedrub Norzang Gyatso,16th Century,61
10536,Taktsang Repa Ngawang Gyatso,16th Century,61
3085,Yonten Gyatso,16th Century,61
6788,Jampa Tashi,16th Century,61
10311,Katokpa Tulku Sonam Gyeltsen,16th Century,61
8103,Jedrung Sherab Wangpo,16th Century,61
13125,Namkha Gyeltsen,16th Century,61
9052,Tashi Tobgyel,16th Century,61
12828,Sonam Gyatso,16th Century,61
10442,Humrel Dung Dung Gyelchok,16th Century,61
3788,Pelden Chokdrub,16th Century,61
3789,Sanggye Jungne,16th Century,61
3778,Tongwa Donden,16th Century,61
3000,Pema Lingpa,16th Century,61
10548,Ngawang Chodrak,16th Century,61
10857,Drukpa Kunle,16th Century,61
4002,Gendun Tashi,16th Century,61
4220,Kunga Sonam Lhundrub,16th Century,61
13511,Jampa Puntsok,16th Century,61
2338,Nesar Jamyang Khyentse Wangchuk,16th Century,61
11285,Chokyong Zangpo,16th Century,61
4092,Damcho Pelwa,16th Century,61
4265,Tsultrim Chopel,16th Century,61
8105,Drakpa Gyatso,16th Century,61
4276,Konchok Chopel,16th Century,61
2952,Gendun Rinchen Gyeltsen,16th Century,61
11183,Jetsunma Kunga Trinle Wangmo,16th Century,61
13096,Choje Ngawang,16th Century,61
13095,Sanggye Peljor,16th Century,61
4219,Sanggye Sengge,16th Century,61
4217,Lhachok Sengge,16th Century,61
2441,Drakpa Wozer,16th Century,61
5928,Mutruk Chokyi Gocha,16th Century,61
6997,Rinchen Wozer,16th Century,61
1637,Paṇchen Sonam Drakpa,16th Century,61
13063,Khenchen Lungrik Gyatso,16th Century,61
2162,Tashi Namgyel,16th Century,61
13075,Oluk Darhan Nangso,16th Century,61
1659,Tashi Peljor,16th Century,61
8964,Sherab Wozer,16th Century,61
6009,Depa Trinle Gyatso,16th Century,61
10497,Lowo Khenchen Sonam Lhundrub,16th Century,61
2340,Labsum Gyeltsen,16th Century,61
11441,Jamyang Chodrak,16th Century,61
1981,Kyabdak Drubchok Wangpo,16th Century,61
6412,Buddhagupta-nātha,16th Century,61
7565,Ara Drubtob Tarpai Gyeltsen,16th Century,61
10580,Jamyang Tutob Wangchuk,16th Century,61
4223,Ngawang Sonam Gyeltsen,16th Century,61
6670,Tsoknyi Gyatso,16th Century,61
6466,Konchok Chozang,16th Century,61
3006,Ngari Paṇchen Pema Wanggyel,16th Century,61
13118,Godzung Lodro Gyeltsen,16th Century,61
2997,Tenzin Norbu,16th Century,61
13113,Shākya Gyeltsen,16th Century,61
3743,Ngawang Chodrak,16th Century,61
10319,Lingza Chokyi,16th Century,61
13836,Trinle Kunkyab Pelzangpo,16th Century,61
5953,Chodrak Zangpo,16th Century,61
6175,Khardo Zopa Gyatso,17th Century,65
2931,Drakpa Shedrub,17th Century,65
2462,Gyelwa Gyatso,17th Century,65
2329,Ngawang Jampa,17th Century,65
8116,Khedrub Shakya Lhawang,17th Century,65
13102,Lobzang Wangchuk,17th Century,65
2872,Lodro Gyatso,17th Century,65
9795,Lodro Gyatso,17th Century,65
8106,Shenyen Drakpa,17th Century,65
2523,Ngawang Chokyi Gyeltsen,17th Century,65
4492,Gyeltsen Sengge,17th Century,65
8109,Jampa Tashi,17th Century,65
5796,Jinpa Gyatso,17th Century,65
4489,Lobzang Dargye,17th Century,65
4488,Dondrub Gyatso,17th Century,65
3171,Ngawang Tsepel,17th Century,65
6505,Ngawang Tashi,17th Century,65
4379,Pema Trinle,17th Century,65
7719,Gyelse Kunga Gyeltsen,17th Century,65
7644,Tendzin Lekpai Dondrub,17th Century,65
6667,Lodro Gyatso,17th Century,65
3062,Ngawang Lobzang Tenpai Gyeltsen,17th Century,65
4221,Sherab Jungne,17th Century,65
4222,Namkha Rinchen,17th Century,65
5889,Ngawang Tendzin,17th Century,65
3064,Ngawang Trinle,17th Century,65
10957,Lobzang Chodrak,17th Century,65
