biography_id,person_id,initial_approval_date,published_display_date
630,6856,2011-12-15 19:31:17,December 2011
631,2118,2011-12-15 21:49:50,December 2011
632,10673,2011-12-15 21:49:51,December 2011
633,10678,2011-12-15 21:49:52,December 2011
634,8618,2011-12-15 21:49:54,December 2011
635,10676,2011-12-15 21:49:55,December 2011
636,8631,2011-12-21 17:56:59,December 2011
637,8551,2011-12-21 17:57:01,December 2011
638,8630,2011-12-21 17:57:02,December 2011
639,8566,2011-12-21 17:57:03,December 2011
640,8629,2011-12-21 17:57:05,December 2011
641,8543,2011-12-21 18:17:33,December 2011
642,8596,2011-12-22 20:44:40,December 2011
643,8617,2011-12-22 20:44:42,December 2011
644,8603,2011-12-22 20:44:43,December 2011
645,8584,2011-12-22 20:44:44,December 2011
646,8616,2011-12-22 20:44:46,December 2011
647,13148,2011-12-23 18:52:47,December 2011
648,13149,2011-12-23 18:52:49,December 2011
649,11432,2011-12-23 18:52:50,December 2011
650,13150,2011-12-23 18:52:51,December 2011
651,10827,2011-12-27 22:27:26,December 2011
652,4986,2011-12-27 22:27:28,December 2011
653,4987,2011-12-27 22:27:29,December 2011
654,13151,2011-12-27 22:27:30,December 2011
655,13152,2011-12-27 22:27:32,December 2011
656,4659,2011-12-28 21:32:20,December 2011
657,9601,2011-12-28 21:32:22,December 2011
814,11427,2012-01-01 0:00:00,January 2012
658,9062,2012-01-12 22:15:29,January 2012
659,10413,2012-01-13 17:10:54,January 2012
844,5099,2012-03-01 0:00:00,March 2012
661,5871,2012-03-12 17:43:00,March 2012
663,13157,2012-03-20 19:06:08,March 2012
664,8567,2012-03-20 19:06:17,March 2012
662,8625,2012-03-20 19:06:25,March 2012
665,9985,2012-03-26 17:25:12,March 2012
668,2784,2012-04-19 17:37:04,April 2012
669,9712,2012-04-19 17:37:06,April 2012
670,8633,2012-05-01 23:42:13,May 2012
671,8585,2012-05-01 23:42:15,May 2012
672,8600,2012-05-01 23:42:17,May 2012
673,8583,2012-05-01 23:42:19,May 2012
674,8624,2012-05-01 23:42:21,May 2012
679,9546,2012-05-07 19:32:49,May 2012
676,13163,2012-05-07 19:32:50,May 2012
678,10422,2012-05-07 19:32:52,May 2012
677,13162,2012-05-07 19:32:53,May 2012
680,13164,2012-06-04 18:50:56,June 2012
681,13165,2012-06-04 18:50:59,June 2012
682,6670,2012-06-26 20:49:17,June 2012
683,6667,2012-06-26 20:49:19,June 2012
684,3062,2012-06-26 20:49:21,June 2012
685,3061,2012-06-26 20:49:22,June 2012
686,8860,2012-06-26 20:49:23,June 2012
687,2527,2012-06-26 20:49:25,June 2012
688,8861,2012-06-26 20:49:26,June 2012
689,5791,2012-07-19 19:28:53,July 2012
690,10412,2012-07-19 19:28:55,July 2012
691,9213,2012-07-19 19:28:56,July 2012
692,2506,2012-07-19 19:28:58,July 2012
693,2758,2012-07-19 19:28:59,July 2012
694,2943,2012-07-19 19:29:01,July 2012
695,9525,2012-07-26 16:44:10,July 2012
696,3758,2012-07-26 16:44:12,July 2012
697,1930,2012-07-26 16:44:14,July 2012
698,10452,2012-07-26 16:44:15,July 2012
699,10462,2012-07-26 16:44:16,July 2012
700,10470,2012-07-26 16:44:17,July 2012
701,5164,2012-07-31 15:49:11,July 2012
702,9884,2012-07-31 15:49:12,July 2012
703,5166,2012-07-31 15:49:14,July 2012
704,8536,2012-07-31 15:49:15,July 2012
705,11487,2012-07-31 15:49:16,July 2012
706,11488,2012-07-31 15:49:18,July 2012
707,11491,2012-07-31 15:49:19,July 2012
708,11426,2012-07-31 15:49:20,July 2012
709,11489,2012-07-31 15:49:47,July 2012
751,5897,2012-08-01 0:00:00,August 2012
788,11443,2012-08-01 0:00:00,August 2012
789,7559,2012-08-01 0:00:00,August 2012
790,12906,2012-08-01 0:00:00,August 2012
710,11866,2012-08-16 18:22:36,August 2012
711,9355,2012-08-16 18:22:38,August 2012
712,3712,2012-09-05 15:29:53,September 2012
713,3708,2012-09-05 15:29:55,September 2012
714,1575,2012-09-05 15:29:57,September 2012
716,2755,2012-09-05 15:29:58,September 2012
717,3134,2012-09-05 15:30:03,September 2012
718,3730,2012-09-05 15:30:05,September 2012
719,3733,2012-09-05 15:30:09,September 2012
720,6419,2012-09-05 15:30:10,September 2012
721,3734,2012-09-05 15:30:12,September 2012
722,3735,2012-09-05 15:30:13,September 2012
723,3738,2012-09-05 15:30:15,September 2012
724,3739,2012-09-05 15:30:19,September 2012
715,9873,2012-09-05 15:30:20,September 2012
725,13166,2012-09-05 15:30:22,September 2012
726,13167,2012-09-05 15:30:23,September 2012
727,9593,2012-09-18 15:56:06,September 2012
728,13169,2012-09-18 15:56:08,September 2012
729,13170,2012-09-18 15:56:09,September 2012
730,11490,2012-09-18 15:56:11,September 2012
731,9622,2012-09-18 15:56:12,September 2012
732,2845,2012-09-18 15:56:14,September 2012
733,11883,2012-09-18 15:56:15,September 2012
734,13171,2012-09-18 17:27:16,September 2012
735,13173,2012-09-18 19:18:15,September 2012
736,11444,2012-10-16 15:51:41,October 2012
738,5041,2012-10-17 18:11:40,October 2012
739,5044,2012-10-17 18:11:46,October 2012
740,11445,2012-10-17 18:11:49,October 2012
741,13174,2012-10-17 18:11:52,October 2012
742,4125,2012-10-17 18:11:57,October 2012
743,4221,2012-10-17 18:12:00,October 2012
744,4222,2012-10-17 18:12:02,October 2012
745,4223,2012-10-17 18:12:04,October 2012
614,2931,2012-10-19 0:00:00,October 2012
752,5479,2012-10-26 21:46:04,October 2012
753,5889,2012-10-26 21:46:05,October 2012
754,8069,2012-10-26 21:46:07,October 2012
755,7105,2012-10-26 21:46:08,October 2012
756,6731,2012-10-26 21:46:10,October 2012
757,6622,2012-10-26 21:46:11,October 2012
758,6760,2012-10-26 21:46:13,October 2012
759,4607,2012-10-26 21:46:14,October 2012
760,8184,2012-10-26 21:46:16,October 2012
761,4720,2012-10-26 21:46:17,October 2012
762,3769,2012-10-26 21:46:19,October 2012
763,6025,2012-10-26 21:46:20,October 2012
764,5910,2012-10-26 21:46:22,October 2012
765,3080,2012-10-26 21:46:23,October 2012
766,2974,2012-10-26 21:46:24,October 2012
750,4228,2013-01-01 0:00:00,January 2013
896,7294,2013-01-01 0:00:00,January 2013
772,11435,2013-01-07 21:01:00,January 2013
773,9588,2013-01-07 21:01:02,January 2013
774,10093,2013-01-14 18:22:07,January 2013
775,5801,2013-01-14 18:22:10,January 2013
776,2662,2013-01-15 17:34:54,January 2013
777,3753,2013-01-15 17:34:56,January 2013
778,3064,2013-01-15 21:10:12,January 2013
779,13175,2013-01-15 21:10:14,January 2013
780,6099,2013-01-15 21:10:15,January 2013
781,3296,2013-01-15 21:10:16,January 2013
782,13176,2013-01-15 21:10:18,January 2013
783,13177,2013-01-15 21:10:19,January 2013
784,6045,2013-01-16 17:18:00,January 2013
785,7170,2013-01-16 17:18:03,January 2013
786,7171,2013-01-16 17:18:04,January 2013
787,7172,2013-01-16 17:18:05,January 2013
791,13178,2013-02-20 17:31:30,February 2013
792,5048,2013-02-25 18:44:59,February 2013
793,5078,2013-02-25 18:45:02,February 2013
794,5024,2013-02-25 18:45:03,February 2013
795,9589,2013-02-25 18:45:06,February 2013
796,9203,2013-02-25 18:45:08,February 2013
799,2399,2013-02-26 22:12:24,February 2013
798,2392,2013-02-26 22:12:26,February 2013
797,1852,2013-02-26 22:12:27,February 2013
800,13179,2013-02-26 22:12:29,February 2013
801,2393,2013-02-26 22:12:30,February 2013
802,13180,2013-02-27 15:44:05,February 2013
804,10169,2013-03-15 18:12:33,March 2013
805,2441,2013-03-15 18:12:36,March 2013
806,6037,2013-03-15 18:12:38,March 2013
807,7945,2013-03-15 18:12:39,March 2013
808,10957,2013-03-25 20:31:33,March 2013
809,1564,2013-03-25 20:31:34,March 2013
810,6729,2013-03-25 20:31:36,March 2013
811,6635,2013-03-25 20:31:37,March 2013
812,6185,2013-03-25 20:31:39,March 2013
813,9929,2013-03-29 16:32:48,March 2013
815,11632,2013-03-29 16:32:51,March 2013
816,11731,2013-03-29 16:32:52,March 2013
817,13181,2013-03-29 16:32:53,March 2013
124,5999,2013-04-01 0:00:00,April 2013
818,11569,2013-04-22 19:17:30,April 2013
819,11575,2013-04-22 19:17:32,April 2013
820,13168,2013-04-22 19:17:33,April 2013
821,3049,2013-04-22 19:17:34,April 2013
822,1903,2013-04-22 19:17:35,April 2013
147,3006,2013-05-01 0:00:00,May 2013
803,3307,2013-05-01 0:00:00,May 2013
823,2029,2013-05-03 18:41:30,May 2013
824,1831,2013-05-03 18:41:33,May 2013
825,6010,2013-05-03 19:38:28,May 2013
826,5790,2013-05-03 20:11:40,May 2013
827,13186,2013-05-03 20:31:21,May 2013
828,6491,2013-05-03 21:07:41,May 2013
829,6895,2013-05-03 21:07:42,May 2013
830,7767,2013-05-14 20:58:42,May 2013
831,13187,2013-05-14 21:11:00,May 2013
832,13188,2013-05-15 17:36:54,May 2013
833,3010,2013-05-15 18:43:30,May 2013
834,8975,2013-05-15 19:22:52,May 2013
835,9052,2013-05-15 19:51:26,May 2013
836,1901,2013-06-03 20:05:39,June 2013
837,1902,2013-06-03 20:05:41,June 2013
838,9703,2013-06-03 20:05:43,June 2013
839,13195,2013-06-03 20:05:44,June 2013
840,13182,2013-06-03 20:05:45,June 2013
841,6788,2013-06-06 15:18:35,June 2013
842,3107,2013-06-18 13:42:08,June 2013
843,11603,2013-06-19 8:51:51,June 2013
845,5115,2013-06-19 8:51:55,June 2013
846,5117,2013-06-19 8:51:56,June 2013
847,13196,2013-07-01 9:10:37,July 2013
848,9513,2013-07-03 11:07:01,July 2013
849,13191,2013-07-03 11:07:06,July 2013
850,13190,2013-07-03 11:07:08,July 2013
851,13189,2013-07-03 11:07:09,July 2013
852,9935,2013-07-03 11:07:11,July 2013
853,9158,2013-10-02 7:52:32,October 2013
854,13197,2013-10-03 13:02:41,October 2013
855,10457,2013-10-03 13:02:43,October 2013
856,5338,2013-12-09 9:09:13,December 2013
857,3957,2013-12-16 9:48:47,December 2013
858,6393,2013-12-16 9:48:50,December 2013
859,4359,2013-12-18 12:47:43,December 2013
860,2181,2013-12-18 12:47:44,December 2013
861,6161,2013-12-18 12:47:46,December 2013
862,6502,2013-12-20 13:39:52,December 2013
863,6928,2013-12-20 13:39:56,December 2013
864,6198,2013-12-23 9:55:22,December 2013
865,6929,2013-12-23 9:55:26,December 2013
867,7876,2013-12-23 9:55:30,December 2013
868,7877,2013-12-23 11:58:54,December 2013
874,10202,2014-01-02 13:34:15,January 2014
869,7169,2014-01-02 13:34:17,January 2014
870,11417,2014-01-02 13:34:18,January 2014
871,8459,2014-01-02 13:34:20,January 2014
872,2730,2014-01-02 13:34:21,January 2014
873,5328,2014-01-02 13:34:25,January 2014
875,1628,2014-01-07 7:30:49,January 2014
876,10857,2014-01-07 7:30:54,January 2014
877,2330,2014-01-07 11:50:02,January 2014
878,6935,2014-01-07 11:50:04,February 2014
879,6940,2014-01-07 11:50:06,January 2014
880,5121,2014-01-15 13:30:20,January 2014
881,5120,2014-01-15 13:30:22,January 2014
882,5122,2014-01-15 13:30:24,January 2014
883,2504,2014-01-15 13:30:26,January 2014
884,13198,2014-01-16 9:27:36,January 2014
885,10623,2014-01-22 9:14:26,January 2014
886,4224,2014-01-22 9:15:01,January 2014
887,4225,2014-01-22 9:15:05,January 2014
889,4227,2014-01-22 9:15:11,January 2014
890,2997,2014-01-24 11:20:57,January 2014
891,2483,2014-01-24 12:59:24,January 2014
892,13199,2014-01-24 12:59:26,January 2014
893,2578,2014-01-24 12:59:28,January 2014
894,2577,2014-01-24 13:41:16,January 2014
895,7232,2014-02-27 15:46:08,February 2014
898,8079,2014-03-03 13:42:25,March 2014
899,2896,2014-03-03 13:42:26,March 2014
900,6668,2014-03-28 10:01:06,March 2014
901,13205,2014-04-09 7:25:54,April 2014
902,13206,2014-04-09 7:26:00,April 2014
903,6580,2014-04-11 11:55:13,April 2014
904,9693,2014-04-11 11:55:15,April 2014
905,4380,2014-04-11 11:55:18,April 2014
906,4163,2014-04-11 11:55:20,April 2014
907,10394,2014-04-14 8:53:27,April 2014
181,2774,2014-05-01 0:00:00,May 2014
988,9287,2014-05-01 0:00:00,May 2014
908,11299,2014-05-08 12:55:46,May 2014
909,3906,2014-05-09 12:04:39,May 2014
910,7523,2014-05-09 12:04:43,May 2014
911,3907,2014-05-09 12:04:46,May 2014
912,7040,2014-05-09 12:49:56,May 2014
913,5349,2014-05-20 9:53:54,May 2014
914,5849,2014-05-20 10:48:58,May 2014
916,3762,2014-05-20 14:08:02,May 2014
917,7775,2014-05-20 14:08:05,May 2014
915,13217,2014-05-22 8:51:51,May 2014
660,7442,2014-06-01 0:00:00,June 2014
918,13220,2014-06-09 13:21:11,June 2014
919,13221,2014-06-09 13:22:09,June 2014
920,13222,2014-06-10 7:56:15,June 2014
921,12785,2014-06-16 8:48:03,June 2014
228,2340,2014-07-01 0:00:00,July 2014
286,5408,2014-07-01 0:00:00,July 2014
287,7512,2014-07-01 0:00:00,July 2014
888,10644,2014-07-01 0:00:00,July 2014
922,10548,2014-07-16 20:46:59,July 2014
944,8650,2014-08-01 0:00:00,August 2014
943,8651,2014-08-01 0:00:00,August 2014
923,3902,2014-09-08 11:25:48,September 2014
924,3903,2014-09-08 11:25:51,September 2014
925,3904,2014-09-08 11:25:52,September 2014
927,13202,2014-09-08 16:56:37,September 2014
926,7069,2014-09-08 16:56:38,September 2014
930,2469,2014-09-09 14:00:32,September 2014
929,13201,2014-09-09 14:00:33,September 2014
928,13203,2014-09-09 14:00:34,September 2014
931,13225,2014-09-16 13:26:05,September 2014
934,11003,2014-09-22 16:27:43,April 2014
933,10146,2014-09-22 16:27:45,April 2014
932,13204,2014-09-22 16:27:46,September 2014
935,13226,2014-10-07 14:31:59,October 2014
940,5927,2014-10-30 11:32:48,October 2014
941,12264,2014-10-30 11:32:49,October 2014
942,12340,2014-10-30 11:32:51,October 2014
939,5928,2014-10-30 11:32:52,October 2014
938,5926,2014-10-30 11:32:53,October 2014
937,10898,2014-10-30 11:32:54,October 2014
936,5924,2014-10-30 11:32:55,October 2014
946,13227,2014-10-31 11:56:00,October 2014
945,5151,2014-10-31 11:56:01,October 2014
947,5159,2014-10-31 15:46:56,October 2014
948,13228,2014-10-31 15:46:57,October 2014
949,13229,2014-10-31 15:46:59,October 2014
959,13238,2014-11-01 0:00:00,November 2014
960,13239,2014-11-01 0:00:00,November 2014
962,13241,2014-11-01 0:00:00,November 2014
963,13242,2014-11-01 0:00:00,November 2014
958,13237,2014-11-01 0:00:00,November 2014
957,13236,2014-11-01 0:00:00,November 2014
956,13235,2014-11-01 0:00:00,November 2014
955,13234,2014-11-01 0:00:00,November 2014
954,13233,2014-11-01 0:00:00,November 2014
952,5997,2014-11-24 16:28:33,November 2014
953,13232,2014-11-24 16:28:35,November 2014
951,13231,2014-11-24 16:28:37,November 2014
950,13230,2014-11-24 16:28:38,November 2014
961,13240,2014-12-02 15:32:05,December 2014
965,2665,2014-12-04 15:16:42,December 2014
964,10878,2014-12-04 15:16:44,December 2014
966,9690,2014-12-15 13:46:22,December 2014
969,6147,2014-12-19 11:30:33,December 2014
968,620,2014-12-19 11:30:34,December 2014
967,61,2014-12-19 11:30:37,December 2014
973,6134,2014-12-19 13:17:11,December 2014
972,6578,2014-12-19 13:17:13,December 2014
971,2606,2014-12-19 13:17:14,December 2014
970,2561,2014-12-19 13:17:16,December 2014
241,6257,2015-01-01 0:00:00,January 2015
974,9394,2015-01-01 0:00:00,January 2015
975,1869,2015-02-12 11:53:02,February 2015
977,7718,2015-02-26 14:10:08,February 2015
976,6412,2015-03-01 0:00:00,March 2015
978,5795,2015-03-03 14:38:25,March 2015
979,12405,2015-04-08 17:03:35,April 2015
980,6721,2015-04-08 17:03:35,April 2015
981,6138,2015-04-10 15:36:42,April 2015
982,7551,2015-04-21 12:02:01,April 2015
987,13425,2015-05-04 15:41:48,May 2015
989,13426,2015-05-05 14:44:42,May 2015
991,13428,2015-05-05 15:22:17,May 2015
990,13427,2015-05-05 15:22:18,May 2015
996,3191,2015-05-19 13:36:14,May 2015
997,4327,2015-05-19 13:36:15,May 2015
998,3208,2015-05-19 13:36:16,May 2015
995,3189,2015-05-19 13:36:17,May 2015
999,1974,2015-05-19 13:36:17,May 2015
994,3204,2015-05-19 13:36:18,May 2015
992,2314,2015-05-19 13:36:19,May 2015
993,3194,2015-05-19 13:36:19,May 2015
1000,7545,2015-05-26 17:10:50,May 2015
1001,13429,2015-05-28 13:57:45,May 2015
1002,13430,2015-05-28 14:43:03,May 2015
1003,13431,2015-05-28 15:28:03,May 2015
1004,13432,2015-05-28 15:59:05,May 2015
1005,13433,2015-05-28 16:25:43,May 2015
1006,13434,2015-05-28 17:03:53,May 2015
1007,13435,2015-05-29 13:24:14,May 2015
1009,13437,2015-06-02 15:58:23,June 2015
1008,13436,2015-06-02 15:58:24,June 2015
1010,13438,2015-06-02 16:25:54,June 2015
1011,13439,2015-06-02 17:21:29,June 2015
1012,13440,2015-06-04 11:19:24,June 2015
1013,13441,2015-06-04 11:58:21,June 2015
1014,13442,2015-06-04 12:48:25,June 2015
1015,13443,2015-06-04 15:20:59,June 2015
1016,13444,2015-06-05 11:49:26,June 2015
1017,13445,2015-06-05 12:08:06,June 2015
1018,13446,2015-06-05 15:32:08,June 2015
1019,13447,2015-06-05 17:03:34,June 2015
1020,13448,2015-06-05 17:03:35,June 2015
1021,13449,2015-06-12 15:46:31,June 2015
1022,13450,2015-06-12 16:16:39,June 2015
1023,13451,2015-06-12 16:35:31,June 2015
1024,4302,2015-06-16 12:55:39,June 2015
1025,3188,2015-06-16 15:19:17,June 2015
1028,13454,2015-06-16 17:57:55,June 2015
1029,13455,2015-06-16 17:57:55,June 2015
1027,13453,2015-06-16 17:57:56,June 2015
1026,13452,2015-06-16 17:57:57,June 2015
1030,7272,2015-08-24 16:05:33,August 2015
1031,4358,2015-09-10 11:35:46,September 2015
1032,3989,2015-10-27 13:54:47,October 2015
1035,10633,2015-11-03 16:45:48,November 2015
1036,4249,2015-11-03 16:45:49,November 2015
1037,10753,2015-11-03 16:45:49,November 2015
1034,10613,2015-11-03 16:45:50,November 2015
1038,10742,2015-11-03 16:45:50,November 2015
1033,7348,2015-11-03 16:45:51,November 2015
1040,6336,2016-01-08 10:50:34,January 2016
1041,6337,2016-01-08 10:50:35,January 2016
1042,6338,2016-01-08 10:50:35,January 2016
1043,6339,2016-01-08 10:50:36,January 2016
1039,6335,2016-01-08 10:50:37,January 2016
1047,4080,2016-01-15 16:28:24,January 2016
1048,9442,2016-01-15 16:28:25,January 2016
1045,2640,2016-01-15 16:28:26,January 2016
1046,2639,2016-01-15 16:28:26,January 2016
1044,5326,2016-01-15 16:28:27,January 2016
1053,6345,2016-01-22 16:14:57,January 2016
1051,6343,2016-01-22 16:14:58,January 2016
1050,6342,2016-01-22 16:14:59,January 2016
1052,6344,2016-01-22 16:14:59,January 2016
1049,6341,2016-01-22 16:15:00,January 2016
1058,9333,2016-01-29 14:03:43,January 2016
1057,11798,2016-01-29 14:03:44,January 2016
1055,3072,2016-01-29 14:03:45,January 2016
1056,13507,2016-01-29 14:03:45,January 2016
1054,6346,2016-01-29 14:03:46,January 2016
1071,6334,2016-02-01 0:00:00,February 2016
1070,6350,2016-02-01 0:00:00,February 2016
1059,6348,2016-02-04 17:24:50,February 2016
1060,6349,2016-02-04 17:24:50,February 2016
1061,2423,2016-02-05 11:21:17,February 2016
1062,13509,2016-02-05 11:21:18,February 2016
1063,13510,2016-02-06 14:48:35,February 2016
1064,13511,2016-02-10 16:34:12,February 2016
1065,13512,2016-02-10 16:34:13,February 2016
1069,13515,2016-02-11 10:36:55,February 2016
1067,13513,2016-02-11 10:36:57,February 2016
1068,13514,2016-02-11 10:36:57,February 2016
1066,2336,2016-02-16 12:03:54,February 2016
1072,13502,2016-02-16 12:03:55,February 2016
1074,13516,2016-02-16 12:04:05,February 2016
1075,13517,2016-02-16 12:04:06,February 2016
1076,13518,2016-02-16 12:04:06,February 2016
1073,7581,2016-02-16 12:04:07,February 2016
1081,13523,2016-02-24 14:39:52,February 2016
1079,13521,2016-02-24 14:39:53,February 2016
1080,13522,2016-02-24 14:39:53,February 2016
1078,13520,2016-02-24 14:39:54,February 2016
1077,13519,2016-02-24 14:39:55,February 2016
1082,2720,2016-03-02 16:15:51,March 2016
1084,13527,2016-03-02 16:15:51,March 2016
1086,7582,2016-03-02 16:15:52,March 2016
1083,6499,2016-03-02 16:15:53,March 2016
1085,13528,2016-03-02 16:15:53,March 2016
1089,6331,2016-03-11 15:24:36,March 2016
1090,13533,2016-03-11 15:24:36,March 2016
1091,13532,2016-03-11 15:24:37,March 2016
1092,11972,2016-03-11 15:24:38,March 2013
1088,13531,2016-03-11 15:24:39,March 2016
1087,7681,2016-03-11 15:24:40,March 2016
1096,13537,2016-03-18 15:45:05,March 2016
1097,13538,2016-03-18 15:45:05,March 2016
1098,13539,2016-03-18 15:45:06,March 2016
1093,13534,2016-03-18 15:45:07,March 2016
1094,13535,2016-03-18 15:45:07,March 2016
1095,13536,2016-03-23 15:18:13,March 2016
1099,10415,2016-03-23 15:18:14,March 2016
1100,10414,2016-03-23 15:18:15,March 2016
1101,7613,2016-03-24 12:18:41,March 2016
1103,12100,2016-03-31 15:12:24,March 2016
1102,13540,2016-03-31 15:12:25,March 2016
1105,13542,2016-03-31 16:53:09,March 2016
1104,13541,2016-03-31 16:53:10,March 2016
1106,13543,2016-03-31 16:53:10,March 2016
1109,4301,2016-04-07 14:28:29,April 2016
1110,6568,2016-04-07 14:28:30,April 2016
1108,6567,2016-04-07 14:28:31,April 2016
1111,6892,2016-04-07 14:28:31,April 2016
1107,13544,2016-04-07 14:28:32,April 2016
1114,13547,2016-04-15 14:49:33,April 2016
1115,6333,2016-04-15 14:49:34,April 2016
1113,13546,2016-04-15 14:49:35,April 2016
1116,6332,2016-04-15 14:49:35,April 2016
1112,13545,2016-04-15 14:49:36,April 2016
1118,6353,2016-04-22 16:06:01,April 2016
1119,8474,2016-04-22 16:06:01,April 2016
1120,13548,2016-04-22 16:06:02,April 2016
1121,13549,2016-04-22 16:06:02,April 2016
1117,9171,2016-04-22 16:06:03,April 2016
1125,8892,2016-05-04 16:40:32,May 2016
1126,11277,2016-05-04 16:40:33,May 2016
1124,11279,2016-05-04 16:40:34,May 2016
1123,11245,2016-05-04 16:40:35,May 2016
1122,11246,2016-05-04 16:40:36,May 2016
1131,8126,2016-05-13 16:09:59,May 2016
1130,5331,2016-05-13 16:10:00,May 2016
1129,3109,2016-05-13 16:10:01,May 2016
1127,13550,2016-05-13 16:10:02,May 2016
1128,11278,2016-05-13 16:10:02,May 2016
1132,2973,2016-05-20 11:10:25,May 2016
1135,8754,2016-05-20 12:50:22,May 2016
1134,12865,2016-05-20 12:50:23,May 2016
1133,13558,2016-05-20 12:50:24,May 2016
1139,13561,2016-05-26 17:56:14,May 2016
1140,13562,2016-05-26 17:56:15,May 2016
1138,5641,2016-05-26 17:56:16,May 2016
1136,13559,2016-05-26 17:56:17,May 2016
1137,13560,2016-05-26 17:56:17,May 2016
1145,276,2016-06-03 11:49:48,June 2016
1144,7521,2016-06-03 11:49:49,June 2016
1142,13564,2016-06-03 11:49:50,June 2016
1143,7462,2016-06-03 11:49:50,June 2016
1141,13563,2016-06-03 11:49:51,June 2016
1146,9572,2016-06-08 14:34:38,June 2016
1147,11796,2016-06-10 14:16:37,June 2016
1148,11790,2016-06-10 14:16:38,June 2016
1150,2987,2016-06-13 11:05:42,June 2016
1149,4177,2016-06-13 11:05:44,June 2016
1151,8753,2016-06-14 11:55:04,June 2016
1153,5313,2016-06-15 13:01:02,June 2016
1152,6395,2016-06-15 13:01:03,June 2016
1157,6779,2016-06-24 14:05:27,June 2016
1156,5985,2016-06-24 14:05:28,June 2016
1154,2434,2016-06-24 14:05:29,June 2016
1155,2427,2016-06-24 14:05:29,June 2016
1159,6982,2016-07-01 12:28:25,July 2016
1158,6801,2016-07-01 12:28:26,July 2016
1160,13566,2016-07-21 11:26:40,July 2016
1161,7641,2016-08-17 15:16:18,August 2016
1162,13572,2016-08-17 15:16:19,August 2016
1163,13574,2016-09-15 15:14:22,September 2016
1164,8757,2016-09-23 13:10:18,September 2016
1166,9305,2016-10-19 16:23:50,October 2016
1165,13583,2016-10-19 16:23:51,October 2016
1167,7162,2016-11-04 11:34:14,November 2016
1168,11285,2016-11-08 15:00:57,November 2016
1169,13588,2016-11-29 11:49:00,November 2016
233,13083,2017-01-01 0:00:00,September 2017
263,13088,2017-01-01 0:00:00,September 2017
327,13105,2017-01-01 0:00:00,September 2017
1170,10018,2017-01-18 13:47:36,January 2017
1171,10546,2017-03-07 17:04:48,March 2017
1172,2339,2017-03-15 10:21:37,March 2017
1173,10561,2017-06-01 9:29:06,June 2017
1174,10579,2017-06-23 16:35:27,June 2017
1175,10168,2017-07-12 3:09:18,July 2017
1176,5803,2017-07-26 10:19:10,July 2017
1177,7326,2017-09-13 13:31:53,September 2017
1178,2854,2017-09-14 15:24:22,September 2017
1179,6874,2017-09-18 11:43:10,September 2017
1180,7732,2017-09-26 12:12:07,September 2017
1181,6351,2017-10-10 19:31:15,October 2017
1182,10480,2017-11-14 15:30:17,November 2017
1183,6470,2017-11-29 15:19:43,November 2017
274,13091,2017-12-01 0:00:00,December 2017
477,13117,2017-12-01 0:00:00,December 2017
480,13119,2017-12-01 0:00:00,December 2017
1184,2419,2017-12-01 20:23:34,December 2017
1185,2791,2017-12-12 14:48:43,December 2017
1186,7565,2017-12-12 14:48:44,December 2017
1187,13596,2017-12-14 19:55:13,December 2017
737,10373,2018-01-01 0:00:00,January 2018
1188,1639,2018-01-05 20:13:18,January 2018
897,13183,2018-02-01 0:00:00,February 2018
1193,3152,2018-02-14 16:38:36,February 2018
1191,13598,2018-02-14 16:38:38,February 2018
1192,3770,2018-02-14 16:38:43,February 2018
1189,13597,2018-02-14 16:38:46,February 2018
1190,9172,2018-02-14 16:38:46,February 2018
1194,13611,2018-03-07 17:55:15,March 2018
1195,10835,2018-03-14 21:47:54,March 2018
1196,13612,2018-03-26 15:41:53,March 2018
1197,13613,2018-03-29 13:26:16,March 2018
1198,13614,2018-04-04 21:26:47,April 2018
1199,13615,2018-04-09 13:42:15,April 2018
1200,13616,2018-04-09 13:42:17,April 2018
1201,6009,2018-06-18 17:13:35,June 2018
1202,13617,2018-07-03 14:32:30,July 2018
1203,11056,2018-07-13 12:29:18,July 2018
1204,9361,2018-07-26 15:16:08,July 2018
1205,5693,2018-10-29 18:40:44,October 2018
1206,7113,2018-11-16 21:28:58,November 2018
1207,6275,2018-12-18 15:20:57,December 2018
1208,10811,2019-01-16 19:34:04,January 2019
1209,10280,2019-02-13 15:42:03,February 2019
1210,4086,2019-02-28 16:16:31,February 2019
1211,5527,2019-03-27 16:31:59,March 2019
1212,9585,2019-04-08 15:37:11,April 2019
1213,9945,2019-07-30 14:11:25,July 2019
1214,11741,2019-07-30 14:11:26,July 2019
1215,23,2019-08-09 16:36:54,August 2019
1216,9574,2019-08-27 19:31:53,August 2019
1217,6678,2019-11-06 21:27:45,November 2019
1218,10908,2019-11-07 17:08:02,November 2019
1219,10900,2019-11-08 17:05:41,November 2019
1220,10911,2019-11-08 20:24:55,November 2019
1221,10970,2019-11-15 17:07:57,November 2019
1222,10980,2019-11-20 17:37:55,November 2019
1223,10961,2019-11-20 21:05:05,November 2019
1224,13627,2019-11-21 18:00:44,November 2019
1225,13631,2019-11-25 14:23:30,November 2019
1227,10982,2019-11-25 16:47:12,November 2019
1226,10981,2019-11-25 16:47:13,November 2019
1228,13628,2019-12-05 14:02:29,December 2019
1229,3736,2019-12-10 22:48:45,December 2019
