biography_id,person_id,published_display_date,updated_display_date,initial_approval_date
587,8563,July 2011,,2011-07-29 16:44:04
588,8575,July 2011,,2011-07-29 16:44:05
589,1908,July 2011,,2011-07-29 19:00:44
590,13141,July 2011,,2011-07-29 22:48:50
591,3200,August 2011,,2011-08-02 17:58:03
592,8549,July 2011,,2011-08-02 22:15:32
593,8612,August 2011,,2011-08-03 18:40:56
594,3211,August 2011,June 2015,2011-08-04 21:51:52
596,12547,January 2021,,2011-08-04 21:51:55
597,3153,August 2011,,2011-08-05 16:52:54
598,9190,August 2011,,2011-08-25 22:18:39
599,8986,August 2011,,2011-09-01 18:21:49
600,13142,August 2011,,2011-09-01 19:11:33
601,13143,August 2011,,2011-09-01 19:11:34
603,13145,August 2011,,2011-09-01 20:28:52
604,13146,August 2011,,2011-09-01 20:28:53
605,4478,September 2011,,2011-09-01 20:42:59
606,8538,September 2011,,2011-09-07 20:03:38
607,3020,August 2011,,2011-09-15 23:53:36
608,10832,August 2011,,2011-09-16 23:25:34
609,9383,August 2011,,2011-09-20 21:46:16
610,10068,August 2011,,2011-09-23 22:52:21
611,8578,August 2011,,2011-09-27 22:06:50
612,10828,August 2011,,2011-10-01 1:54:29
613,4077,October 2011,,2011-10-19 2:50:16
614,2931,October 2012,,2011-10-19 2:50:18
615,2495,October 2011,,2011-10-19 2:50:22
616,4196,October 2011,,2011-10-19 2:50:19
617,2409,October 2011,,2011-10-19 2:50:20
618,7874,October 2011,,2011-10-22 0:11:24
619,8397,October 2011,,2011-10-22 3:37:48
620,13147,October 2011,,2011-10-25 15:16:18
621,4259,November 2011,,2011-10-28 19:07:36
622,4141,November 2011,,2011-10-31 20:04:38
623,4314,November 2011,,2011-11-02 20:12:41
624,2661,November 2011,,2011-11-04 15:29:00
625,4140,November 2011,,2011-11-10 20:25:17
626,2740,November 2011,,2011-11-11 16:44:23
627,7130,November 2011,,2011-11-30 23:39:21
628,11258,November 2011,,2011-12-02 19:56:49
629,8964,December 2011,,2011-12-13 18:00:05
630,6856,December 2011,,2011-12-15 19:31:17
631,2118,December 2011,,2011-12-15 21:49:50
632,10673,December 2011,,2011-12-15 21:49:51
633,10678,December 2011,,2011-12-15 21:49:52
634,8618,December 2011,,2011-12-15 21:49:54
635,10676,December 2011,,2011-12-15 21:49:55
636,8631,December 2011,,2011-12-21 17:56:59
637,8551,December 2011,,2011-12-21 17:57:01
638,8630,December 2011,,2011-12-21 17:57:02
639,8566,December 2011,,2011-12-21 17:57:03
640,8629,December 2011,,2011-12-21 17:57:05
641,8543,December 2011,,2011-12-21 18:17:33
642,8596,December 2011,,2011-12-22 20:44:40
643,8617,December 2011,,2011-12-22 20:44:42
644,8603,December 2011,,2011-12-22 20:44:43
645,8584,December 2011,,2011-12-22 20:44:44
646,8616,December 2011,,2011-12-22 20:44:46
647,13148,December 2011,,2011-12-23 18:52:47
648,13149,December 2011,,2011-12-23 18:52:49
649,11432,December 2011,,2011-12-23 18:52:50
650,13150,December 2011,,2011-12-23 18:52:51
651,10827,December 2011,,2011-12-27 22:27:26
652,4986,December 2011,,2011-12-27 22:27:28
653,4987,December 2011,,2011-12-27 22:27:29
654,13151,December 2011,,2011-12-27 22:27:30
655,13152,December 2011,,2011-12-27 22:27:32
656,4659,December 2011,,2011-12-28 21:32:20
657,9601,December 2011,,2011-12-28 21:32:22
658,9062,January 2012,,2012-01-12 22:15:29
659,10413,January 2012,,2012-01-13 17:10:54
660,7442,June 2014,June 2015,2012-02-03 17:31:35
661,5871,March 2012,,2012-03-12 17:43:00
662,8625,March 2012,,2012-03-20 19:06:25
663,13157,March 2012,,2012-03-20 19:06:08
664,8567,March 2012,,2012-03-20 19:06:17
665,9985,March 2012,,2012-03-26 17:25:12
666,10580,February 2012,,2012-07-31 15:49:09
668,2784,April 2012,,2012-04-19 17:37:04
669,9712,April 2012,,2012-04-19 17:37:06
670,8633,May 2012,,2012-05-01 23:42:13
671,8585,May 2012,,2012-05-01 23:42:15
672,8600,May 2012,,2012-05-01 23:42:17
673,8583,May 2012,,2012-05-01 23:42:19
674,8624,May 2012,,2012-05-01 23:42:21
676,13163,May 2012,,2012-05-07 19:32:50
677,13162,May 2012,,2012-05-07 19:32:53
678,10422,May 2012,,2012-05-07 19:32:52
679,9546,May 2012,,2012-05-07 19:32:49
680,13164,June 2012,,2012-06-04 18:50:56
681,13165,June 2012,,2012-06-04 18:50:59
682,6670,June 2012,,2012-06-26 20:49:17
683,6667,June 2012,,2012-06-26 20:49:19
684,3062,June 2012,,2012-06-26 20:49:21
685,3061,June 2012,,2012-06-26 20:49:22
686,8860,June 2012,,2012-06-26 20:49:23
687,2527,June 2012,,2012-06-26 20:49:25
688,8861,June 2012,,2012-06-26 20:49:26
689,5791,July 2012,,2012-07-19 19:28:53
690,10412,July 2012,,2012-07-19 19:28:55
691,9213,July 2012,,2012-07-19 19:28:56
692,2506,"July, 2012",,2012-07-19 19:28:58
693,2758,July 2012,,2012-07-19 19:28:59
694,2943,July 2012,,2012-07-19 19:29:01
695,9525,July 2012,,2012-07-26 16:44:10
696,3758,July 2012,,2012-07-26 16:44:12
697,1930,July 2012,,2012-07-26 16:44:14
698,10452,July 2012,,2012-07-26 16:44:15
699,10462,July 2012,,2012-07-26 16:44:16
700,10470,July 2012,,2012-07-26 16:44:17
701,5164,July 2012,,2012-07-31 15:49:11
702,9884,July 2012,,2012-07-31 15:49:12
703,5166,July 2012,,2012-07-31 15:49:14
704,8536,July 2012,,2012-07-31 15:49:15
705,11487,July 2012,,2012-07-31 15:49:16
706,11488,July 2012,,2012-07-31 15:49:18
707,11491,July 2012,,2012-07-31 15:49:19
708,11426,July 2012,,2012-07-31 15:49:20
709,11489,July 2012,,2012-07-31 15:49:47
710,11866,August 2012,,2012-08-16 18:22:36
711,9355,August 2012,,2012-08-16 18:22:38
712,3712,September 2012,,2012-09-05 15:29:53
713,3708,September 2012,,2012-09-05 15:29:55
714,1575,September 2012,,2012-09-05 15:29:57
715,9873,September 2012,,2012-09-05 15:30:20
716,2755,September 2012,,2012-09-05 15:29:58
717,3134,September 2012,,2012-09-05 15:30:03
718,3730,September 2012,,2012-09-05 15:30:05
719,3733,September 2012,,2012-09-05 15:30:09
720,6419,September 2012,,2012-09-05 15:30:10
721,3734,September 2012,,2012-09-05 15:30:12
722,3735,September 2012,,2012-09-05 15:30:13
723,3738,September 2012,,2012-09-05 15:30:15
724,3739,September 2012,,2012-09-05 15:30:19
725,13166,September 2012,,2012-09-05 15:30:22
726,13167,September 2012,,2012-09-05 15:30:23
727,9593,September 2012,,2012-09-18 15:56:06
728,13169,September 2012,,2012-09-18 15:56:08
729,13170,September 2012,,2012-09-18 15:56:09
730,11490,September 2012,,2012-09-18 15:56:11
731,9622,September 2012,,2012-09-18 15:56:12
732,2845,September 2012,,2012-09-18 15:56:14
733,11883,September 2012,,2012-09-18 15:56:15
734,13171,September 2012,,2012-09-18 17:27:16
735,13173,September 2012,,2012-09-18 19:18:15
736,11444,October 2012,,2012-10-16 15:51:41
737,10373,January 2018,,2012-10-16 21:55:37
738,5041,October 2012,,2012-10-17 18:11:40
739,5044,October 2012,,2012-10-17 18:11:46
740,11445,October 2012,,2012-10-17 18:11:49
741,13174,October 2012,,2012-10-17 18:11:52
742,4125,October 2012,,2012-10-17 18:11:57
743,4221,October 2012,,2012-10-17 18:12:00
744,4222,October 2012,,2012-10-17 18:12:02
745,4223,October 2012,,2012-10-17 18:12:04
750,4228,January 2013,,2012-10-22 20:12:49
751,5897,August 2012,,2012-10-26 21:46:02
752,5479,October 2012,,2012-10-26 21:46:04
753,5889,October 2012,,2012-10-26 21:46:05
754,8069,October 2012,,2012-10-26 21:46:07
755,7105,October 2012,,2012-10-26 21:46:08
756,6731,October 2012,,2012-10-26 21:46:10
757,6622,October 2012,,2012-10-26 21:46:11
758,6760,October 2012,,2012-10-26 21:46:13
759,4607,October 2012,,2012-10-26 21:46:14
760,8184,October 2012,,2012-10-26 21:46:16
761,4720,October 2012,,2012-10-26 21:46:17
762,3769,October 2012,,2012-10-26 21:46:19
763,6025,October 2012,,2012-10-26 21:46:20
764,5910,October 2012,,2012-10-26 21:46:22
765,3080,October 2012,,2012-10-26 21:46:23
766,2974,October 2012,,2012-10-26 21:46:24
772,11435,January 2013,,2013-01-07 21:01:00
773,9588,January 2013,,2013-01-07 21:01:02
774,10093,January 2013,,2013-01-14 18:22:07
775,5801,January 2013,,2013-01-14 18:22:10
776,2662,January 2013,,2013-01-15 17:34:54
777,3753,January 2013,,2013-01-15 17:34:56
778,3064,January 2013,,2013-01-15 21:10:12
779,13175,January 2013,,2013-01-15 21:10:14
780,6099,January 2013,,2013-01-15 21:10:15
781,3296,January 2013,,2013-01-15 21:10:16
782,13176,January 2013,,2013-01-15 21:10:18
783,13177,January 2013,,2013-01-15 21:10:19
784,6045,January 2013,,2013-01-16 17:18:00
785,7170,January 2013,,2013-01-16 17:18:03
786,7171,January 2013,,2013-01-16 17:18:04
787,7172,January 2013,,2013-01-16 17:18:05
788,11443,August 2012,,2013-02-20 17:31:25
789,7559,August 2012,,2013-02-20 17:31:26
790,12906,August 2012,,2013-02-20 17:31:28
791,13178,February 2013,,2013-02-20 17:31:30
792,5048,February 2013,,2013-02-25 18:44:59
793,5078,February 2013,,2013-02-25 18:45:02
794,5024,February 2013,,2013-02-25 18:45:03
795,9589,February 2013,,2013-02-25 18:45:06
796,9203,February 2013,,2013-02-25 18:45:08
797,1852,February 2013,,2013-02-26 22:12:27
798,2392,February 2013,,2013-02-26 22:12:26
799,2399,February 2013,,2013-02-26 22:12:24
800,13179,February 2013,,2013-02-26 22:12:29
801,2393,February 2013,,2013-02-26 22:12:30
802,13180,February 2013,,2013-02-27 15:44:05
803,3307,May 2013,,2013-02-27 16:12:07
804,10169,March 2013,,2013-03-15 18:12:33
805,2441,March 2013,,2013-03-15 18:12:36
806,6037,March 2013,,2013-03-15 18:12:38
807,7945,March 2013,,2013-03-15 18:12:39
808,10957,March 2013,,2013-03-25 20:31:33
809,1564,March 2013,,2013-03-25 20:31:34
810,6729,March 2013,,2013-03-25 20:31:36
811,6635,March 2013,,2013-03-25 20:31:37
812,6185,March 2013,,2013-03-25 20:31:39
813,9929,March 2013,,2013-03-29 16:32:48
814,11427,January 2012,,2013-03-29 16:32:49
815,11632,March 2013,,2013-03-29 16:32:51
816,11731,March 2013,,2013-03-29 16:32:52
817,13181,March 2013,,2013-03-29 16:32:53
818,11569,April 2013,,2013-04-22 19:17:30
819,11575,April 2013,,2013-04-22 19:17:32
820,13168,April 2013,,2013-04-22 19:17:33
821,3049,April 2013,,2013-04-22 19:17:34
822,1903,April 2013,,2013-04-22 19:17:35
823,2029,May 2013,,2013-05-03 18:41:30
824,1831,May 2013,,2013-05-03 18:41:33
825,6010,May 2013,,2013-05-03 19:38:28
826,5790,May 2013,,2013-05-03 20:11:40
827,13186,May 2013,,2013-05-03 20:31:21
828,6491,May 2013,,2013-05-03 21:07:41
829,6895,May 2013,,2013-05-03 21:07:42
830,7767,May 2013,,2013-05-14 20:58:42
831,13187,May 2013,,2013-05-14 21:11:00
832,13188,May 2013,,2013-05-15 17:36:54
833,3010,May 2013,,2013-05-15 18:43:30
834,8975,May 2013,,2013-05-15 19:22:52
835,9052,May 2013,,2013-05-15 19:51:26
836,1901,June 2013,,2013-06-03 20:05:39
837,1902,June 2013,,2013-06-03 20:05:41
838,9703,June 2013,,2013-06-03 20:05:43
839,13195,June 2013,,2013-06-03 20:05:44
840,13182,June 2013,,2013-06-03 20:05:45
841,6788,June 2013,,2013-06-06 15:18:35
842,3107,June 2013,,2013-06-18 13:42:08
843,11603,June 2013,,2013-06-19 8:51:51
844,5099,March 2012,,2013-06-19 8:51:53
845,5115,June 2013,,2013-06-19 8:51:55
846,5117,June 2013,,2013-06-19 8:51:56
847,13196,July 2013,,2013-07-01 9:10:37
848,9513,July 2013,,2013-07-03 11:07:01
849,13191,July 2013,,2013-07-03 11:07:06
850,13190,July 2013,,2013-07-03 11:07:08
851,13189,July 2013,,2013-07-03 11:07:09
852,9935,July 2013,,2013-07-03 11:07:11
853,9158,October 2013,,2013-10-02 7:52:32
854,13197,October 2013,,2013-10-03 13:02:41
855,10457,October 2013,,2013-10-03 13:02:43
856,5338,December 2013,,2013-12-09 9:09:13
857,3957,December 2013,,2013-12-16 9:48:47
858,6393,December 2013,,2013-12-16 9:48:50
859,4359,December 2013,,2013-12-18 12:47:43
860,2181,December 2013,,2013-12-18 12:47:44
861,6161,December 2013,,2013-12-18 12:47:46
862,6502,December 2013,,2013-12-20 13:39:52
863,6928,December 2013,,2013-12-20 13:39:56
864,6198,December 2013,,2013-12-23 9:55:22
865,6929,December 2013,,2013-12-23 9:55:26
867,7876,December 2013,,2013-12-23 9:55:30
868,7877,December 2013,,2013-12-23 11:58:54
869,7169,January 2014,,2014-01-02 13:34:17
870,11417,January 2014,,2014-01-02 13:34:18
871,8459,January 2014,,2014-01-02 13:34:20
872,2730,January 2014,,2014-01-02 13:34:21
873,5328,January 2014,,2014-01-02 13:34:25
874,10202,January 2014,,2014-01-02 13:34:15
875,1628,January 2014,,2014-01-07 7:30:49
876,10857,January 2014,,2014-01-07 7:30:54
877,2330,January 2014,,2014-01-07 11:50:02
878,6935,February 2014,,2014-01-07 11:50:04
879,6940,January 2014,,2014-01-07 11:50:06
880,5121,January 2014,,2014-01-15 13:30:20
881,5120,January 2014,,2014-01-15 13:30:22
882,5122,January 2014,,2014-01-15 13:30:24
883,2504,January 2014,,2014-01-15 13:30:26
884,13198,January 2014,,2014-01-16 9:27:36
885,10623,January 2014,,2014-01-22 9:14:26
886,4224,January 2014,,2014-01-22 9:15:01
887,4225,January 2014,,2014-01-22 9:15:05
888,10644,July 2014,,2014-01-22 9:15:07
889,4227,January 2014,,2014-01-22 9:15:11
890,2997,January 2014,,2014-01-24 11:20:57
891,2483,January 2014,,2014-01-24 12:59:24
892,13199,January 2014,,2014-01-24 12:59:26
893,2578,January 2014,,2014-01-24 12:59:28
894,2577,January 2014,,2014-01-24 13:41:16
895,7232,February 2014,,2014-02-27 15:46:08
896,7294,January 2013,,2014-03-03 13:42:20
897,13183,February 2018,,2014-03-03 13:42:23
898,8079,March 2014,,2014-03-03 13:42:25
899,2896,March 2014,,2014-03-03 13:42:26
900,6668,March 2014,,2014-03-28 10:01:06
901,13205,April 2014,,2014-04-09 7:25:54
902,13206,April 2014,,2014-04-09 7:26:00
903,6580,April 2014,,2014-04-11 11:55:13
904,9693,April 2014,,2014-04-11 11:55:15
905,4380,April 2014,,2014-04-11 11:55:18
906,4163,April 2014,,2014-04-11 11:55:20
907,10394,April 2014,,2014-04-14 8:53:27
908,11299,May 2014,,2014-05-08 12:55:46
909,3906,May 2014,,2014-05-09 12:04:39
910,7523,May 2014,,2014-05-09 12:04:43
911,3907,May 2014,,2014-05-09 12:04:46
912,7040,May 2014,,2014-05-09 12:49:56
913,5349,May 2014,,2014-05-20 9:53:54
914,5849,May 2014,,2014-05-20 10:48:58
915,13217,May 2014,,2014-05-22 8:51:51
916,3762,May 2014,,2014-05-20 14:08:02
917,7775,May 2014,,2014-05-20 14:08:05
918,13220,June 2014,,2014-06-09 13:21:11
919,13221,June 2014,,2014-06-09 13:22:09
920,13222,June 2014,,2014-06-10 7:56:15
921,12785,June 2014,,2014-06-16 8:48:03
922,10548,July 2014,,2014-07-16 20:46:59
923,3902,September 2014,,2014-09-08 11:25:48
924,3903,September 2014,,2014-09-08 11:25:51
925,3904,September 2014,,2014-09-08 11:25:52
926,7069,September 2014,,2014-09-08 16:56:38
927,13202,September 2014,,2014-09-08 16:56:37
928,13203,September 2014,,2014-09-09 14:00:34
929,13201,September 2014,,2014-09-09 14:00:33
930,2469,September 2014,,2014-09-09 14:00:32
931,13225,September 2014,,2014-09-16 13:26:05
932,13204,September 2014,,2014-09-22 16:27:46
933,10146,April 2014,,2014-09-22 16:27:45
934,11003,April 2014,,2014-09-22 16:27:43
935,13226,October 2014,,2014-10-07 14:31:59
936,5924,October 2014,,2014-10-30 11:32:55
937,10898,October 2014,,2014-10-30 11:32:54
938,5926,October 2014,,2014-10-30 11:32:53
939,5928,October 2014,,2014-10-30 11:32:52
940,5927,October 2014,,2014-10-30 11:32:48
941,12264,October 2014,,2014-10-30 11:32:49
942,12340,October 2014,,2014-10-30 11:32:51
943,8651,August 2014,,2014-10-29 12:57:32
944,8650,August 2014,,2014-10-29 12:57:23
945,5151,October 2014,,2014-10-31 11:56:01
946,13227,October 2014,,2014-10-31 11:56:00
947,5159,October 2014,,2014-10-31 15:46:56
948,13228,October 2014,,2014-10-31 15:46:57
949,13229,October 2014,,2014-10-31 15:46:59
950,13230,November 2014,,2014-11-24 16:28:38
951,13231,November 2014,,2014-11-24 16:28:37
952,5997,November 2014,,2014-11-24 16:28:33
953,13232,November 2014,,2014-11-24 16:28:35
954,13233,November 2014,,2014-12-02 15:32:13
955,13234,November 2014,,2014-12-02 15:32:12
956,13235,November 2014,,2014-12-02 15:32:11
957,13236,November 2014,,2014-12-02 15:32:10
958,13237,November 2014,,2014-12-02 15:32:09
959,13238,November 2014,,2014-12-02 15:32:03
960,13239,November 2014,,2014-12-02 15:32:04
961,13240,December 2014,,2014-12-02 15:32:05
962,13241,November 2014,,2014-12-02 15:32:06
963,13242,November 2014,,2014-12-02 15:32:08
964,10878,December 2014,,2014-12-04 15:16:44
965,2665,December 2014,,2014-12-04 15:16:42
966,9690,December 2014,,2014-12-15 13:46:22
967,61,December 2014,,2014-12-19 11:30:37
968,620,December 2014,,2014-12-19 11:30:34
969,6147,December 2014,,2014-12-19 11:30:33
970,2561,December 2014,,2014-12-19 13:17:16
971,2606,December 2014,,2014-12-19 13:17:14
972,6578,December 2014,,2014-12-19 13:17:13
973,6134,December 2014,,2014-12-19 13:17:11
974,9394,January 2015,,2015-01-15 11:24:31
975,1869,February 2015,,2015-02-12 11:53:02
976,6412,March 2015,,2015-02-26 11:40:21
977,7718,February 2015,,2015-02-26 14:10:08
978,5795,"March 2, 2015",,2015-03-03 14:38:25
979,12405,April 2015,,2015-04-08 17:03:35
980,6721,April 2015,,2015-04-08 17:03:35
981,6138,April 2015,,2015-04-10 15:36:42
982,7551,April 2015,,2015-04-21 12:02:01
983,8085,April 2010,,2015-04-24 14:33:30
984,13404,April 2010,,2015-04-24 14:33:29
985,13423,May 2010,,2015-04-24 14:46:49
986,6122,August 2011,April 2015,2015-04-28 13:56:31
987,13425,"May 4, 2015",,2015-05-04 15:41:48
988,9287,May 2014,,2015-05-05 14:44:43
989,13426,May 2015,,2015-05-05 14:44:42
990,13427,May 2015,,2015-05-05 15:22:18
991,13428,May 2015,,2015-05-05 15:22:17
992,2314,May 2015,,2015-05-19 13:36:19
993,3194,May 2015,,2015-05-19 13:36:19
994,3204,May 2015,,2015-05-19 13:36:18
995,3189,May 2015,,2015-05-19 13:36:17
996,3191,May 2015,,2015-05-19 13:36:14
997,4327,May 2015,,2015-05-19 13:36:15
998,3208,May 2015,,2015-05-19 13:36:16
999,1974,May 2015,,2015-05-19 13:36:17
1000,7545,May 2015,,2015-05-26 17:10:50
1001,13429,May 2015,,2015-05-28 13:57:45
1002,13430,May 2015,,2015-05-28 14:43:03
1003,13431,May 2015,,2015-05-28 15:28:03
1004,13432,May 2015,,2015-05-28 15:59:05
1005,13433,May 2015,,2015-05-28 16:25:43
1006,13434,May 2015,,2015-05-28 17:03:53
1007,13435,May 2015,,2015-05-29 13:24:14
1008,13436,June 2015,,2015-06-02 15:58:24
1009,13437,June 2015,,2015-06-02 15:58:23
1010,13438,June 2015,,2015-06-02 16:25:54
1011,13439,June 2015,,2015-06-02 17:21:29
1012,13440,June 2015,,2015-06-04 11:19:24
1013,13441,June 2015,,2015-06-04 11:58:21
1014,13442,June 2015,,2015-06-04 12:48:25
1015,13443,June 2015,,2015-06-04 15:20:59
1016,13444,June 2015,,2015-06-05 11:49:26
1017,13445,June 2015,,2015-06-05 12:08:06
1018,13446,June 2015,,2015-06-05 15:32:08
1019,13447,June 2015,,2015-06-05 17:03:34
1020,13448,June 2015,,2015-06-05 17:03:35
1021,13449,June 2015,,2015-06-12 15:46:31
1022,13450,June 2015,,2015-06-12 16:16:39
1023,13451,June 2015,,2015-06-12 16:35:31
1024,4302,June 2015,,2015-06-16 12:55:39
1025,3188,June 2015,,2015-06-16 15:19:17
1026,13452,June 2015,,2015-06-16 17:57:57
1027,13453,June 2015,,2015-06-16 17:57:56
1028,13454,June 2015,,2015-06-16 17:57:55
1029,13455,June 2015,,2015-06-16 17:57:55
1030,7272,August 2015,,2015-08-24 16:05:33
1031,4358,September 2015,,2015-09-10 11:35:46
1032,3989,October 2015,,2015-10-27 13:54:47
1033,7348,November 2015,,2015-11-03 16:45:51
1034,10613,November 2015,,2015-11-03 16:45:50
1035,10633,November 2015,,2015-11-03 16:45:48
1036,4249,November 2015,,2015-11-03 16:45:49
1037,10753,November 2015,,2015-11-03 16:45:49
1038,10742,November 2015,,2015-11-03 16:45:50
1039,6335,January 2016,,2016-01-08 10:50:37
1040,6336,January 2016,,2016-01-08 10:50:34
1041,6337,January 2016,,2016-01-08 10:50:35
1042,6338,January 2016,,2016-01-08 10:50:35
1043,6339,January 2016,,2016-01-08 10:50:36
1044,5326,January 2016,,2016-01-15 16:28:27
1045,2640,January 2016,,2016-01-15 16:28:26
1046,2639,January 2016,,2016-01-15 16:28:26
1047,4080,January 2016,,2016-01-15 16:28:24
1048,9442,January 2016,,2016-01-15 16:28:25
1049,6341,January 2016,,2016-01-22 16:15:00
1050,6342,January 2016,,2016-01-22 16:14:59
1051,6343,January 2016,,2016-01-22 16:14:58
1052,6344,January 2016,,2016-01-22 16:14:59
1053,6345,January 2016,,2016-01-22 16:14:57
1054,6346,January 2016,,2016-01-29 14:03:46
1055,3072,January 2016,,2016-01-29 14:03:45
1056,13507,January 2016,,2016-01-29 14:03:45
1057,11798,January 2016,,2016-01-29 14:03:44
1058,9333,January 2016,,2016-01-29 14:03:43
1059,6348,February 2016,,2016-02-04 17:24:50
1060,6349,February 2016,,2016-02-04 17:24:50
1061,2423,February 2016,,2016-02-05 11:21:17
1062,13509,February 2016,,2016-02-05 11:21:18
1063,13510,February 2016,,2016-02-06 14:48:35
1064,13511,February 2016,,2016-02-10 16:34:12
1065,13512,February 2016,,2016-02-10 16:34:13
1066,2336,February 2016,,2016-02-16 12:03:54
1067,13513,February 2016,,2016-02-11 10:36:57
1068,13514,February 2016,,2016-02-11 10:36:57
1069,13515,February 2016,,2016-02-11 10:36:55
1070,6350,February 2016,,2016-03-23 15:18:16
1071,6334,February 2016,,2016-03-23 15:18:15
1072,13502,February 2016,,2016-02-16 12:03:55
1073,7581,February 2016,,2016-02-16 12:04:07
1074,13516,February 2016,,2016-02-16 12:04:05
1075,13517,February 2016,,2016-02-16 12:04:06
1076,13518,February 2016,,2016-02-16 12:04:06
1077,13519,February 2016,,2016-02-24 14:39:55
1078,13520,February 2016,,2016-02-24 14:39:54
1079,13521,February 2016,,2016-02-24 14:39:53
1080,13522,February 2016,,2016-02-24 14:39:53
1081,13523,February 2016,,2016-02-24 14:39:52
1082,2720,March 2016,,2016-03-02 16:15:51
1083,6499,March 2016,,2016-03-02 16:15:53
1084,13527,March 2016,,2016-03-02 16:15:51
1085,13528,March 2016,,2016-03-02 16:15:53
1086,7582,March 2016,,2016-03-02 16:15:52
1087,7681,March 2016,,2016-03-11 15:24:40
1088,13531,March 2016,,2016-03-11 15:24:39
1089,6331,March 2016,,2016-03-11 15:24:36
1090,13533,March 2016,,2016-03-11 15:24:36
1091,13532,March 2016,,2016-03-11 15:24:37
1092,11972,March 2013,,2016-03-11 15:24:38
1093,13534,March 2016,,2016-03-18 15:45:07
1094,13535,March 2016,,2016-03-18 15:45:07
1095,13536,March 2016,,2016-03-23 15:18:13
1096,13537,March 2016,,2016-03-18 15:45:05
1097,13538,March 2016,,2016-03-18 15:45:05
1098,13539,March 2016,,2016-03-18 15:45:06
1099,10415,March 2016,,2016-03-23 15:18:14
1100,10414,March 2016,,2016-03-23 15:18:15
1101,7613,March 2016,,2016-03-24 12:18:41
1102,13540,March 2016,,2016-03-31 15:12:25
1103,12100,March 2016,,2016-03-31 15:12:24
1104,13541,March 2016,,2016-03-31 16:53:10
1105,13542,March 2016,,2016-03-31 16:53:09
1106,13543,March 2016,,2016-03-31 16:53:10
1107,13544,April 2016,,2016-04-07 14:28:32
1108,6567,April 2016,,2016-04-07 14:28:31
1109,4301,April 2016,,2016-04-07 14:28:29
1110,6568,April 2016,,2016-04-07 14:28:30
1111,6892,April 2016,,2016-04-07 14:28:31
1112,13545,April 2016,,2016-04-15 14:49:36
1113,13546,April 2016,,2016-04-15 14:49:35
1114,13547,April 2016,,2016-04-15 14:49:33
1115,6333,April 2016,,2016-04-15 14:49:34
1116,6332,April 2016,,2016-04-15 14:49:35
1117,9171,April 2016,,2016-04-22 16:06:03
1118,6353,April 2016,,2016-04-22 16:06:01
1119,8474,April 2016,,2016-04-22 16:06:01
1120,13548,April 2016,,2016-04-22 16:06:02
1121,13549,April 2016,,2016-04-22 16:06:02
1122,11246,May 2016,,2016-05-04 16:40:36
1123,11245,May 2016,,2016-05-04 16:40:35
1124,11279,May 2016,,2016-05-04 16:40:34
1125,8892,May 2016,,2016-05-04 16:40:32
1126,11277,May 2016,,2016-05-04 16:40:33
1127,13550,May 2016,,2016-05-13 16:10:02
1128,11278,May 2016,,2016-05-13 16:10:02
1129,3109,May 2016,,2016-05-13 16:10:01
1130,5331,May 2016,,2016-05-13 16:10:00
1131,8126,May 2016,,2016-05-13 16:09:59
1132,2973,May 2016,,2016-05-20 11:10:25
1133,13558,May 2016,,2016-05-20 12:50:24
1134,12865,May 2016,,2016-05-20 12:50:23
1135,8754,May 2016,,2016-05-20 12:50:22
1136,13559,May 2016,,2016-05-26 17:56:17
1137,13560,May 2016,,2016-05-26 17:56:17
1138,5641,May 2016,,2016-05-26 17:56:16
1139,13561,May 2016,,2016-05-26 17:56:14
1140,13562,May 2016,,2016-05-26 17:56:15
1141,13563,June 2016,,2016-06-03 11:49:51
1142,13564,June 2016,,2016-06-03 11:49:50
1143,7462,June 2016,,2016-06-03 11:49:50
1144,7521,June 2016,,2016-06-03 11:49:49
1145,276,June 2016,,2016-06-03 11:49:48
1146,9572,June 2016,,2016-06-08 14:34:38
1147,11796,June 2016,,2016-06-10 14:16:37
1148,11790,June 2016,,2016-06-10 14:16:38
1149,4177,June 2016,,2016-06-13 11:05:44
1150,2987,June 2016,,2016-06-13 11:05:42
1151,8753,June 2016,,2016-06-14 11:55:04
1152,6395,June 2016,,2016-06-15 13:01:03
1153,5313,June 2016,,2016-06-15 13:01:02
1154,2434,June 2016,,2016-06-24 14:05:29
1155,2427,June 2016,,2016-06-24 14:05:29
1156,5985,June 2016,,2016-06-24 14:05:28
1157,6779,June 2016,,2016-06-24 14:05:27
1158,6801,July 2016,,2016-07-01 12:28:26
1159,6982,July 2016,,2016-07-01 12:28:25
1160,13566,July 2016,,2016-07-21 11:26:40
1161,7641,August 2016,,2016-08-17 15:16:18
1162,13572,August 2016,,2016-08-17 15:16:19
1163,13574,September 2016,,2016-09-15 15:14:22
1164,8757,September 2016,,2016-09-23 13:10:18
1165,13583,October 2016,,2016-10-19 16:23:51
1166,9305,October 2016,October 2020,2016-10-19 16:23:50
1167,7162,November 2016,,2016-11-04 11:34:14
1168,11285,November 2016,,2016-11-08 15:00:57
1169,13588,November 2016,,2016-11-29 11:49:00
1170,10018,January 2017,,2017-01-18 13:47:36
1171,10546,March 2017,,2017-03-07 17:04:48
1172,2339,March 2017,,2017-03-15 10:21:37
1173,10561,June 2017,,2017-06-01 9:29:06
