tol_id,tbrc_id,primary_name,prefered_wylie,name_variant,lang_tag
1820,P1027,"The Eighth Ngor Khenchen, Muchen Sanggye Rinchen",ngor mkhan chen 08 mus chen sangs rgyas rin chen,Ngor Khenchen 08 Sanggye Rinchen,en
1820,P1027,"The Eighth Ngor Khenchen, Muchen Sanggye Rinchen",ngor mkhan chen 08 mus chen sangs rgyas rin chen,ngor mkhan chen 08 sangs rgyas rin chen,bo-x-ewts
1820,P1027,"The Eighth Ngor Khenchen, Muchen Sanggye Rinchen",ngor mkhan chen 08 mus chen sangs rgyas rin chen,Sanggye Rinchen,en
1831,P1028,Ga Rabjampa Kunga Yeshe,sga rab 'byams pa kun dga' ye shes,kun dga' ye shes,bo-x-ewts
1831,P1028,Ga Rabjampa Kunga Yeshe,sga rab 'byams pa kun dga' ye shes,thar lam rab 'byams pa kun dga' ye shes,bo-x-ewts
1831,P1028,Ga Rabjampa Kunga Yeshe,sga rab 'byams pa kun dga' ye shes,Kunga Yeshe,en
1831,P1028,Ga Rabjampa Kunga Yeshe,sga rab 'byams pa kun dga' ye shes,Tarlam Rabjampa Kunga Yeshe,en
1842,P1029,kun dga' blo gros,kun dga' blo gros,kun dga' blo gros,bo-x-ewts
1843,P10290,rin chen dpal,rin chen dpal,rin chen dpal,bo-x-ewts
1844,P10291,ye shes rgya mtsho,ye shes rgya mtsho,ye shes rgya mtsho,bo-x-ewts
1845,P10292,dkon mchog rgyal mtshan,dkon mchog rgyal mtshan,dkon mchog rgyal mtshan,bo-x-ewts
1848,P10295,don yod rdo rje,don yod rdo rje,don yod rdo rje,bo-x-ewts
1849,P10296,rol pa'i rdo rje,rol pa'i rdo rje,rol pa'i rdo rje,bo-x-ewts
1851,P10298,tshul khrims rgya mtsho,tshul khrims rgya mtsho,tshul khrims rgya mtsho,bo-x-ewts
1852,P10299,"The First Kirti, Gendun Gyeltsen",kirti 01 dge 'dun rgyal mtshan,Rongchen Gendun Gyeltsen,en
1852,P10299,"The First Kirti, Gendun Gyeltsen",kirti 01 dge 'dun rgyal mtshan,ljags nag pa dge 'dun rgyal mtshan,bo-x-ewts
1852,P10299,"The First Kirti, Gendun Gyeltsen",kirti 01 dge 'dun rgyal mtshan,rong ba ljags nag pa dge 'dun rgyal mtshan,bo-x-ewts
1852,P10299,"The First Kirti, Gendun Gyeltsen",kirti 01 dge 'dun rgyal mtshan,Rongwa Jaknakpa Gendun Gyeltsen,en
1852,P10299,"The First Kirti, Gendun Gyeltsen",kirti 01 dge 'dun rgyal mtshan,Jaknakpa Gendun Gyeltsen,en
1852,P10299,"The First Kirti, Gendun Gyeltsen",kirti 01 dge 'dun rgyal mtshan,rong chen dge 'dun rgyal mtshan,bo-x-ewts
1860,P10305,bkra shis phun tshogs,bkra shis phun tshogs,bkra shis phun tshogs,bo-x-ewts
1869,P10313,Lodro Namgyel,blo gros rnam rgyal,Lobzang Namgyel,en
1869,P10313,Lodro Namgyel,blo gros rnam rgyal,mkhas grub blo gros rnam rgyal,bo-x-ewts
1869,P10313,Lodro Namgyel,blo gros rnam rgyal,blo bzang rnam rgyal,bo-x-ewts
1869,P10313,Lodro Namgyel,blo gros rnam rgyal,Khedrub Lodro Namgyel,en
1871,P10315,Samlo Sanggye Tashi,bsam blo sangs rgyas bkra shis,sangs rgyas bkra shis,bo-x-ewts
1871,P10315,Samlo Sanggye Tashi,bsam blo sangs rgyas bkra shis,glang dkar ba sangs rgyas bkra shis,bo-x-ewts
1871,P10315,Samlo Sanggye Tashi,bsam blo sangs rgyas bkra shis,Langkarwa Sanggye Tashi,en
1871,P10315,Samlo Sanggye Tashi,bsam blo sangs rgyas bkra shis,Sanggye Tashi,en
1871,P10315,Samlo Sanggye Tashi,bsam blo sangs rgyas bkra shis,Samlo Lama ,en
1871,P10315,Samlo Sanggye Tashi,bsam blo sangs rgyas bkra shis,bsam blo bla ma,bo-x-ewts
1871,P10315,Samlo Sanggye Tashi,bsam blo sangs rgyas bkra shis,Drubchen Langkarwa ,en
1871,P10315,Samlo Sanggye Tashi,bsam blo sangs rgyas bkra shis,grub chen glang skar ba,bo-x-ewts
1871,P10315,Samlo Sanggye Tashi,bsam blo sangs rgyas bkra shis,Tsonyingwa Lama ,en
1871,P10315,Samlo Sanggye Tashi,bsam blo sangs rgyas bkra shis,mtsho snying ba bla ma,bo-x-ewts
1874,P10318,blo bzang bstan pa'i rgyal   mtshan,blo bzang bstan pa'i rgyal   mtshan,blo bzang bstan pa'i rgyal   mtshan,bo-x-ewts
1887,P1033,grags pa rgyal mtshan,grags pa rgyal mtshan,grags pa rgyal mtshan,bo-x-ewts
1898,P1034,Muchen Sempa Chenpo Konchok Gyeltsen,mus chen sems dpa' chen po dkon mchog rgyal mtshan,dkon mchog rgyal mtshan,bo-x-ewts
1898,P1034,Muchen Sempa Chenpo Konchok Gyeltsen,mus chen sems dpa' chen po dkon mchog rgyal mtshan,ngor mkhan chen 02 dkon mchog rgyal mtshan,bo-x-ewts
1898,P1034,Muchen Sempa Chenpo Konchok Gyeltsen,mus chen sems dpa' chen po dkon mchog rgyal mtshan,Konchok Dar,en
1898,P1034,Muchen Sempa Chenpo Konchok Gyeltsen,mus chen sems dpa' chen po dkon mchog rgyal mtshan,mus chen dkon mchog rgyal mtshan,bo-x-ewts
1898,P1034,Muchen Sempa Chenpo Konchok Gyeltsen,mus chen sems dpa' chen po dkon mchog rgyal mtshan,sems dpa' chen po dkon mchog rgyal mtshan,bo-x-ewts
1898,P1034,Muchen Sempa Chenpo Konchok Gyeltsen,mus chen sems dpa' chen po dkon mchog rgyal mtshan,dkon mchog dar,bo-x-ewts
1898,P1034,Muchen Sempa Chenpo Konchok Gyeltsen,mus chen sems dpa' chen po dkon mchog rgyal mtshan,Konchok Gyeltsen,en
1898,P1034,Muchen Sempa Chenpo Konchok Gyeltsen,mus chen sems dpa' chen po dkon mchog rgyal mtshan,Muchen Konchok Gyeltsen,en
1898,P1034,Muchen Sempa Chenpo Konchok Gyeltsen,mus chen sems dpa' chen po dkon mchog rgyal mtshan,Ngor Khenchen 02 Kongchok Gyeltsen,en
1898,P1034,Muchen Sempa Chenpo Konchok Gyeltsen,mus chen sems dpa' chen po dkon mchog rgyal mtshan,Sempa Chenpo Konchok Gyeltsen,en
1901,P10342,"The Seventh Kirti, Kunga Chopak Tubten Nyima",kirti 07 kun dga' chos 'phags thub bstan nyi ma,kir+ti 07 kun dga' chos 'phags thub bstan nyi ma,bo-x-ewts
1902,P10343,"The Ninth Kirti, Kelzang Lodro Kunga Lungtok Gyatso",kirti 09 bskal bzang blo gros kun dga' lung rtogs rgya mtsho,bskal bzang blo gros kun dga'   lung rtogs rgya mtsho,bo-x-ewts
1902,P10343,"The Ninth Kirti, Kelzang Lodro Kunga Lungtok Gyatso",kirti 09 bskal bzang blo gros kun dga' lung rtogs rgya mtsho,kir+ti 09 bskal bzang blo gros   kun dga' lung rtogs rgya mtsho,bo-x-ewts
1903,P10344,"The Sixth Kirti, Gendun Chokyi Wangchuk",kirti 06 dge 'dun chos kyi dbang phyug,kir+ti 06 dge 'dun chos kyi dbang phyug,bo-x-ewts
1906,P10347,ngag dbang chos 'phel,ngag dbang chos 'phel,ngag dbang chos 'phel,bo-x-ewts
1908,P1035,Drakpa Dorje,grags pa rdo rje,Minyak Paṇḍita Drakpa Dorje,en
1908,P1035,Drakpa Dorje,grags pa rdo rje,mi nyag paN+Di ta grags pa rdo rje,bo-x-ewts
1919,P1036,shes rab bzang po,shes rab bzang po,shes rab bzang po,bo-x-ewts
1920,P10360,dge 'dun phun tshogs,dge 'dun phun tshogs,dge 'dun phun tshogs,bo-x-ewts
1930,P1037,"The Fifth Ngor Khenchen, Pelden Dorje",ngor mkhan chen 05 dpal ldan rdo rje,Khedrub Pelden Dorje,en
1930,P1037,"The Fifth Ngor Khenchen, Pelden Dorje",ngor mkhan chen 05 dpal ldan rdo rje,rdor rje sa brtan,bo-x-ewts
1930,P1037,"The Fifth Ngor Khenchen, Pelden Dorje",ngor mkhan chen 05 dpal ldan rdo rje,mkhas grub dpal ldan rdo rje,bo-x-ewts
1930,P1037,"The Fifth Ngor Khenchen, Pelden Dorje",ngor mkhan chen 05 dpal ldan rdo rje,Dorje Saten,en
1963,P1040,"The Fourth Ngor Khenchen, Kunga Wangchuk",ngor mkhan chen 04 kun dga' dbang phyug,Ngor Khenchen 04 Kunga Wangchuk,en
1963,P1040,"The Fourth Ngor Khenchen, Kunga Wangchuk",ngor mkhan chen 04 kun dga' dbang phyug,rgyal tshab dam pa kun dga' dbang phyug,bo-x-ewts
1963,P1040,"The Fourth Ngor Khenchen, Kunga Wangchuk",ngor mkhan chen 04 kun dga' dbang phyug,ngor mkhan chen 04 kun dga' dbang phyug,bo-x-ewts
1963,P1040,"The Fourth Ngor Khenchen, Kunga Wangchuk",ngor mkhan chen 04 kun dga' dbang phyug,Gyeltsab Dampa Kunga Wangchuk,en
1974,P1041,Kunga Wangchuk,kun dga' dbang phyug,Sakya Lobpon Chenpo Kunga Wangchuk,en
1974,P1041,Kunga Wangchuk,kun dga' dbang phyug,sa skya pa slob dpon chen po kun dga' dbang phyug,bo-x-ewts
1974,P1041,Kunga Wangchuk,kun dga' dbang phyug,sa skya bzhi thog 04 kun dga' dbang phyug,bo-x-ewts
1981,P10416,Kyabdak Drubchok Wangpo,khyab bdag grub mchog dbang po,grub mchog dbang po,bo-x-ewts
1981,P10416,Kyabdak Drubchok Wangpo,khyab bdag grub mchog dbang po,Drubchok Wangpo,en
1984,P10419,nam mkha' rgyal mtshan,nam mkha' rgyal mtshan,nam mkha' rgyal mtshan,bo-x-ewts
1985,P1042,Gorampa Sonam Sengge,go rams pa bsod nams seng ge,bsod nams seng ge,bo-x-ewts
1985,P1042,Gorampa Sonam Sengge,go rams pa bsod nams seng ge,go bo rab 'byams pa bsod nams seng ge,bo-x-ewts
1985,P1042,Gorampa Sonam Sengge,go rams pa bsod nams seng ge,ngor mkhan chen 06 bsod nams seng ge,bo-x-ewts
1985,P1042,Gorampa Sonam Sengge,go rams pa bsod nams seng ge,Sonam Sengge,en
1985,P1042,Gorampa Sonam Sengge,go rams pa bsod nams seng ge,Gowo Rabjampa Sonam Sengge,bo-x-ewts
1985,P1042,Gorampa Sonam Sengge,go rams pa bsod nams seng ge,Ngor Khenchen 06 Sonam Sengge,en
1994,P10428,sangs rgyas ye shes,sangs rgyas ye shes,sangs rgyas ye shes,bo-x-ewts
1998,P10431,bsod nams bzang po,bsod nams bzang po,bsod nams bzang po,bo-x-ewts
2005,P10438,don grub rin chen,don grub rin chen,don grub rin chen,bo-x-ewts
2006,P10439,sangs rgyas seng+ge,sangs rgyas seng+ge,sangs rgyas seng+ge,bo-x-ewts
2010,P10442,kun dga' rin chen,kun dga' rin chen,kun dga' rin chen,bo-x-ewts
2015,P10447,mdo rgyud rgya mtsho,mdo rgyud rgya mtsho,mdo rgyud rgya mtsho,bo-x-ewts
2020,P10451,jam dbyangs bstan pa'i rgyal   mtshan,jam dbyangs bstan pa'i rgyal   mtshan,jam dbyangs bstan pa'i rgyal   mtshan,bo-x-ewts
2027,P10458,rdor rgyal ba,rdor rgyal ba,rdo rje rgyal mtshan,bo-x-ewts
2029,P1046,Shongton Dorje Gyeltsen,shong ston rdo rje rgyal mtshan,rdo rje rgyal mtshan,bo-x-ewts
2029,P1046,Shongton Dorje Gyeltsen,shong ston rdo rje rgyal mtshan,shong lo tsA ba rdo rje rgyal mtshan,bo-x-ewts
2029,P1046,Shongton Dorje Gyeltsen,shong ston rdo rje rgyal mtshan,Dorje Gyeltsen,en
2029,P1046,Shongton Dorje Gyeltsen,shong ston rdo rje rgyal mtshan,Shong Lotsāwa Dorje Gyeltsen,en
2029,P1046,Shongton Dorje Gyeltsen,shong ston rdo rje rgyal mtshan,Shongton Lotsāwa Dorje Gyeltsen,en
2044,P10473,kun dga' rgyal mtshan,kun dga' rgyal mtshan,kun dga' rgyal mtshan,bo-x-ewts
2045,P10474,dpal ldan bkra shis,dpal ldan bkra shis,dpal ldan bkra shis,bo-x-ewts
2051,P1048,Pakpa Lodro Gyeltsen,phags pa blo gros rgyal mtshan,blo gros rgyal mtshan,bo-x-ewts
2051,P1048,Pakpa Lodro Gyeltsen,phags pa blo gros rgyal mtshan,chos rgyal 'phags pa blo gros rgyal mtshan,bo-x-ewts
2051,P1048,Pakpa Lodro Gyeltsen,phags pa blo gros rgyal mtshan,gro mgon 'phags pa blo gros rgyal mtshan,bo-x-ewts
2051,P1048,Pakpa Lodro Gyeltsen,phags pa blo gros rgyal mtshan,phags pa lug skyes,bo-x-ewts
2051,P1048,Pakpa Lodro Gyeltsen,phags pa blo gros rgyal mtshan,Lodro Gyeltsen,en
2051,P1048,Pakpa Lodro Gyeltsen,phags pa blo gros rgyal mtshan,Drogon Pakpa Lodro Gyeltsen,en
2051,P1048,Pakpa Lodro Gyeltsen,phags pa blo gros rgyal mtshan,Chogyel Pakpa Lodro Gyeltsen,en
2051,P1048,Pakpa Lodro Gyeltsen,phags pa blo gros rgyal mtshan,Pakpa Lukye,en
2058,P10486,kun dga' rin chen,kun dga' rin chen,kun dga' rin chen,bo-x-ewts
2068,P10496,shes rab rdo rje,shes rab rdo rje,shes rab rdo rje,bo-x-ewts
2069,P10497,Rinchen Dorje,rin chen rdo rje,khang dmar rin chen rdo rje,bo-x-ewts
2069,P10497,Rinchen Dorje,rin chen rdo rje,Khangmar Rinchen Dorje,en
2071,P10499,pad+ma bkra shis,pad+ma bkra shis,pad+ma bkra shis,bo-x-ewts
2072,P105,ye shes rgyal mtshan,ye shes rgyal mtshan,ye shes rgyal mtshan,bo-x-ewts
2073,P1050,sa dbang bzang po,sa dbang bzang po,paNDi ta,bo-x-ewts
2075,P10501,nam mkha' rin chen,nam mkha' rin chen,nam mkha' rin chen,bo-x-ewts
2076,P10502,phrin las rgya mtsho,phrin las rgya mtsho,phrin las rgya mtsho,bo-x-ewts
2091,P10517,rdo rje rab brtan,rdo rje rab brtan,rdo rje rab brtan,bo-x-ewts
2100,P10526,yon tan rgya mtsho,yon tan rgya mtsho,yon tan rgya mtsho,bo-x-ewts
2104,P1053,Lotsāwa Chokden Lekpai Lodro,mchog ldan legs pa'i blo gros,legs pa'i blo gros,bo-x-ewts
2104,P1053,Lotsāwa Chokden Lekpai Lodro,mchog ldan legs pa'i blo gros,mang mkhar lo tsA ba mchog ldan legs pa'i blo gros,bo-x-ewts
2104,P1053,Lotsāwa Chokden Lekpai Lodro,mchog ldan legs pa'i blo gros,lo mchog mchog ldan legs pa'i blo gros,bo-x-ewts
2104,P1053,Lotsāwa Chokden Lekpai Lodro,mchog ldan legs pa'i blo gros,mchog ldan legs pa'i blo gros dpungs rgyan mdzes pa'i me tog,bo-x-ewts
2104,P1053,Lotsāwa Chokden Lekpai Lodro,mchog ldan legs pa'i blo gros,gzhon nu 'od,bo-x-ewts
2104,P1053,Lotsāwa Chokden Lekpai Lodro,mchog ldan legs pa'i blo gros,Lekpai Lodro,en
2104,P1053,Lotsāwa Chokden Lekpai Lodro,mchog ldan legs pa'i blo gros,mang mkhar lo tsA ba gzhon nu 'od,bo-x-ewts
2104,P1053,Lotsāwa Chokden Lekpai Lodro,mchog ldan legs pa'i blo gros,Zhonnu O,en
2104,P1053,Lotsāwa Chokden Lekpai Lodro,mchog ldan legs pa'i blo gros,Lochok Chokden Lekpai Lodro,en
2104,P1053,Lotsāwa Chokden Lekpai Lodro,mchog ldan legs pa'i blo gros,Mangkar Lotsāwa Zhonnu O,en
2104,P1053,Lotsāwa Chokden Lekpai Lodro,mchog ldan legs pa'i blo gros,Mangkar Lotsāwa Chokden Lekpai Lodro,en
2104,P1053,Lotsāwa Chokden Lekpai Lodro,mchog ldan legs pa'i blo gros,Chokden Lekpai Lodro Punggyan Dzepai Metok,en
2110,P10535,bkra shis dpal,bkra shis dpal,bkra shis dpal,bo-x-ewts
2111,P10536,bkra shis rnam rgyal,bkra shis rnam rgyal,bkra shis rnam rgyal,bo-x-ewts
2113,P10538,shes rab grags pa,shes rab grags pa,shes rab grags pa,bo-x-ewts
2115,P1054,bsod nams rgyal mtshan,bsod nams rgyal mtshan,bsod nams rgyal mtshan,bo-x-ewts
2118,P5987,"The First Chaktsa Tulku, Kunzang Ngedon Wangpo",phyag tsha sprul sku 01 kun bzang nges don dbang po,phyag tsha 01 kun bzang nges don dbang po,bo-x-ewts
2118,P5987,"The First Chaktsa Tulku, Kunzang Ngedon Wangpo",phyag tsha sprul sku 01 kun bzang nges don dbang po,kaH thog pa kun bzang nges don dbang po,bo-x-ewts
2118,P5987,"The First Chaktsa Tulku, Kunzang Ngedon Wangpo",phyag tsha sprul sku 01 kun bzang nges don dbang po,Katokpa Kunzang Ngedon Wangpo,en
2118,P5987,"The First Chaktsa Tulku, Kunzang Ngedon Wangpo",phyag tsha sprul sku 01 kun bzang nges don dbang po,Chaktsa 01 Kunzang Ngedon Wangpo,en
2124,P10548,gzhon nu rgyal mtshan,gzhon nu rgyal mtshan,gzhon nu rgyal mtshan,bo-x-ewts
2127,P10550,nam mkha' rgyal mtshan,nam mkha' rgyal mtshan,nam mkha' rgyal mtshan,bo-x-ewts
2131,P10554,grub mchog dbang po,grub mchog dbang po,grub mchog dbang po,bo-x-ewts
2133,P10556,rin chen 'od zer,rin chen 'od zer,rin chen 'od zer,bo-x-ewts
2136,P10559,dpal ldan rgya mtsho,dpal ldan rgya mtsho,dpal ldan rgya mtsho,bo-x-ewts
2137,P1056,Sakya Paṇḍita Kunga Gyeltsen,sa skya paN+Dita kun dga' rgyal mtshan,kun dga' rgyal mtshan,bo-x-ewts
2137,P1056,Sakya Paṇḍita Kunga Gyeltsen,sa skya paN+Dita kun dga' rgyal mtshan,sa skya paN+Di ta,bo-x-ewts
2137,P1056,Sakya Paṇḍita Kunga Gyeltsen,sa skya paN+Dita kun dga' rgyal mtshan,Kunga Gyeltsen,en
2137,P1056,Sakya Paṇḍita Kunga Gyeltsen,sa skya paN+Dita kun dga' rgyal mtshan,Sakya Paṇḍita,en
2137,P1056,Sakya Paṇḍita Kunga Gyeltsen,sa skya paN+Dita kun dga' rgyal mtshan,Sakya Pandita,en
2138,P10560,ye shes skal bzang,ye shes skal bzang,ye shes skal bzang,bo-x-ewts
2139,P10561,phrin las rgya mtsho,phrin las rgya mtsho,phrin las rgya mtsho,bo-x-ewts
2141,P10563,yon tan rgya mtsho,yon tan rgya mtsho,yon tan rgya mtsho,bo-x-ewts
2144,P10566,dkon mchog rgyal po,dkon mchog rgyal po,dkon mchog rgyal po,bo-x-ewts
2148,P1057,bsod nams rgyal mtshan,bsod nams rgyal mtshan,bsod nams rgyal mtshan,bo-x-ewts
2151,P10572,kong sprul 04 chos kyi nyi ma,kong sprul 04 chos kyi nyi ma,chos kyi nyi ma,bo-x-ewts
2154,P10575,dge legs rgya mtsho,dge legs rgya mtsho,dge legs rgya mtsho,bo-x-ewts
2159,P1058,byang chub rgyal mtshan,byang chub rgyal mtshan,byang chub rgyal mtshan,bo-x-ewts
2161,P10581,bstan pa'i nyi ma,bstan pa'i nyi ma,bstan pa'i nyi ma,bo-x-ewts
2162,P10582,"The Second Tsurpu Gyeltsab, Tashi Namgyel",mtshur phu rgyal tshab 02 bkra shis rnam rgyal,mtshur phu rgyal tshab 02 bkra shis rnam rgyal,bo-x-ewts
2164,P10584,bstan pa'i nyi ma,bstan pa'i nyi ma,bstan pa'i nyi ma,bo-x-ewts
2173,P10592,bsod nams chos 'phel,bsod nams chos 'phel,bsod nams chos 'phel,bo-x-ewts
2179,P10599,grags pa seng+ge,grags pa seng+ge,grags pa seng+ge,bo-x-ewts
2180,P106,"The Fifth Paṇchen Lama, Lobzang Yeshe",paN chen bla ma 05 blo bzang ye shes,paN chen 05 blo bzang ye shes,bo-x-ewts
2180,P106,"The Fifth Paṇchen Lama, Lobzang Yeshe",paN chen bla ma 05 blo bzang ye shes,Lobzang Yeshe Pelzangpo ,en
2180,P106,"The Fifth Paṇchen Lama, Lobzang Yeshe",paN chen bla ma 05 blo bzang ye shes,blo bzang ye shes dpal bzang po,bo-x-ewts
2180,P106,"The Fifth Paṇchen Lama, Lobzang Yeshe",paN chen bla ma 05 blo bzang ye shes,Paṇchen 05 Lobzang Yeshe,en
2181,P1060,Chim Namkha Drak,mchims nam mkha' grags pa,nam mkha' grags pa,bo-x-ewts
2181,P1060,Chim Namkha Drak,mchims nam mkha' grags pa,snar thang mkhan chen 07 nam mkha' grags pa,bo-x-ewts
2181,P1060,Chim Namkha Drak,mchims nam mkha' grags pa,Namkha Drakpa,en
2187,P10605,brtson 'grus grags pa,brtson 'grus grags pa,brtson 'grus grags pa,bo-x-ewts
2188,P10606,bshes gnyen grags pa,bshes gnyen grags pa,bshes gnyen grags pa,bo-x-ewts
2191,P10609,blo gros grags pa,blo gros grags pa,blo gros grags pa,bo-x-ewts
2192,P1061,shes rab rin chen,shes rab rin chen,shes rab rin chen,bo-x-ewts
2195,P10612,shes rab rin chen,shes rab rin chen,shes rab rin chen,bo-x-ewts
2203,P1062,Zhangton Konchok Pel,zhang ston dkon mchog dpal,dkon mchog dpal,bo-x-ewts
2203,P1062,Zhangton Konchok Pel,zhang ston dkon mchog dpal,Konchok Pel,en
2203,P1062,Zhangton Konchok Pel,zhang ston dkon mchog dpal,sa skya'i bstan 'dzin zhang ston dkon mchog dpal  ,bo-x-ewts
2203,P1062,Zhangton Konchok Pel,zhang ston dkon mchog dpal,zhang rgyal ba dpal,bo-x-ewts
2203,P1062,Zhangton Konchok Pel,zhang ston dkon mchog dpal,gung thang gi btsun pa zhang rgyal ba dpal,bo-x-ewts
2203,P1062,Zhangton Konchok Pel,zhang ston dkon mchog dpal,Sakya Tendzin Zhangton Konchok Pel,en
2203,P1062,Zhangton Konchok Pel,zhang ston dkon mchog dpal,Gungtang Tsunpa Zhangton Gyelwa Pel,en
2203,P1062,Zhangton Konchok Pel,zhang ston dkon mchog dpal,Zhang Gyelwa Pel,en
2205,P10621,rdo rje 'od zer,rdo rje 'od zer,rdo rje 'od zer,bo-x-ewts
2206,P10622,shes rab seng+ge,shes rab seng+ge,shes rab seng+ge,bo-x-ewts
2208,P10624,dbang phyug brtson 'grus,dbang phyug brtson 'grus,dbang phyug brtson 'grus,bo-x-ewts
2214,P1063,kun dga' blo gros,kun dga' blo gros,kun dga' blo gros,bo-x-ewts
2219,P10634,blo gros rgya mtsho,blo gros rgya mtsho,blo gros rgya mtsho,bo-x-ewts
2221,P10636,gzhon nu dpal,gzhon nu dpal,gzhon nu dpal,bo-x-ewts
2224,P10639,jam dbyangs chos kyi blo gros,jam dbyangs chos kyi blo gros,jam dbyangs chos kyi blo gros,bo-x-ewts
2232,P10646,Kunkyong Lingpa,kun skyong gling pa,dpa' bo gter ston,bo-x-ewts
2232,P10646,Kunkyong Lingpa,kun skyong gling pa,gter chen kun skyong gling pa,bo-x-ewts
2232,P10646,Kunkyong Lingpa,kun skyong gling pa,Terchen Kunkyong Lingpa ,en
2232,P10646,Kunkyong Lingpa,kun skyong gling pa,gter ston o rgyan kun skyong gling pa,bo-x-ewts
2232,P10646,Kunkyong Lingpa,kun skyong gling pa,Terchen Orgyen Kunkyong Lingpa ,en
2232,P10646,Kunkyong Lingpa,kun skyong gling pa,Pawo Terton ,en
2235,P10649,"The Sixth Zamtsa Sertri, Kelzang Lungrik Gyatso",zam tsha gser khri 06 skal bzang lung rigs rgya mtsho,zam tsha 06 skal bzang lung rigs rgya mtsho,bo-x-ewts
2235,P10649,"The Sixth Zamtsa Sertri, Kelzang Lungrik Gyatso",zam tsha gser khri 06 skal bzang lung rigs rgya mtsho,Zamtsa 06 Kelzang Lungrik Gyatso,en
2237,P10650,"The Fifth Zamtsa Sertri, Kelzang Jigme Namkha",zam tsha gser khri 05 skal bzang 'jigs med nam mkha',zam tsha 05 skal bzang 'jigs med nam mkha',bo-x-ewts
2237,P10650,"The Fifth Zamtsa Sertri, Kelzang Jigme Namkha",zam tsha gser khri 05 skal bzang 'jigs med nam mkha',Zamtsa 05 Kelzang Jigme Namkha,en
2238,P10651,"The Third Zamtsa Sertri, Lobzang Trinle Gyatso",zam tsha gser khri 03 blo bzang 'jigs med rgya mtsho,zam tsha 03 blo bzang 'jigs med rgya mtsho,bo-x-ewts
2238,P10651,"The Third Zamtsa Sertri, Lobzang Trinle Gyatso",zam tsha gser khri 03 blo bzang 'jigs med rgya mtsho,blo bzang 'phrin las rgya mtsho,bo-x-ewts
2238,P10651,"The Third Zamtsa Sertri, Lobzang Trinle Gyatso",zam tsha gser khri 03 blo bzang 'jigs med rgya mtsho,Lobzang Jigme Gyatso,en
2238,P10651,"The Third Zamtsa Sertri, Lobzang Trinle Gyatso",zam tsha gser khri 03 blo bzang 'jigs med rgya mtsho,Zamtsa Sertri 03 Lobzang Jigme Gyatso,en
2239,P10652,blo bzang sbyin pa,blo bzang sbyin pa,blo bzang sbyin pa,bo-x-ewts
2243,P10656,jigs med bsam grub rgya mtsho,jigs med bsam grub rgya mtsho,jigs med bsam grub rgya mtsho,bo-x-ewts
2250,P10662,nam mkha' rgyal mtshan,nam mkha' rgyal mtshan,nam mkha' rgyal mtshan,bo-x-ewts
2254,P10666,don grub tshe ring,don grub tshe ring,don grub tshe ring,bo-x-ewts
2271,P10681,pad+ma dbang rgyal,pad+ma dbang rgyal,pad+ma dbang rgyal,bo-x-ewts
2272,P10682,blo bzang 'jam dpal rgya mtsho,blo bzang 'jam dpal rgya mtsho,blo bzang 'jam dpal rgya mtsho,bo-x-ewts
2279,P10689,bsod nams rgya mtsho,bsod nams rgya mtsho,bsod nams rgya mtsho,bo-x-ewts
2280,P1069,Yeshe Rinchen,ye shes rin chen,Tishri 04 Yeshe Rinchen,en
2280,P1069,Yeshe Rinchen,ye shes rin chen,shar pa ye shes rin chen,bo-x-ewts
2280,P1069,Yeshe Rinchen,ye shes rin chen,dus 'khor ba ye shes rin chen,bo-x-ewts
2280,P1069,Yeshe Rinchen,ye shes rin chen,ti shrI 04 ye shes rin chen,bo-x-ewts
2280,P1069,Yeshe Rinchen,ye shes rin chen,Dukorwa Yeshe Rinchen,en
2280,P1069,Yeshe Rinchen,ye shes rin chen,Sharpa Yeshe Rinchen,en
2282,P10691,bstan pa'i nyi ma,bstan pa'i nyi ma,bstan pa'i nyi ma,bo-x-ewts
2287,P10696,rdo rje grags pa,rdo rje grags pa,rdo rje grags pa,bo-x-ewts
2291,P107,blo bzang rnam rgyal,blo bzang rnam rgyal,blo bzang rnam rgyal,bo-x-ewts
2292,P1070,sangs rgyas dpal,sangs rgyas dpal,sangs rgyas dpal,bo-x-ewts
2294,P10701,dkon mchog yar 'phel,dkon mchog yar 'phel,dkon mchog yar 'phel,bo-x-ewts
2300,P10707,blo bzang smon lam,blo bzang smon lam,blo bzang smon lam,bo-x-ewts
2301,P10708,ngag dbang thub bstan,ngag dbang thub bstan,ngag dbang thub bstan,bo-x-ewts
2302,P10709,bsod nams dpal,bsod nams dpal,bsod nams dpal,bo-x-ewts
2303,P1071,tshul khrims rgyal mtshan,tshul khrims rgyal mtshan,tshul khrims rgyal mtshan,bo-x-ewts
2304,P10710,dkon mchog yar 'phel,dkon mchog yar 'phel,dkon mchog yar 'phel,bo-x-ewts
2314,P1072,Rinchen Gyeltsen,rin chen rgyal mtshan,Lobpon Rinchen Gyeltsen,en
2314,P1072,Rinchen Gyeltsen,rin chen rgyal mtshan,slob dpon rin chen rgyal mtshan,bo-x-ewts
2314,P1072,Rinchen Gyeltsen,rin chen rgyal mtshan,sa skya khri 'dzin 07 rin chen rgyal mtshan,bo-x-ewts
2314,P1072,Rinchen Gyeltsen,rin chen rgyal mtshan,Sakya Trizin 07 Rinchen Gyeltsen,en
