person_id,name_variant_text,language_encoding_tag_id,language_encoding_tag_id
3977,sge'u steng blo bzang dpal ldan,bo-x-ewts,1
3977,Lobzang Pelden,en,2
3977,Mipam Tsojung Zhepai Langtso,en,2
3977,Pema Tashi,en,2
3977,Geuteng Lobzang Pelden,en,2
3989,Jampa Tendzin Trinle,en,2
3989,pha bong kha pa bde chen snying po,bo-x-ewts,1
3989,ngag dbang rab brtan,bo-x-ewts,1
3989,byams pa bstan 'dzin 'phrin las,bo-x-ewts,1
3989,Ngawang Rabten,en,2
3989,Pabongkhapa Dechen Nyingpo,en,2
4000,jam dpal bstan pa'i dngos grub,bo-x-ewts,1
4000,stag phu 'jam dpal bstan pa'i dngos grub,bo-x-ewts,1
4000,stag phu pad+ma ba dz+ra,bo-x-ewts,1
4000,pad+ma ba dz+ra,bo-x-ewts,1
4000,pad+ma rdo rje,bo-x-ewts,1
4000,ngag dbang blo bzang 'jam dpal bstan pa'i dngos grub,bo-x-ewts,1
4000,Jampel Tenpai Ngodrub,en,2
4000,Ngawang Lobzang Jampel Tenpai Ngodrub,en,2
4000,Pema Vajra,en,2
4000,Pema Dorje,en,2
4000,Takpu Jampel Tenpai Ngodrub,en,2
4000,Takpu Pema Vajra,en,2
4000,stag phu rdo rje 'chang,bo-x-ewts,1
4000,Takpu Dorje Chang,en,2
4002,Sangdak Jedrung Tulku 02,en,2
4002,ol dga' rje drung 01 dge 'dun bkra shis,bo-x-ewts,1
4002,sngags rams pa dge 'dun bkra shis,bo-x-ewts,1
4002,gsang bdag rje drung sprul sku 02,bo-x-ewts,1
4002,Wolga Jedrung 01 Gendun Tashi,en,2
4002,Ngak Rampa Gendun Tashi,en,2
4002,Chamdo Trirab 07 Gendun Tashi,en,2
4002,chab mdo khri rabs 08 dge 'dun bkra shis,bo-x-ewts,1
4002,rje drung dge 'dun bkra shis,bo-x-ewts,1
4002,rje drung sngags rams pa dge 'dun bkra shis,bo-x-ewts,1
4002,Jedrung Ngak Rampa Gendun Tashi,en,2
4002,Jedrung Gendun Tashi,en,2
4028,slob dpon ye shes rgyal mtshan,bo-x-ewts,1
4028,kaH thog pa ye shes rgyal mtshan,bo-x-ewts,1
4028,Katokpa Yeshe Gyeltsen ,en,2
4028,Khedrub Yeshe Gyeltsen ,en,2
4028,Lobpon Yeshe Gyeltsen ,en,2
4028,Buborwa Tang-gang Drungpa ,en,2
4043,gzhon nu rgyal po,bo-x-ewts,1
4043,rig 'dzin ku mA rA dza,bo-x-ewts,1
4043,ku mA rA dza,bo-x-ewts,1
4043,bka' brgyad mkha' klong yangs pa,bo-x-ewts,1
4043,thar pa'i rgyan,bo-x-ewts,1
4043,Kumararaja,en,2
4043,Zhonnu Gyelpo,en,2
4043,Kumaraja,en,2
4043,Kumārāja,sa-x-iast,3
4077,che shos 03 blo bzang byang chub bstan pa'i sgron me,bo-x-ewts,1
4077,byang chub bstan pa'i sgron me,bo-x-ewts,1
4077,che shos byang chub bstan pa'i sgron me,bo-x-ewts,1
4077,blo bzang bstan pa'i sgron me,bo-x-ewts,1
4077,blo bzang bstan pa'i rgyal mtshan,bo-x-ewts,1
4077,chos med chos kyi rdo rje,bo-x-ewts,1
4077,sku 'bum gdan rabs 71 blo bzang byang chub bstan pa'i sgron me,bo-x-ewts,1
4077,Chesho 03 Lobzang Jangchub Tanpei Dronme ,en,2
4077,Lobzang Tenpai Gyeltsen,en,2
4077,Lobzang Tenpai Dronme,en,2
4077,Lobzang Jangchub Tenpai Dronme,en,2
4077,Jangchub Tenpai Dronme,en,2
4077,Chesho Jangchub Tenpai Dronme,en,2
4077,Chesho Chokyi Dorje,en,2
4077,Chesho Mikyo Dorje,en,2
4077,Kumbum Denrab 71 Lobzang Jangchub Tenpai Dronme,bo-x-ewts,1
4080,rnam gling paN chen dkon mchog chos grags,bo-x-ewts,1
4080,dkon cog chos grags,bo-x-ewts,1
4080,rat+na d+harma kIrti,bo-x-ewts,1
4080,Namling Panchen Konchok Chodrak,en,2
4080,Ratnadharmakīrti,sa-x-iast,3
4085,jo nang rje btsun kun dga' grol mchog,bo-x-ewts,1
4085,zhe sdang nag pa'i rdo rje,bo-x-ewts,1
4085,sems kyi mdud grol,bo-x-ewts,1
4085,glo bo ba kun dga' grol mchog,bo-x-ewts,1
4085,Lowowa Kunga Drolchok,en,2
4085,Jonang Jetsun Kunga Drolchok,en,2
4085,Semkyi Dudrol,en,2
4085,Shedang Nakpai Dorje,en,2
4086,Lochen Jangchub Tsemo,en,2
4086,lo chen byang chub rtse mo,bo-x-ewts,1
4092,dga' ldan khri chen 31 dam chos dpal ba,bo-x-ewts,1
4092,jang zhabs dam chos dpal ba,bo-x-ewts,1
4092,shar pa dam chos dpal ba,bo-x-ewts,1
4092,dam chos dpal bzang,bo-x-ewts,1
4092,dga' ldan khri chen 31 dam chos dpal ba,bo-x-ewts,1
4092,Ganden Tripa 31 Damcho Pelwa,en,2
4092,Ganden Trichen 31 Damcho Pelwa,en,2
4092,Sharpa Damcho Pelwa,en,2
4092,Damcho Pelzang,en,2
4092,Jangzhab Damcho Pelwa ,en,2
4092,jang zhabs dam chos dpal ba,bo-x-ewts,1
4092,Trichen Damcho Pelwa,en,2
4092,khri chen dam chos dpal ba,bo-x-ewts,1
4113,blo gros dpal,bo-x-ewts,1
4113,thang ston chung ba blo gros dpal,bo-x-ewts,1
4113,lo tsA ba blo gros dpal,bo-x-ewts,1
4113,Lodro Pel,en,2
4113,Lotsāwa Lodro Pel,en,2
4113,Tangton Chungwa Lodro Pel,en,2
4114,phun tshogs dpal,bo-x-ewts,1
4114,Puntsok Pel,en,2
4115,lha'i rgyal mtshan,bo-x-ewts,1
4115,Jarongpa Lhai Gyeltsen,en,2
4115,ja' rong pa lha'i rgyal mtshan,bo-x-ewts,1
4115,Lhai Gyeltsen,en,2
4119,o rgyan rdzong pa,bo-x-ewts,1
4119,Orgyen Dzongpa,en,2
4125,Trulzhik Jangchub Lingpa,en,2
4125,pad+ma bdud 'dul,bo-x-ewts,1
4125,lhang brag grub chen pad+ma bdud 'dul,bo-x-ewts,1
4125,nyi zla kun mdzes,bo-x-ewts,1
4125,khrul zhig gling pa,bo-x-ewts,1
4125,Trulzhik Lingpa,en,2
4125,Lhangdrak Drubchen Pema Dudul,en,2
4125,Pema Dudul,en,2
4125,Nyida Kundze,en,2
4125,khrul zhig byang chub gling pa,bo-x-ewts,1
4125,Drubchen Pema Dudul,en,2
4125,grub chen pad+ma bdud 'dul,bo-x-ewts,1
4140,bsod nams rdo rje,bo-x-ewts,1
4140,po brag pa,bo-x-ewts,1
4140,Sonam Dorje,en,2
4140,Podrakpa,en,2
4140,dar ma grags,bo-x-ewts,1
4140,Darma Drak,en,2
4140,rgyal sras spom brag pa,bo-x-ewts,1
4140,Gyelse Pomdrakpa,en,2
4141,Lobzang Tenpai Gyeltsen Trinle Gyatso,en,2
4141,blo bzang bstan pa'i rgyal mtshan 'phrin las rgya mtsho,bo-x-ewts,1
4141,Ngawang Lobzang Tenpai Gyeltsen Trinle Gyatso ,en,2
4141,ngag dbang blo bzang bstan pa'i rgyal mtshan 'phrin las rgya mtsho,bo-x-ewts,1
4141,Dalai Lama 12 Trinle Gyatso,en,2
4150,Gyeltsab Rinchen Gyatso,en,2
4150,rgyal tshab rin chen rgya mtsho,bo-x-ewts,1
4163,Norbu Dondrub,en,2
4163,rta tshag 10 ngag dbang dpal   ldan chos kyi rgyal mtshan,bo-x-ewts,1
4163,nor bu don grub,bo-x-ewts,1
4163,kun bde hu tuk tu ngag dbang dpal ldan chos kyi rgyal mtshan,bo-x-ewts,1
4164,mtshal min pa bsod nams bzang po,bo-x-ewts,1
4164,mtshal chen pa bsod nams bzang po,bo-x-ewts,1
4164,Tselchen Sonam Zangpo,en,2
4164,Tselminpa Sonam Zangpo,en,2
4164,jo gdan mkhan chen bsod nams bzang po,bo-x-ewts,1
4164,Joden Khenchen Sonam Zangpo,en,2
4164,Nyungne Lama Sonam Zangpo,en,2
4164,smyung gnas bla ma bsod nams bzang po,bo-x-ewts,1
4164,Sonam Zangpo,en,2
4164,bsod nams bzang po,bo-x-ewts,1
4166,blo gros grags pa,bo-x-ewts,1
4166,byams pa kha bo che blo gros grags pa,bo-x-ewts,1
4166,kha bo che mi nyag blo gros grags pa,bo-x-ewts,1
4166,mi nyag blo gros grags pa,bo-x-ewts,1
4166,Lodro Drakpa,en,2
4166,Khawoche Minyak Lodro Drakpa,en,2
4166,Jampa Khawoche Lodro Drakpa,en,2
4166,Minyak Lodro Drakpa,en,2
4167,kun dga' blo gros,bo-x-ewts,1
4167,grub chen kun blo,bo-x-ewts,1
4167,Kunga Lodro,en,2
4167,Drubchen Kunlo,en,2
4168,dkon mchog bzang po,bo-x-ewts,1
4168,Konchok Zangpo,en,2
4168,jo nang mkhan chen dkon mchog bzang po,bo-x-ewts,1
4168,Jonang Khenchen Konchok Zangpo,en,2
4170,Jonang Khenchen Namkha Chokyong,en,2
4170,jo nang mkhan chen nam mkha' chos skyong,bo-x-ewts,1
4175,nyi ma shes rab,bo-x-ewts,1
4175,ro skam mkhan rabs 01 nyi ma shes rab,bo-x-ewts,1
4175,Nyima Sherab,en,2
4175,Rokam Khenrab 01 Nyima Sherab,en,2
4177,rog ston dkon mchog skyabs,bo-x-ewts,1
4177,la stod ston pa dkon mchog skyabs,bo-x-ewts,1
4177,stod ston dkon mchog skyabs,bo-x-ewts,1
4177,Rokton Konchok Kyab,en,2
4177,Lato Konchok Kyab,en,2
4177,Toton Konchok Kyab,en,2
4185,rdo grub 03 'jigs med bstan pa'i nyi ma,bo-x-ewts,1
4185,Dowa Drubchen Jigme Tenpai Nyima,en,2
4185,jigs med bstan nyi,bo-x-ewts,1
4185,Dodrubchen 03 Jigme Tenpai Nyima,en,2
4185,rdo grub chen 03 'jigs med bstan pa'i nyi ma,bo-x-ewts,1
4196,kirti 08 blo bzang 'phrin las bstan pa rgya mtsho,bo-x-ewts,1
4196,rong po chos rje sprul sku blo bzang 'phrin las rgya mtsho,bo-x-ewts,1
4196,phrin las rdo rje,bo-x-ewts,1
4196,Trinle Dorje,en,2
4196,Kirti 08 Lobzang Trinle Tenpa Gyatso ,en,2
4196,Rongwo Choje Tulku Lobzang Trinle Gyatso,en,2
4206,dga' ldan khri pa 81 ngag dbang nor bu,bo-x-ewts,1
4206,zung ju ngag dbang nor bu,bo-x-ewts,1
4206,dga' ldan khri chen 81 ngag dbang nor bu,bo-x-ewts,1
4206,Zungchu Ngawang Norbu,en,2
4206,Ganden Trichen 81 Ngawang Norbu,en,2
4206,Ganden Tripa 81 Ngawang Norbu,en,2
4219,ngor mkhan chen 11 sangs rgyas seng+ge,bo-x-ewts,1
4219,jam dbyangs sangs rgyas seng+ge,bo-x-ewts,1
4219,Jamyang Sanggye Sengge,en,2
4219,lha mo tshe ring,bo-x-ewts,1
4219,Lhamo Tsering,en,2
4219,Ngor Khenchen 11 Sanggye Sengge,en,2
4220,Ngor Khenchen 15 Kunga Sonam Lhundrub,en,2
4220,rtse gdong pa kun dga' bsod nams lhun grub,bo-x-ewts,1
4220,ngor mkhan chen 15 kun dga' bsod nams lhun grub,bo-x-ewts,1
4220,Dorje Gyasog,en,2
4220,jam dbyangs kun dga' bsod nams lhun grub,bo-x-ewts,1
4220,rdo rje rgya sog,bo-x-ewts,1
4220,Jamyang Kunga Sonam Lhundrub,en,2
4220,Tsedongpa Kunga Sonam Lhundrub,en,2
4220,kun dga' bsod nams lhun grub bkra shis grags pa rgyal mtshan dpal bzang po,bo-x-ewts,1
4220,Kunga Sonam Lhundrub Tashi Drakpa Gyeltsen Pel Zangpo,en,2
4221,klu sdings shes rab 'byung gnas,bo-x-ewts,1
4221,Sharchen Sherab Jungne,en,2
4221,shar chen shes rab 'byung gnas,bo-x-ewts,1
4221,Luding Sherab Jungne,en,2
4221,ngor mkhan chen 18,bo-x-ewts,1
4221,Ngor Khenchen 18,en,2
4222,Tartse Namkha Rinchen,en,2
4222,thar rtse nam mkha' rin chen,bo-x-ewts,1
4223,Gyeltsewa,en,2
4223,rgyal rtse ba,bo-x-ewts,1
4223,rgyal rtse ba ngag dbang bsod nams rgyal mtshan,bo-x-ewts,1
4223,Gyeltsewa Ngawang Sonam Gyeltsen,en,2
4224,jam mgon dpal mchog rgyal mtshan,bo-x-ewts,1
4224,Jamgon Pelchok Gyeltsen,en,2
4224,ngor mkhan chen 22,bo-x-ewts,1
4224,Ngor Khenchen 22,en,2
4225,nam mkha' dpal bzang,bo-x-ewts,1
4225,hor ston nam mkha' dpal bzang,bo-x-ewts,1
4225,Namkha Pelzang,en,2
4225,Horton Namkha Pelzang,en,2
4225,Karma,bo-x-ewts,1
4227,shar chen sangs rgyas bstan 'dzin,bo-x-ewts,1
4227,ngor mkhan chen 26 sangs rgyas bstan 'dzin,bo-x-ewts,1
4228,ju mi pham rnam rgyal rgya mtsho,bo-x-ewts,1
4228,mi pham rnam rgyal rgya mtsho,bo-x-ewts,1
4228,jam mgon mi pham rgya mtsho,bo-x-ewts,1
4228,Jamgon Mipam Gyatso,en,2
4228,Ju Mipam Gyatso,en,2
4228,Mipam Namgyel Gyatso,en,2
4249,sa skya pa,bo-x-ewts,1
4249,sa skya pa kun dga' bkra shis,bo-x-ewts,1
4259,ta la'i bla ma 11 mkhas grub rgya mtsho,bo-x-ewts,1
4259,Dalai Lama 11 Khedrub Gyatso,en,2
4261,blo ldan shes rab,bo-x-ewts,1
4261,Lochen Loden Sherab,en,2
4261,lo chen blo ldan shes rab,bo-x-ewts,1
4261,Loden Sherab,en,2
4261,rngog lo tsA ba,bo-x-ewts,1
4261,Ngok Lotsāwa,en,2
4261,Ngok Loden Sherab,en,2
4261,rngog blo ldan shes rab,bo-x-ewts,1
4265,dga' ldan khri pa 32 tshul khrims chos 'phel,bo-x-ewts,1
4265,lcang lo can pa tshul khrims chos 'phel,bo-x-ewts,1
4265,brong rtse tshul khrims chos 'phel,bo-x-ewts,1
4265,bsod nams chos 'phel,bo-x-ewts,1
4265,Drongtse Tsultrim Chopel,en,2
4265,Changlo Chenpa Tsultrim Chopel,en,2
4265,Sonam Chopel,en,2
4265,Ganden Tripa 32 Tsultrim Chopel,en,2
4265,Ganden Trichen 32 Tsultrim Chopel,en,2
4265,dga' ldan khri chen 32 tshul khrims chos 'phel,bo-x-ewts,1
4265,Trichen Tsultrim Chopel,en,2
4265,khri chen tshul khrims chos 'phel,bo-x-ewts,1
4267,rgyal ba'i 'byung gnas,bo-x-ewts,1
4267,Gyelwa Jungne,en,2
4276,dga' ldan khri chen 35 dkon mchog chos 'phel,bo-x-ewts,1
4276,gra nang dkon mchog chos 'phel,bo-x-ewts,1
4276,gling smad zhabs drung dkon mchog chos 'phel,bo-x-ewts,1
4276,jam dbyangs dkon mchog chos 'phel,bo-x-ewts,1
4276,yon tan rnam rgyal,bo-x-ewts,1
4276,Ganden Trichen 35 Konchok Chopel,en,2
4276,Ganden Tripa 35 Konchok Chopel,en,2
4276,dga' ldan khri pa 35 dkon mchog chos 'phel,bo-x-ewts,1
4276,Jamyang Konchok Chopel,en,2
4276,Lingme Choje Konchok Chopel ,en,2
4276,Lingme Zhabdrung Jamyang Konchok Chopel ,en,2
4276,Dranang Kongchok Chopel,en,2
4276,Yonten Namgyel,en,2
4276,Trichen Konchok Chopel,en,2
4276,khri chen dkon mchog chos 'phel,bo-x-ewts,1
4277,dga' ldan khri pa 82 ye shes chos 'phel,bo-x-ewts,1
4277,dar rtse mdo ba ye shes chos 'phel,bo-x-ewts,1
4277,stag phu yongs 'dzin ye shes chos 'phel,bo-x-ewts,1
4277,dga' ldan khri chen 82 ye shes chos 'phel,bo-x-ewts,1
4277,Ganden Trichen 82 Yeshe Chopel,en,2
4277,Ganden Tripa 82 Yeshe Chopel,en,2
4277,Takpu Yongdzin Yeshe Chopel ,en,2
4277,Dartsedowa Yeshe Chopel ,en,2
4278,dga' ldan khri pa 83 byang chub nam mkha',bo-x-ewts,1
4278,rgyal rong pa byang chub nam mkha',bo-x-ewts,1
4278,Gyelrongpa Jangchub Namkha,en,2
4278,dga' ldan khri chen 83 byang chub nam mkha',bo-x-ewts,1
4278,Ganden Trichen 83 Jangchub Namkha,en,2
4278,Ganden Tripa 83 Jangchub Namkha,en,2
4279,dga' ldan khri pa 84 blo bzang tshul khrims,bo-x-ewts,1
4279,rgyal rong pa blo bzang tshul khrims,bo-x-ewts,1
4279,dga' ldan khri chen 84 blo bzang tshul khrims,bo-x-ewts,1
4279,Ganden Trichen 84 Lobzang Tsultrim,en,2
4279,Ganden Tripa 84 Lobzang Tsultrim,en,2
4279,Gyelrongpa Lobzang Tsultrim ,en,2
4280,dga' ldan khri pa 85 blo bzang tshul khrims dpal ldan,bo-x-ewts,1
4280,stod lung pa blo bzang tshul khrims dpal ldan,bo-x-ewts,1
4280,tshul khrims dpal ldan,bo-x-ewts,1
4280,Ganden Trichen 85 Lobzang Tsultrim Pelden,en,2
4280,Ganden Tripa 85 Lobzang Tsultrim Pelden,en,2
4280,dga' ldan khri chen 85 blo bzang tshul khrims dpal ldan,bo-x-ewts,1
4280,Tolungpa Lobzang Tsultrim Pelden ,en,2
4280,Tsultrim Pelden,en,2
4282,dga' ldan khri pa 86 blo bzang rgyal mtshan,bo-x-ewts,1
4282,gtsang pa blo bzang rgyal mtshan,bo-x-ewts,1
4282,dga' ldan khri chen 86 blo bzang rgyal mtshan,bo-x-ewts,1
4282,Ganden Tripa 86 Lobzang Gyeltsen,en,2
4282,Ganden Trichen 86 Lobzang Gyeltsen,en,2
4282,rgyal po la mo shar,bo-x-ewts,1
4282,Gyelpo Lamo-shar ,en,2
4282,Tsangpa Lobzang Gyeltsen ,en,2
4282,gtsang pa blo bzang rgyal mtshan,bo-x-ewts,1
4285,rgya ra 07,bo-x-ewts,1
4285,Gyara 07,en,2
4291,mkhyen brtse'i dbang po,bo-x-ewts,1
4291,Jigme Khyentse Nyugu,en,2
4291,kun dga' bstan pa'i rgyal mtshan dpal bzang po,bo-x-ewts,1
4291,od gsal sprul pa'i rdo rje,bo-x-ewts,1
4291,rdo rje gzi brjid rtsal,bo-x-ewts,1
4291,jigs med mkhyen brtse'i myu gu,bo-x-ewts,1
4291,gtsug lag smra ba'i nyi ma mtsho skyes gzhon nu'i lang tsho,bo-x-ewts,1
4291,mtsho skyes bla ma dgyes pa'i 'bangs,bo-x-ewts,1
4291,tshangs sras dgyes pa'i blo ldan,bo-x-ewts,1
4291,od gsal rdo rje thugs mchog rtsal,bo-x-ewts,1
4291,Osel Dorje Tukchoktsal,en,2
4291,Osel Tulpai Dorje,en,2
4291,Tsuglamawai Nyima Tsokye Shonnui Langtso,en,2
4291,Kunga Tenpai Gyeltsen Pelzangpo,en,2
4291,Khyentse Wangpo,en,2
4291,Tsokye Lama Gyepaibang,en,2
4291,Dorje Zijitsal,en,2
4291,Tsangse Gyepai Loden,en,2
4291,pad+ma 'od gsal mdo sngags gling pa,bo-x-ewts,1
4291,Pema Osel Do-ngag Linpa,en,2
4301,yu mo ba mi bskyod rdo rje,bo-x-ewts,1
4301,mi bskyod rdo rje,bo-x-ewts,1
4301,dad pa rgyal po,bo-x-ewts,1
4301,Yumowa Mikyo Dorje,en,2
4301,Depa Gyelpo,en,2
4301,Mikyo Dorje,en,2
4302,rab 'byams pa ngag dbang blo bzang,bo-x-ewts,1
4302,blo bzang thub bstan,bo-x-ewts,1
4302,khu re mkhan chen ngag dbang ye shes thub bstan,bo-x-ewts,1
4302,ngag dbang thub bstan,bo-x-ewts,1
4302,Lobzang Tubten,en,2
4302,Khure Khenchen Ngawang Yeshe Tubten,en,2
4302,Rabjampa Ngawang Lobzang,en,2
4309,yongs 'dzin khri byang rdo rje 'chang,bo-x-ewts,1
4309,pad+ma gar dbang,bo-x-ewts,1
4309,Lobzang Yeshe Tendzin Gyatso,en,2
4309,Pema Garwang,en,2
4309,Yongdzin Trijang Dorje Chang,en,2
4309,Trijang 03 Lobzang Yeshe Tendzin Gyatso,en,2
4310,byams pa kun dga bstan 'dzin,bo-x-ewts,1
4310,Fifth Zimwok Jampa Ngawang Kunga Tenzin Trinle,sa-x-iast,3
4310,byams pa ngag dbang kun dga'   bstan 'dzin,bo-x-ewts,1
4310,gzim 'og rin po che 05 byams pa ngag dbang kun dga' bstan 'dzin 'phrin las,bo-x-ewts,1
4314,Dalai Lama 10 Tsultrim Gyatso,en,2
4314,ngag dbang 'jam dpal tshul khrims rgya mtsho,bo-x-ewts,1
4314,ta la'i bla ma 10 tshul khrims rgya mtsho,bo-x-ewts,1
4314,Ngawang Jampel Tsultrim Gyatso,en,2
4314,Ngawang Lobzang Jampel Tsultrim Gyatso,en,2
4314,ngag dbang blo bzang 'jam dpal tshul khrims rgya mtsho,bo-x-ewts,1
4314,Tsultrim Gyatso ,en,2
4327,Zhitokpa Lodro Gyeltsen,en,2
4327,bzhi thog pa blo gros rgyal mtshan,bo-x-ewts,1
4348,Drukpa Sherab Zangpo,en,2
4348,pradznya b+ha dra,bo-x-ewts,1
4348,brug pa shes rab bzang po,bo-x-ewts,1
4348,gsang bdag shes rab bzang po,bo-x-ewts,1
4348,spyan ras gzigs sprul sku shes rab bzang po,bo-x-ewts,1
4348,Sangdak Sherab Zangpo,en,2
4348,Chenrezig Tulku Sherab Zangpo,en,2
4349,Ranyon Namkha Pelzang,en,2
4349,gsang bdag nam mkha' dpal bzang,bo-x-ewts,1
4349,rwa smyon nam mkha' dpal bzang,bo-x-ewts,1
4349,brug pa nam mkha' dpal bzang,bo-x-ewts,1
4349,Drukpa Namkha Pelzang,en,2
4349,Sangdak Namkha Pelzang,en,2
4349,phyag rdor sprul sku,bo-x-ewts,1
4349,Chakdor Tulku,en,2
4350,Ralung Denrab 10 Yeshe Rinchen,en,2
4350,Yeshe Rinchen,en,2
4350,ye shes rin chen,bo-x-ewts,1
4350,rwa lung gdan rabs 10 ye shes rin chen,bo-x-ewts,1
4352,Khenchen Dorje Rinchen,en,2
4352,mkhan chen rdo rje rin chen,bo-x-ewts,1
4354,chos kyi blo gros,bo-x-ewts,1
4354,Chokyi Lodro,en,2
4354,mar pa lo tsA ba chos kyi blo gros,bo-x-ewts,1
4354,Marpa Lotsāwa Chokyi Lodro,en,2
4358,Tennyi Yungdrung Lingpa,en,2
4358,Jamgon Kongtrul Yonten Gyatso,en,2
4358,kong sprul 01 yon tan rgya mtsho,bo-x-ewts,1
4358,jam mgon kong sprul yon tan rgya mtsho,bo-x-ewts,1
4358,Karma Ngawang Yonten Gyatso,en,2
4358,kong sprul ngag dbang blo gros mtha' yas,bo-x-ewts,1
4358,chi med bstan gnyis g.yung drung gling pa,bo-x-ewts,1
4358,bstan gnyis g.yung drung gling pa,bo-x-ewts,1
4358,pad+ma gar gyi dbang phyug rtsal,bo-x-ewts,1
4358,pad+ma gar dbang phrin las 'gro 'dul rtsal,bo-x-ewts,1
4358,pad+ma gar dbang blo gros mtha' yas,bo-x-ewts,1
4358,zil gnon dgyes pa rtsal,bo-x-ewts,1
4358,Chime Tennyi Yudrung Lingpa,en,2
4358,Kongtrul Ngawang Yonten Gyatso,en,2
4358,Kongtrul Ngawang Lodro Taye,en,2
4358,Karma Ngawang Yonten Gyatso Trinle Kunkhyab Pel Zangpo,en,2
4358,karma ngag dbang yon tan rgya mtsho 'phrin las kun mkhyab dpal bzang po,bo-x-ewts,1
4358,Pema Gargyi Wangchuk Tsel,en,2
4358,Pema Garwang Trinle Drodul Tsel,en,2
4358,Pema Garwang Lodro Taye,en,2
4358,Zilnon Gepa Tsel,en,2
4358,Tendzin Yungdrung Lingpa,en,2
4359,seng+ge skyabs,bo-x-ewts,1
4359,sangs rgyas sgom ye,bo-x-ewts,1
4359,sangs rgyas sgom pa seng+ge skyabs,bo-x-ewts,1
4359,snar thang mkhan chen 06 sangs rgyas sgom pa seng+ge skyabs,bo-x-ewts,1
4359,Sanggye Gompa Sengge Kyab,en,2
4359,Sengge Kyab,en,2
4359,Sanggye Gomye,en,2
4368,bkra shis dpal,bo-x-ewts,1
4368,Tashi Pel,en,2
4368,mang+ga la shrI,bo-x-ewts,1
4368,stag lung khri 01 bkra shis dpal,bo-x-ewts,1
4368,Taklung Tri 01 Tashi Pel,en,2
4368,Mangala Shri,en,2
4368,stag lung bkra shis dpal,bo-x-ewts,1
4368,Taklung Tashi Pel,en,2
4372,pad gling thugs sras 01 zla ba rgyal mtshan,bo-x-ewts,1
4372,First Peling Tukse 01 Dawa Gyeltsen,en,2
4379,Gyelse Pema Trinle,en,2
4379,sgang steng 01,bo-x-ewts,1
4379,rgyal sras pad+ma 'phrin las,bo-x-ewts,1
4379,sgang steng 01 pad+ma 'phrin las,bo-x-ewts,1
4379,Gangteng 01,en,2
4379,Gangteng 01 Pema Trinle,en,2
4379,pad gling rgyal sras 01 pad+ma 'phrin las,bo-x-ewts,1
4379,Peling Gyelse 01 Pema Trinle,en,2
4380,Ninth Kundeling Hutuktu Ngawang Lobzang Tenpai Gyeltsen,en,2
4380,blo bzang bstan pa'i rgyal mtshan,bo-x-ewts,1
4380,Lobzang Tenpai Gyeltsen,en,2
4380,kun bde gling hu tuk tu 09,bo-x-ewts,1
4402,dngul chu dbyangs can grub pa'i rdo rje,bo-x-ewts,1
4402,blo bzang chos 'phel,bo-x-ewts,1
4402,Ngulchu Yangchen Drupai Dorje,en,2
4402,Lobzang Chopel,en,2
4425,o rgyan 'jigs med chos kyi dbang po,bo-x-ewts,1
4425,rdza dpal sprul o rgyan 'jigs med chos kyi dbang po,bo-x-ewts,1
4425,dpal sprul 'jigs med chos kyi dbang po,bo-x-ewts,1
4425,rdza dpal sprul 'jigs med chos kyi dbang po,bo-x-ewts,1
4425,dpal dge sprul sku,bo-x-ewts,1
4425,rdzogs chen dpal dge sprul sku o rgyan 'jigs med chos kyi dbang po,bo-x-ewts,1
4425,a bu hral po,bo-x-ewts,1
4425,rdzogs chen mkhan rabs 05 o rgyan 'jigs med chos kyi dbang po,bo-x-ewts,1
4425,Jigme Chokyi Wangpo,en,2
4425,Pelge Tulku,en,2
4425,Peltrul Jigme Chokyi Wangpo,en,2
4425,Dza Patrul Jigme Chokyi Wangpo,en,2
4425,Dza Patrul Orgyen Jigme Chokyi Wangpo,en,2
4425,Dzogchen Pelge Tulku Orgyen Jigme Chokyi Wangpo,en,2
4425,Dzogchen Khenrab 05 Orgyen Jigme Chokyi Wangpo,en,2
4469,blo bzang bstan pa'i dbang phyug lung rtogs rgya mtsho,bo-x-ewts,1
4469,Lobzang Tenpai Wangchuk Lungtok Gyatso ,en,2
4469,Dalai Lama 09 Lungtok Gyatso,en,2
4478,phrin las rdo rje,bo-x-ewts,1
4478,sgang steng 08 'phrin las rdo rje,bo-x-ewts,1
4478,Trinle Dorje,en,2
4478,Gangteng Tulku 08 Orgyen Trinle Dorje,en,2
4478,Peling Gyelse 08,en,2
4487,yang steng pa blo bzang chos 'phel,bo-x-ewts,1
4487,khri 47 blo bzang chos 'phel,bo-x-ewts,1
4487,spo 'bor ba blo bzang rnam rgyal,bo-x-ewts,1
4487,shar rtse blo bzang chos 'phel,bo-x-ewts,1
4487,Ganden Trichen 47 Lobzang Chopel ,en,2
4487,Ganden Tripa 47 Lobzang Chopel ,en,2
4487,dga' ldan khri pa 47 blo bzang chos 'phel,bo-x-ewts,1
4487,dga' ldan khri chen 47 blo bzang chos 'phel,bo-x-ewts,1
4487,Shartse Lobzang Chopel ,en,2
4487,Poborwa Lobzang Chopel ,en,2
4487,Yangteng Lobzang Chopel ,en,2
4488,khri 48 don grub rgya mtsho,bo-x-ewts,1
4488,kre nag tshang pa don grub rgya mtsho,bo-x-ewts,1
4488,hor ston don grub rgya mtsho,bo-x-ewts,1
