"TOL ID","TBRC RID","Primary title","Primary name","Wylie title","Wylie name","Birth year","Birth year approximate","Birth year alternate","Death year","Death year approximate","Death year alternate",Gender,"HAR URL","Death century","Historical period","Name displayed as","Name Variants","Birth century",Ordinal,"Wikidata ID"
5928,P3576,"Tai Situ","Mutruk Chokyi Gocha","ta'i si tu","mi 'khrugs chos kyi go cha",1542,0,,1585,0,,M,,,,"Phonetic: The Fourth Tai Situ, Mutruk Chokyi Gocha Wylie: ta'i si tu 04 mi 'khrugs chos kyi go cha","Chokyi Gocha,en;chos kyi go cha,bo-x-ewts;si tu 04 chos kyi go cha,bo-x-ewts;si tu mi 'khrugs chos kyi 'od zer go cha,bo-x-ewts;Situ Mitruk Chokyi Wozer Gocha,en",,04,
5932,P358,"Ganden Tripa","Lobzang Gelek","dga' ldan khri pa","blo bzang dge legs",1757,0,,1816,0,,M,,,,"Phonetic: The Sixty-Eighth Ganden Tripa, Lobzang Gelek Wylie: dga' ldan khri pa 68 blo bzang dge legs","'phan yul blo bzang dge legs,bo-x-ewts;byang rtse blo bzang dge legs,bo-x-ewts;dga' ldan khri chen 68 blo bzang dge legs,bo-x-ewts;dga' ldan khri pa 68 blo bzang dge legs,bo-x-ewts;Ganden Trichen 68 Lobzang Gelek,en;Ganden Tripa 68 Lobzang Gelek,en;Jangtse Lobzang Gelek ,en;Lobzang Gelek ,en;Penyul Lobzang Gelek ,en",,68,
5953,P3599,"Ganden Tripa","Chodrak Zangpo","dga' ldan khri pa","chos grags bzang po",1493,0,,1559,0,,M,,,,"Phonetic: The Twentieth Ganden Tripa, Chodrak Zangpo Wylie: dga' ldan khri pa 20 chos grags bzang po","dga' ldan khri chen 20 chos grags bzang po,bo-x-ewts;dga' ldan khri pa 20 chos grags bzang po,bo-x-ewts;Ganden Trichen 20 Chodrak Zangpo,en;Ganden Tripa 20 Chodrak Zangpo,en;stag phu ba chos grags bzang po,bo-x-ewts;Takpuwa Chodrak Zangpo,en",,20,
5985,P3627,,"Chakpa Chopel",,"chags pa chos 'phel",,0,,,0,,M,,,,"Phonetic: Chakpa Chopel Wylie: chags pa chos 'phel","nor bu rab brtan,bo-x-ewts;Norbu Rabten,en;tshogs gnyis rgya mtsho,bo-x-ewts;Tsoknyi Gyatso,en","17th century (late)",,
5997,P3638,,"Pelchen Chokyi Yeshe",,"dpal chen chos kyi ye shes",,0,,,0,,M,,,,"Phonetic: Pelchen Chokyi Yeshe Wylie: dpal chen chos kyi ye shes","dpal chen chos ye,bo-x-ewts;nag tshang pa dpal chen chos kyi ye shes,bo-x-ewts;Naktsangpa Pelchen Chokyi Yeshe,en;Pelchen Choye,en","12th century (late)",,
5999,P364,,"Nyangrel Nyima Wozer",,"nyang ral nyi ma 'od zer",1124,0,1136,1192,0,1204,M,,,,"Phonetic: Nyangrel Nyima Wozer Wylie: nyang ral nyi ma 'od zer","mnga' bdag nyang,bo-x-ewts;mnga' bdag nyang ral nyi ma 'od zer,bo-x-ewts;mnga' bdag nyang ral pa chen nyi ma 'od zer,bo-x-ewts;Ngadak Nyang,en;Ngadak Nyang Relpachen Nyima Wozer,en;Ngadak Nyangrel Nyima Wozer,en;nyang nyi ma 'od zer,bo-x-ewts;Nyang Nyima Wozer,en;nyang ral,bo-x-ewts;Nyangrel,en;nyi ma 'od zer,bo-x-ewts;nyi ma 'od zer, mnga' bdag   nyang ral,bo-x-ewts;Nyima Wozer,en",,,
6009,P3649,,"Depa Trinle Gyatso",,"sde pa 'phrin las rgya mtsho",,0,,1668,0,,M,,,,"Phonetic: Depa Trinle Gyatso Wylie: sde pa 'phrin las rgya mtsho","'phrin las rgya mtsho,bo-x-ewts;Depa Drongmepa,en;Desi Drongmepa Trinle Gyatso,en;Drongmene,en;grong smad pa 'phrin las rgya mtsho,bo-x-ewts;jai sang sde pa,bo-x-ewts;jai sang sde pa 'phrin las rgya mtsho,bo-x-ewts;Jaisang Depa,en;Jaisang Depa Trinle Gyatso,en;Nyangden Depa,en;sde srid 'phrin las rgya mtsho,bo-x-ewts","16th century (late)",,
6010,P365,,"Namkha Pel",,"nam mkha' dpal",,0,,,0,,M,,,,"Phonetic: Namkha Pel Wylie: nam mkha' dpal","'gro ba'i mgon po,bo-x-ewts;'gro mgon nam mkha' dpal,bo-x-ewts;Drogon Namkha Pel,en;Drowagonpo,en;mnga' bdag 'gro ba mgon po nam mkha' dpal,bo-x-ewts;mnga' bdag nyang,bo-x-ewts;mnga' bdag nyang 'gro ba'i mgon po,bo-x-ewts;Ngadak Drowagonpo Namkha Pel,en;Ngadak Nyang,en;Ngadak Nyang Drowai Gonpo,en","12th century",,
6025,P3663,,"Jigme Gyeltsen",,"'jigs med rgyal mtshan",1773,0,,1850,0,,M,,,,"Phonetic: Jigme Gyeltsen Wylie: 'jigs med rgyal mtshan","'jigs med bstan pa'i rgyal mtshan,bo-x-ewts;gyang ro 'jigs med rgyal mtshan,bo-x-ewts;Gyangro Jigme Gyeltsen,en;Jigme Tenpai Gyeltsen,en;rkyang ro 'jigs med rgyal mtshan,bo-x-ewts",,,
6037,P3674,,"Ga Lotsāwa Zhonnu Pel",,"rgwa lo tsA ba gzhon nu dpal",1105,0,1110,1198,0,1202,M,,,,"Phonetic: Ga Lotsāwa Zhonnu Pel Wylie: rgwa lo tsA ba gzhon nu dpal","Galo,en;gzhon nu dpal,bo-x-ewts;rgwa lo,bo-x-ewts;Zhonnu Pel,en",,,
6045,P3681,Setsang,"Ngawang Jamyang Tashi","bse tshang","ngag dbang 'jam dbyangs bkra shis",1739,0,,1813,0,,M,,,,"Phonetic: The Second Setsang, Ngawang Jamyang Tashi Wylie: bse tshang 02 ngag dbang 'jam dbyangs bkra shis","bla brang khri 12 ngag dbang 'jam dbyangs bkra shis,bo-x-ewts;bse tshang 02 ngag dbang 'jam dbyangs bkra shis,bo-x-ewts;khri rgan 02 ngag dbang 'jam dbyangs bkra shis,bo-x-ewts;Labrang Tri 12 Ngawang Jamyang Tashi,en;rong po mkhan chen 15 ngag dbang 'jam dbyangs bkra shis,bo-x-ewts;Rongpo Khenchen Ngawang Jamyang Tashi,en;Trigen Ngawang Jamyang Tashi,en",,02,
6065,P37,"Dalai Lama","Ngawang Lobzang Gyatso","ta la'i bla ma","ngag dbang blo bzang rgya mtsho",1617,0,,1682,0,,M,http://www.himalayanart.org/search/set.cfm?setID=540,,,"Phonetic: The Fifth Dalai Lama, Ngawang Lobzang Gyatso Wylie: ta la'i bla ma 05 ngag dbang blo bzang rgya mtsho","byang sems myu gu rtsal,bo-x-ewts;Dalai Lama 05 Ngawang Lobzang Gyatso,en;Dorje Togmetsal,en;gang shar rang grol,bo-x-ewts;Ganshar Rangdrol,en;Jangsem Nyugusel,en;nag po zil gnon drag po rtsal,bo-x-ewts;Nagpo Silgnon Dragpotsal,en;rdo rje thogs med rtsal,bo-x-ewts;rgyal dbang lnga pa,bo-x-ewts;Sahor Ngaknyon Silgnon Shepatsal,en;Silngon Dragtsal Dorje,en;Silngon Shepatsal,en;tshangs sras bzhad pa'i rdo rje 'jigs med go cha thub bstan lang tsho gsar pa'i sde,bo-x-ewts;za hor sngags smyon zil gnon bzhad pa rtsal,bo-x-ewts;zil gnon bzhad pa rtsal,bo-x-ewts;zil gnon drag rtsal rdo rje,bo-x-ewts",,05,
6076,P3709,,"Pakpa Sherab",,"'phags pa shes rab",1020,0,,,0,,M,,,,"Phonetic: Pakpa Sherab Wylie: 'phags pa shes rab","zangs dkar lo tsA ba 'phags pa shes rab,bo-x-ewts;Zanskar Lotsāwa Pakpa Sherab,en",,,
6099,P373,"Amdo Zhamar","Ngawang Tendzin Gyatso","a mdo zhwa dmar","ngag dbang bstan 'dzin rgya mtsho",1807,0,,1848,0,,M,,,,"Phonetic: The Third Amdo Zhamar, Ngawang Tendzin Gyatso Wylie: a mdo zhwa dmar 03 ngag dbang bstan 'dzin rgya mtsho","a mdo zhwa dmar 03 ngag dbang bstan 'dzin rgya mtsho,bo-x-ewts",,03,
6100,P3730,,"Khon Konchok Gyelpo",,"'khon dkon mchog rgyal po",1034,0,,1102,0,,M,,,,"Phonetic: Khon Konchok Gyelpo Wylie: 'khon dkon mchog rgyal po","dkon mchog rgyal po,bo-x-ewts;Konchok Gyelpo,en;sa skya pa dkon mchog rgyal po,bo-x-ewts;Sakyapa Konchok Gyelpo,en",,,
6110,P374,Gungtang,"Konchok Tenpai Gyatso","gung thang","dkon mchog bstan pa'i rgya mtsho",1824,0,,1859,0,,M,,,,"Phonetic: The Fourth Gungtang, Konchok Tenpai Gyatso Wylie: gung thang 04 dkon mchog bstan pa'i rgya mtsho","bla brang khri 48 dkon mchog bstan pa'i rgya mtsho,bo-x-ewts;gung thang 04 dkon mchog bstan pa'i rgya mtsho,bo-x-ewts;Gungtang 04 Konchok Tenpai Gyatso,en;Labrang Tri 48 Konchok Tenpai Gyatso,en",,04,
6122,P3750,,"Trulzhik Tsultrim Gyeltsen",,"tshul khrims rgyal mtshan",1399,0,,1473,0,,M,,,,"Phonetic: Trulzhik Tsultrim Gyeltsen Wylie: tshul khrims rgyal mtshan","'khrul zhig tshul khrims rgyal mtshan,bo-x-ewts;zhwa lu mkhan chen 4 tshul khrims rgyal mtshan,bo-x-ewts",,,
6134,P3762,,"Tsondru Sengge",,"brtson 'grus seng+ge",1186,0,,1247,0,,M,,,,"Phonetic: Tsondru Sengge Wylie: brtson 'grus seng+ge","Khepa Tsonseng,en;Mawai Sengge,en;mkhas pa brtson seng,bo-x-ewts;Nyemdo Mawai Sengge,en;smra ba'i seng+ge,bo-x-ewts;snye mdo smra ba'i seng+ge,bo-x-ewts",,,
6138,P3766,,"Sonam Pel",,"bsod nams dpal",1217,0,,1277,0,,M,,,,"Phonetic: Sonam Pel Wylie: bsod nams dpal","Nyemdowa Sonam Pel,en;Nyemdowa Tamche Khyenpa,en;Nyemdowa Tamche Khyenpa Sonam Pel,en;snye mdo ba bsod nams dpal,bo-x-ewts;snye mdo ba thams cad mkhyen pa,bo-x-ewts;snye mdo thams cad mkhyen bsod nams dpal,bo-x-ewts",,,
6147,P3774,,"Khenpo Zopa",,"mkhan po bzod pa",,0,,,0,,M,,,,"Phonetic: Khenpo Zopa Wylie: mkhan po bzod pa","bzod pa,bo-x-ewts;mkhan po,bo-x-ewts","12th century",,
6159,P3785,,"Parpuwa Lodro Sengge",,"spar phu ba blo gros seng+ge",,0,,,0,,M,,,,"Phonetic: Parpuwa Lodro Sengge Wylie: spar phu ba blo gros seng+ge","blo gros seng+ge,bo-x-ewts;Lodro Sengge,en;par phu ba blo gros seng+ge,bo-x-ewts","12th century",,
6161,P3787,,"Lobzang Nyima",,"blo bzang nyi ma",,0,,1757,0,,M,,,,"Phonetic: Lobzang Nyima Wylie: blo bzang nyi ma","Gyel Khenchen Lobzang Nyima,en;Gyel Khenzur Lobzang Nyima,en;rgyal mkhan chen blo bzang nyi ma,bo-x-ewts;rgyal mkhan zur blo bzang nyi ma,bo-x-ewts",,,
6175,P38,,"Khardo Zopa Gyatso",,"mkhar rdo bzod pa rgya mtsho",1672,0,,1749,0,,M,,,,"Phonetic: Khardo Zopa Gyatso Wylie: mkhar rdo bzod pa rgya mtsho","blo bzang sgom chung,bo-x-ewts;bzod pa rgya mtsho,bo-x-ewts;Khardo Khenpo Zopa Gyatso,en;Lobzang Gomchung,en;mkhar rdo mkhan po bzod pa rgya mtsho,bo-x-ewts;Sherab Gyatso,en;shes rab rgya mtsho,bo-x-ewts;Zopa Gyatso,en",,,
6185,P3808,"Dzongkar Chungwa","Tenzin Trinle","rdzong dkar chung ba","bstan 'dzin 'phrin las",1695,0,,1738,0,,M,,,,"Phonetic: The Second Dzongkar Chungwa, Tenzin Trinle Wylie: rdzong dkar chung ba 02 bstan 'dzin 'phrin las","Dzongkar Maṇipa,en;Dzongkar Maṇipa Tendzin Trinle,en;rdzong dkar Ma Ni pa,bo-x-ewts;rdzong dkar ma Ni pa bstan 'dzin 'phrin las,bo-x-ewts;rong bo mkhan rabs 08 bstan 'dzin 'phrin las,bo-x-ewts",,02,
6194,P3816,,"Rongzom Chokyi Zangpo",,"rong zom chos kyi bzang po",,1,,,0,,M,,,,"Phonetic: Rongzom Chokyi Zangpo Wylie: rong zom chos kyi bzang po","chos kyi bzang po,bo-x-ewts","11th century (mid)",,
6198,P382,Detri,"Jamyang Tubten Nyima","sde khri","'jam dbyangs thub bstan nyi ma",1779,0,,1862,0,,M,,,,"Phonetic: The Third Detri, Jamyang Tubten Nyima Wylie: sde khri 03 'jam dbyangs thub bstan nyi ma","bla brang khri 30 'jam dbyangs thub bstan nyi ma,bo-x-ewts;rin chen rdo rje,bo-x-ewts;Rinchen Dorje,en;sde khri 03 'jam dbyangs thub bstan nyi ma,bo-x-ewts;sde khri 03 thub bstan nyi ma,bo-x-ewts;shis tshang gdan rabs 02 'jam dbyangs thub bstan nyi ma,bo-x-ewts",,03,
6205,P3827,,"Nyang Tingdzin Zangpo",,"myang ting 'dzin bzang po",,0,,,0,,M,,,,"Phonetic: Nyang Tingdzin Zangpo Wylie: myang ting 'dzin bzang po","lho pa ting 'dzin bzang po,bo-x-ewts;mnga' bdag nyang ting nge 'dzin bzang po,bo-x-ewts;myang ben ting nge 'dzin bzang po,bo-x-ewts;myang ting nge 'dzin bzang po,bo-x-ewts;nyang ting 'dzin bzang po,bo-x-ewts;Nyang Tingngedzin Zangpo,en;Nyangben Ting-nge-dzin Zangpo,en;ting nge 'dzin bzang po,bo-x-ewts","8th century (mid)",,
6214,P8224,,"Vajrāsana the latter",,"rdo rje gdan chung ba",,0,,,0,,M,,,,"Phonetic: Vajrāsana the latter Wylie: rdo rje gdan chung ba","Amoghavajra,en;don yod rdo rje,bo-x-ewts;paN Di ta don yod rdo rje,bo-x-ewts;Paṇḍita Amoghavajra,en;rdo rje gdan chung ba don yod rdo rje,bo-x-ewts;Vajrāsana the Younger Amoghavajra,en","11th century",,
6219,P384,"Ganden Tripa","Sherab Dar Lekpai Lodro","dga' ldan khri pa","shes rab dar legs pa'i blo gros",1450,0,,1530,0,,M,,,,"Phonetic: The Twelfth Ganden Tripa, Sherab Dar Lekpai Lodro Wylie: dga' ldan khri pa 12 shes rab dar legs pa'i blo gros","'jam dbyangs legs pa'i blo gros,bo-x-ewts;'jam dbyangs shes rab dar legs pa'i blo gros,bo-x-ewts;dga' ldan khri chen 12 legs pa'i blo gros,bo-x-ewts;dga' ldan tri pa 12 legs pa'i blo gros,bo-x-ewts;Ganden Trichen 12 Lekpai Lodro ,en;Ganden Tripa 12 Lekpai Lodro ,en;Jamyang Legpai Lodro,en;Jamyang Sherab Dar Lekpai Lodro,en;khri 12 'jam dbyangs shes rab dar legs pa'i blo gros,bo-x-ewts;khri chen shes rab dar legs pa'i blo gros,bo-x-ewts;Trichen Sherab Dar Lekpai Lodro,en",,12,
6251,P3869,,"Konchok Tsultrim",,"dkon mchog tshul khrims",,0,,,0,,M,,,,"Phonetic: Konchok Tsultrim Wylie: dkon mchog tshul khrims","Khenchen Konchok Tsultrim,en;mkhan chen dkon mchog tshul khrims,bo-x-ewts","14th century (mid)",,
6257,P3874,,"Sabzang Pakpa Zhonnu Lodro",,"sa bzang 'phags pa gzhon nu blo gros",1358,0,,1412,0,,M,,,,"Phonetic: Sabzang Pakpa Zhonnu Lodro Wylie: sa bzang 'phags pa gzhon nu blo gros","'phags pa gzhon nu blo gros,bo-x-ewts;Dorje Saten,en;gzhon nu blo gros,bo-x-ewts;Pakpa Zhonnu Lodro,en;rdo rje sra brtan,bo-x-ewts;Zhonnu Lodro,en",,,
6275,P3890,,"Gorub Lotsāwa Chokyi Sherab",,"go rub lo tsA ba chos kyi shes rab",,0,,,0,,M,,,,"Phonetic: Gorub Lotsāwa Chokyi Sherab Wylie: go rub lo tsA ba chos kyi shes rab","Chokyi Sherab,en;chos kyi shes rab,bo-x-ewts;shel dkar lo tsA ba chos kyi shes rab,bo-x-ewts;Shelkar Lotsāwa Chokyi Sherab,en","11th century",,
6278,P3893,,"Namgyel Drakpa Zangpo",,"rnam rgyal grags pa bzang po",1395,0,,1475,0,,M,,,,"Phonetic: Namgyel Drakpa Zangpo Wylie: rnam rgyal grags pa bzang po","byang pa rig 'dzin chen po rnam rgyal grags pa bzang po,bo-x-ewts;Namgyel Dragzang,en;rigs ldan rnam rgyal grags bzang,bo-x-ewts;Rikden Namgyel Drakzang,en;rnam rgyal grags bzang,bo-x-ewts;ta'i si tu rnam rgyal grags pa,bo-x-ewts;Tai Situ Namgyel Drakpa,en",,,
6285,P39,,"Khyungpo Neljor",,"khyung po rnal 'byor",1050,0,990,1127,0,,M,,,,"Phonetic: Khyungpo Neljor Wylie: khyung po rnal 'byor","brtson 'grus mgon,bo-x-ewts;Khedrub Khyungpo Neljor,en;mkhas grub khyung po rnal 'byor,bo-x-ewts;mnyes thang smog lcog sprul sku 01,bo-x-ewts;Nyetang Mokchok Tulku 01,en;Tsondru Gon,en",,,
6286,P390,"Ganden Tripa","Lobzang Drakpa","dga' ldan khri pa","blo bzang grags pa",1429,0,,1511,0,,M,,,,"Phonetic: The Eleventh Ganden Tripa, Lobzang Drakpa Wylie: dga' ldan khri pa 11 blo bzang grags pa","'dar ston blo bzang grags pa,bo-x-ewts;Darton Lobzang Drakpa,en;dga' ldan khri chen 11 blo bzang grags pa,bo-x-ewts;dga' ldan tri pa 11 blo bzang grags pa,bo-x-ewts;Ganden Trichen 11 Lobzang Drakpa,en;Ganden Tripa 11 Lobzang Drakpa,en;khri 11 blo bzang grags pa,bo-x-ewts",,11,
6331,P3941,"Ruler of Chone","Pema Wangchuk","co ne sa skyong","pad+ma dbang phyug",1929,0,,,0,,M,,,,"Phonetic: The Nineteenth Ruler of Chone, Pema Wangchuk Wylie: co ne sa skyong 19 pad+ma dbang phyug","co ne sa skyong 19 pad+ma dbang phyug,bo-x-ewts",,19,
6332,P3942,"Ruler of Chone","Lobzang Tendzin Namgyel Trinle Dorje","co ne sa skyong","blo bzang bstan 'dzin rnam rgyal 'phrin las rdo rje",1889,0,,1937,0,,M,,,,"Phonetic: The Eighteenth Ruler of Chone, Lobzang Tendzin Namgyel Trinle Dorje Wylie: co ne sa skyong 18 blo bzang bstan 'dzin rnam rgyal 'phrin las rdo rje","co ne sa skyong 18 blo bzang bstan 'dzin rnam rgyal 'phrin las rdo rje,bo-x-ewts",,18,
6333,P3943,"Ruler of Chone","Tsewang Sonam Tobgyel","co ne sa skyong","tshe dbang bsod nams stobs rgyal",,0,,1902,1,,M,,,,"Phonetic: The Seventeenth Ruler of Chone, Tsewang Sonam Tobgyel Wylie: co ne sa skyong 17 tshe dbang bsod nams stobs rgyal","co ne sa skyong 17 tshe dbang bsod nams stobs rgyal,bo-x-ewts","19th century (mid)",17,
6334,P3944,"Ruler of Chone","Rinchen Tendzin Trinle Dorje","co ne sa skyong","rin chen bstan 'dzin 'phrin las rdo rje",1828,0,,,0,,M,,,,"Phonetic: The Sixteenth Ruler of Chone, Rinchen Tendzin Trinle Dorje Wylie: co ne sa skyong 16 rin chen bstan 'dzin 'phrin las rdo rje","co ne sa skyong 16 rin chen bstan 'dzin rdo rje,bo-x-ewts",,16,
6335,P3945,"Ruler of Chone",Changtul,"co ne sa skyong","spyang thul",,0,,,0,,M,,,,"Phonetic: The First Ruler of Chone, Changtul Wylie: co ne sa skyong 01 spyang thul","co ne sa skyong 01 spyang thul,bo-x-ewts","14th century (late)",01,
6336,P3946,"Ruler of Chone","Tsenpo Pellek","co ne sa skyong","btsan po dpal legs",,0,,,0,,M,,,,"Phonetic: The Second Ruler of Chone, Tsenpo Pellek Wylie: co ne sa skyong 02 btsan po dpal legs","co ne sa skyong 02 btsan po dpal legs,bo-x-ewts","15th century (early)",02,
6337,P3947,"Ruler of Chone","Tashi Bum","co ne sa skyong","bkra shis 'bum",,0,,,0,,M,,,,"Phonetic: The Third Ruler of Chone, Tashi Bum Wylie: co ne sa skyong 03 bkra shis 'bum","co ne sa skyong 03 bkra shis 'bum,bo-x-ewts","15th century (early)",03,
6338,P3948,"Ruler of Chone",Gakye,"co ne sa skyong","dga' skyes",,0,,,0,,M,,,,"Phonetic: The Fourth Ruler of Chone, Gakye Wylie: co ne sa skyong 04 dga' skyes","co ne sa skyong 04 dga' skyes,bo-x-ewts","15th century (mid)",04,
6339,P3949,"Ruler of Chone",Wangchuk,"co ne sa skyong","dbang phyug",,0,,,0,,M,,,,"Phonetic: The Fifth Ruler of Chone, Wangchuk Wylie: co ne sa skyong 05 dbang phyug","co ne sa skyong 05 dbang phyug,bo-x-ewts","15th century (late)",05,
6340,P395,"Pakpa Lha","Sanggye Pel","'phags pa lha","sangs rgyas dpal",1507,0,,1566,0,,M,,,,"Phonetic: The Second Pakpa Lha, Sanggye Pel Wylie: 'phags pa lha 02 sangs rgyas dpal","'phags pa sangs rgyas dpal,bo-x-ewts;lha ri sangs rgyas,bo-x-ewts;Lhari Sanggye,en;Pakpa Sanggye Pel,en",,02,
6341,P3950,"Ruler of Chone","Gonpo Dargye","co ne sa skyong","mgon po dar rgyas",,0,,1573,1,,M,,,,"Phonetic: The Sixth Ruler of Chone, Gonpo Dargye Wylie: co ne sa skyong 06 mgon po dar rgyas","co ne sa skyong 06 mgon po dar rgyas,bo-x-ewts","16th century (early)",06,
6342,P3951,"Ruler of Chone","Kelzang Wangchuk","co ne sa skyong","bskal bzang dbang phyug",,0,,1621,1,,M,,,,"Phonetic: The Seventh Ruler of Chone, Kelzang Wangchuk Wylie: co ne sa skyong 07 bskal bzang dbang phyug","co ne sa skyong 07 bskal bzang dbang phyug,bo-x-ewts","16th century (mid)",07,
6343,P3952,"Ruler of Chone","Tashi Rabten","co ne sa skyong","bkra shis rab brtan",,0,,1680,1,,M,,,,"Phonetic: The Eighth Ruler of Chone, Tashi Rabten Wylie: co ne sa skyong 08 bkra shis rab brtan","co ne sa skyong 08 bkra shis rab brtan,bo-x-ewts","17th century (early)",08,
6344,P3953,"Ruler of Chone","Tsewang Dondrub","co ne sa skyong","tshe dbang don grub",1642,0,,1680,0,,M,,,,"Phonetic: The Ninth Ruler of Chone, Tsewang Dondrub Wylie: co ne sa skyong 09 tshe dbang don grub","co ne sa skyong 09 tshe dbang don grub,bo-x-ewts",,09,
6345,P3954,"Ruler of Chone","Lobzang Dondrub","co ne sa skyong","blo bzang don grub",,0,,1692,0,,M,,,,"Phonetic: The Tenth Ruler of Chone, Lobzang Dondrub Wylie: co ne sa skyong 10 blo bzang don grub","co ne sa skyong 10 blo bzang don grub,bo-x-ewts","17th century (mid)",10,
6346,P3955,"Ruler of Chone","Makzor Gonpo","co ne sa skyong","dmag zor mgon po",1686,0,,1728,1,,M,,,,"Phonetic: The Eleventh Ruler of Chone, Makzor Gonpo Wylie: co ne sa skyong 11 dmag zor mgon po","co ne sa skyong 11 dmag zor mgon po,bo-x-ewts",,11,
6348,P3957,"Ruler of Chone","Tensung Tsering","co ne sa skyong","bstan srung tshe ring",1743,0,,1780,1,,M,,,,"Phonetic: The Thirteenth Ruler of Chone, Tensung Tsering Wylie: co ne sa skyong 13 bstan srung tshe ring","co ne sa skyong 13 bstan srung tshe ring,bo-x-ewts",,13,
6349,P3958,"Ruler of Chone","Tenzin Rinchen","co ne sa skyong","bstan 'dzin rin chen",1760,1,,,0,,M,,,,"Phonetic: The Fourteenth Ruler of Chone, Tenzin Rinchen Wylie: co ne sa skyong 14 bstan 'dzin rin chen","co ne sa skyong 14 bstan 'dzin rin chen,bo-x-ewts",,14,
6350,P3959,"Ruler of Chone","Jigme Topgye","co ne sa skyong","'jigs med stobs rgyas",,0,,1844,1,,M,,,,"Phonetic: The Fifteenth Ruler of Chone, Jigme Topgye Wylie: co ne sa skyong 15 'jigs med stobs rgyas","co ne sa skyong 15 'jigs med stobs rgyas,bo-x-ewts",,15,
6351,P396,,"Shākya Chokden",,"shAkya mchog ldan",1428,0,,1507,0,,M,,,,"Phonetic: Shākya Chokden Wylie: shAkya mchog ldan","'jam dpal dga' ba'i bshes gnyen,bo-x-ewts;gser mdog paN chen shAkya mchog ldan,bo-x-ewts;Jampel Gawai Shenyen,en;Serdok Paṇchen Shākya Chokden ,en;shakya chokden,en;zi lung paN chen shAkya mchog ldan,bo-x-ewts;Zilung Paṇchen Shākya Chokden,en",,,
6353,P3961,,"Konchok Damcho Gyatso",,"dkon mchog dam chos rgya mtsho",1824,0,,,0,,M,,,,"Phonetic: Konchok Damcho Gyatso Wylie: dkon mchog dam chos rgya mtsho","Chone Lama Konchok Damcho Gyatso,en;co ne bla ma dkon mchog dam chos rgya mtsho,bo-x-ewts;co ne bla ma kun dga' snying po ,bo-x-ewts;dkon mchog stobs ldan dbang phyug,bo-x-ewts;Konchok Tobden Wangchuk,en",,,
6367,P3974,,"Kyobpa Pel Zangpo",,"skyob pa dpal bzang po",,0,,,0,,M,,,,"Phonetic: Kyobpa Pel Zangpo Wylie: skyob pa dpal bzang po","Kyobpa Pel,en;skyob pa dpal,bo-x-ewts","12th century",,
6373,P398,,"Sherab Peltsek",,"shes rab dpal brtsegs",1427,0,,1507,0,,M,,,,"Phonetic: Sherab Peltsek Wylie: shes rab dpal brtsegs","cham mdo khri rab 04 shes rab dpal brtsegs,bo-x-ewts;chamdo trirab 04 Sherab Peltsek,en;Jedrung Sherab Peltsek,en;rje drung shes rab dpal brtsegs,bo-x-ewts",,,
6374,P3980,,"Drakpa Gyeltsen",,"grags pa rgyal mtshan",,0,,,0,,M,,,,"Phonetic: Drakpa Gyeltsen Wylie: grags pa rgyal mtshan","shud ge lo tsA ba grags pa rgyal mtshan,bo-x-ewts;shud ke lo tsA ba grags pa rgyal mtshan,bo-x-ewts;Shuke Lotsāwa Drakpa Gyeltsen,en;Yalung Lotsāwa Drakpa Gyeltsen,en;yar lung lo tsA ba grags pa rgyal mtshan,bo-x-ewts","13th century",,
6393,P3998,,"Chokyi Lama",,"chos kyi bla ma",1184,0,,1241,0,,M,,,,"Phonetic: Chokyi Lama Wylie: chos kyi bla ma","zhang ston,bo-x-ewts;zhang ston chos kyi bla ma,bo-x-ewts;Zhangton Chokyi Lama,en",,,
6395,P4,,"Tsunma Yulha",,"btsun ma g.yu lha",1901,0,,1980,0,,F,,,,"Phonetic: Tsunma Yulha Wylie: btsun ma g.yu lha","g.yu lha,bo-x-ewts;Yulha,en",,,
6405,P4007,,"Tropu Lotsāwa Jampa Pel",,"khro phu lo tsA ba byams pa dpal",1172,1,,1236,1,,M,,,,"Phonetic: Tropu Lotsāwa Jampa Pel Wylie: khro phu lo tsA ba byams pa dpal","byams pa dpal,bo-x-ewts;byams pa'i dpal,bo-x-ewts;gnubs byams pa'i dpal,bo-x-ewts;Jampa Pel,en;Nub Jampa Pel,en",,,
6412,P4013,,Buddhagupta-nātha,,"bud d+ha gup ta nA tha",,0,,,0,,M,,,,"Phonetic: Buddhagupta-nātha Wylie: bud d+ha gup ta nA tha","Buddhanātha,sa-x-iast;Drubchen Sanggye Gonpo,en;grub chen sangs rgyas mgon po,bo-x-ewts;Sanggye Gonpo,en;sangs rgyas mgon po,bo-x-ewts","16th century",,
6419,P402,Tongkhor,"Tubten Jigme Gyatso","stong 'khor","thub bstan 'jigs med rgya mtsho",1820,0,,1882,0,,M,,,,"Phonetic: The Ninth Tongkhor, Tubten Jigme Gyatso Wylie: stong 'khor 09 thub bstan 'jigs med rgya mtsho","stong 'khor 09 thub bstan 'jigs med rgya mtsho,bo-x-ewts",,09,
