"TOL ID","TBRC RID","Primary title","Primary name","Wylie title","Wylie name","Birth year","Birth year approximate","Birth year alternate","Death year","Death year approximate","Death year alternate",Gender,"HAR URL","Death century","Historical period","Name displayed as","Name Variants","Birth century",Ordinal,"Wikidata ID"
4309,P2596,Trijang,"Lobzang Yeshe Tenzin Gyatso","khri byang","blo bzang ye shes bstan 'dzin rgya mtsho",1901,0,,1981,0,,M,,,,"Phonetic: The Third Trijang, Lobzang Yeshe Tenzin Gyatso Wylie: khri byang 03 blo bzang ye shes bstan 'dzin rgya mtsho","Lobzang Yeshe Tendzin Gyatso,en;pad+ma gar dbang,bo-x-ewts;Pema Garwang,en;Trijang 03 Lobzang Yeshe Tendzin Gyatso,en;Yongdzin Trijang Dorje Chang,en;yongs 'dzin khri byang rdo rje 'chang,bo-x-ewts",,03,
4314,P260,"Dalai Lama","Tsultrim Gyatso","ta la'i bla ma","tshul khrims rgya mtsho",1816,0,,1837,0,,M,,,,"Phonetic: The Tenth Dalai Lama, Tsultrim Gyatso Wylie: ta la'i bla ma 10 tshul khrims rgya mtsho","Dalai Lama 10 Tsultrim Gyatso,en;ngag dbang 'jam dpal tshul khrims rgya mtsho,bo-x-ewts;ngag dbang blo bzang 'jam dpal tshul khrims rgya mtsho,bo-x-ewts;Ngawang Jampel Tsultrim Gyatso,en;Ngawang Lobzang Jampel Tsultrim Gyatso,en;ta la'i bla ma 10 tshul khrims rgya mtsho,bo-x-ewts;Tsultrim Gyatso ,en",,10,
4327,P2611,,"Lodro Gyeltsen",,"blo gros rgyal mtshan",1366,0,,1420,0,,M,,,,"Phonetic: Lodro Gyeltsen Wylie: blo gros rgyal mtshan","bzhi thog pa blo gros rgyal mtshan,bo-x-ewts;Zhitokpa Lodro Gyeltsen,en",,,
4348,P2630,,"Sherab Zangpo",,"shes rab bzang po",,0,,1438,0,,M,,,,"Phonetic: Sherab Zangpo Wylie: shes rab bzang po","'brug pa shes rab bzang po,bo-x-ewts;Chenrezig Tulku Sherab Zangpo,en;Drukpa Sherab Zangpo,en;gsang bdag shes rab bzang po,bo-x-ewts;pradznya b+ha dra,bo-x-ewts;Sangdak Sherab Zangpo,en;spyan ras gzigs sprul sku shes rab bzang po,bo-x-ewts","15th century (early)",,
4349,P2631,,"Namkha Pelzang",,"nam mkha' dpal bzang",1398,0,,1425,0,,M,,,,"Phonetic: Namkha Pelzang Wylie: nam mkha' dpal bzang","'brug pa nam mkha' dpal bzang,bo-x-ewts;Chakdor Tulku,en;Drukpa Namkha Pelzang,en;gsang bdag nam mkha' dpal bzang,bo-x-ewts;phyag rdor sprul sku,bo-x-ewts;Ranyon Namkha Pelzang,en;rwa smyon nam mkha' dpal bzang,bo-x-ewts;Sangdak Namkha Pelzang,en",,,
4350,P2632,,"Jamyang Yeshe Rinchen",,"'jam dbyangs ye shes rin chen",1364,0,,1413,0,,M,,,,"Phonetic: Jamyang Yeshe Rinchen Wylie: 'jam dbyangs ye shes rin chen","Ralung Denrab 10 Yeshe Rinchen,en;rwa lung gdan rabs 10 ye shes rin chen,bo-x-ewts;ye shes rin chen,bo-x-ewts;Yeshe Rinchen,en",,,
4352,P2634,,"Dorje Rinchen",,"rdo rje rin chen",,0,,,0,,M,,,,"Phonetic: Dorje Rinchen Wylie: rdo rje rin chen","Khenchen Dorje Rinchen,en;mkhan chen rdo rje rin chen,bo-x-ewts","14th century",,
4354,P2636,,"Marpa Chokyi Lodro",,"mar pa chos kyi blo gros",1012,1,,1097,0,,M,http://www.himalayanart.org/search/set.cfm?setID=315,,"11th Century","Phonetic: Marpa Chokyi Lodro Wylie: mar pa chos kyi blo gros","Chokyi Lodro,en;chos kyi blo gros,bo-x-ewts;mar pa lo tsA ba chos kyi blo gros,bo-x-ewts;Marpa Lotsāwa Chokyi Lodro,en",,,
4358,P264,,"Jamgon Kongtrul Lodro Taye",,"'jam mgon kong sprul blo gros mtha' yas",1813,0,,1899,0,,M,,,,"Phonetic: Jamgon Kongtrul Lodro Taye Wylie: 'jam mgon kong sprul blo gros mtha' yas","'chi med bstan gnyis g.yung drung gling pa,bo-x-ewts;'jam mgon kong sprul yon tan rgya mtsho,bo-x-ewts;bstan gnyis g.yung drung gling pa,bo-x-ewts;Chime Tennyi Yudrung Lingpa,en;Jamgon Kongtrul Yonten Gyatso,en;karma ngag dbang yon tan rgya mtsho 'phrin las kun mkhyab dpal bzang po,bo-x-ewts;Karma Ngawang Yonten Gyatso,en;Karma Ngawang Yonten Gyatso Trinle Kunkhyab Pel Zangpo,en;kong sprul 01 yon tan rgya mtsho,bo-x-ewts;kong sprul ngag dbang blo gros mtha' yas,bo-x-ewts;Kongtrul Ngawang Lodro Taye,en;Kongtrul Ngawang Yonten Gyatso,en;pad+ma gar dbang blo gros mtha' yas,bo-x-ewts;pad+ma gar dbang phrin las 'gro 'dul rtsal,bo-x-ewts;pad+ma gar gyi dbang phyug rtsal,bo-x-ewts;Pema Gargyi Wangchuk Tsel,en;Pema Garwang Lodro Taye,en;Pema Garwang Trinle Drodul Tsel,en;Tendzin Yungdrung Lingpa,en;Tennyi Yungdrung Lingpa,en;zil gnon dgyes pa rtsal,bo-x-ewts;Zilnon Gepa Tsel,en",,,
4359,P2640,,"Sanggye Gompa Sengge",,"sangs rgyas sgom pa seng ge",1179,0,,1250,0,,M,,,,"Phonetic: Sanggye Gompa Sengge Wylie: sangs rgyas sgom pa seng ge","Sanggye Gompa Sengge Kyab,en;Sanggye Gomye,en;sangs rgyas sgom pa seng+ge skyabs,bo-x-ewts;sangs rgyas sgom ye,bo-x-ewts;seng+ge skyabs,bo-x-ewts;Sengge Kyab,en;snar thang mkhan chen 06 sangs rgyas sgom pa seng+ge skyabs,bo-x-ewts",,,
4368,P2649,,"Taklungtangpa Tashi Pel",,"stag lung thang pa bkra shis dpal",1142,0,,1209,0,1210,M,,,,"Phonetic: Taklungtangpa Tashi Pel Wylie: stag lung thang pa bkra shis dpal","bkra shis dpal,bo-x-ewts;mang+ga la shrI,bo-x-ewts;Mangala Shri,en;stag lung bkra shis dpal,bo-x-ewts;stag lung khri 01 bkra shis dpal,bo-x-ewts;Taklung Tashi Pel,en;Taklung Tri 01 Tashi Pel,en;Tashi Pel,en",,,
4372,P2652,"Peling Tukse","Dawa Gyeltsen","pad gling thugs sras","zla ba rgyal mtshan",1499,0,,1587,0,,M,,,,"Phonetic: The First Peling Tukse, Dawa Gyeltsen Wylie: pad gling thugs sras 01 zla ba rgyal mtshan","First Peling Tukse 01 Dawa Gyeltsen,en;pad gling thugs sras 01 zla ba rgyal mtshan,bo-x-ewts",,01,
4379,P2659,Gangteng,"Pema Trinle","sgang steng","pad+ma 'phrin las",1564,0,,1642,0,,M,,,,"Phonetic: The First Gangteng, Pema Trinle Wylie: sgang steng 01 pad+ma 'phrin las","Gangteng 01,en;Gangteng 01 Pema Trinle,en;Gyelse Pema Trinle,en;pad gling rgyal sras 01 pad+ma 'phrin las,bo-x-ewts;Peling Gyelse 01 Pema Trinle,en;rgyal sras pad+ma 'phrin las,bo-x-ewts;sgang steng 01,bo-x-ewts;sgang steng 01 pad+ma 'phrin las,bo-x-ewts",,01,
4380,P266,"Tatsak Jedrung","Ngawang Lobzang Tenpai Gyeltsen","rta tshag rje drung","ngag dbang blo bzang bstan pa'i rgyal mtshan",1811,0,,1848,0,,M,,,,"Phonetic: The Ninth Tatsak Jedrung, Ngawang Lobzang Tenpai Gyeltsen Wylie: rta tshag rje drung 09 ngag dbang blo bzang bstan pa'i rgyal mtshan","blo bzang bstan pa'i rgyal mtshan,bo-x-ewts;kun bde gling hu tuk tu 09,bo-x-ewts;Lobzang Tenpai Gyeltsen,en;Ninth Kundeling Hutuktu Ngawang Lobzang Tenpai Gyeltsen,en",,09,
4402,P268,,"Yangchen Drupai Dorje",,"dbyangs can grub pa'i rdo rje",1809,0,,1887,0,,M,,,,"Phonetic: Yangchen Drupai Dorje Wylie: dbyangs can grub pa'i rdo rje","blo bzang chos 'phel,bo-x-ewts;dngul chu dbyangs can grub pa'i rdo rje,bo-x-ewts;Lobzang Chopel,en;Ngulchu Yangchen Drupai Dorje,en",,,
4425,P270,,"Patrul Orgyen Jigme Chokyi Wangpo",,"dpal sprul o rgyan 'jigs med chos kyi dbang po",1808,0,,1887,0,,M,,,,"Phonetic: Patrul Orgyen Jigme Chokyi Wangpo Wylie: dpal sprul o rgyan 'jigs med chos kyi dbang po","a bu hral po,bo-x-ewts;dpal dge sprul sku,bo-x-ewts;dpal sprul 'jigs med chos kyi dbang po,bo-x-ewts;Dza Patrul Jigme Chokyi Wangpo,en;Dza Patrul Orgyen Jigme Chokyi Wangpo,en;Dzogchen Khenrab 05 Orgyen Jigme Chokyi Wangpo,en;Dzogchen Pelge Tulku Orgyen Jigme Chokyi Wangpo,en;Jigme Chokyi Wangpo,en;o rgyan 'jigs med chos kyi dbang po,bo-x-ewts;Pelge Tulku,en;Peltrul Jigme Chokyi Wangpo,en;rdza dpal sprul 'jigs med chos kyi dbang po,bo-x-ewts;rdza dpal sprul o rgyan 'jigs med chos kyi dbang po,bo-x-ewts;rdzogs chen dpal dge sprul sku o rgyan 'jigs med chos kyi dbang po,bo-x-ewts;rdzogs chen mkhan rabs 05 o rgyan 'jigs med chos kyi dbang po,bo-x-ewts",,,
4469,P274,"Dalai Lama","Lungtok Gyatso","ta la'i bla ma","lung rtogs rgya mtsho",1805,0,,1815,0,,M,,,,"Phonetic: The Ninth Dalai Lama, Lungtok Gyatso Wylie: ta la'i bla ma 09 lung rtogs rgya mtsho","blo bzang bstan pa'i dbang phyug lung rtogs rgya mtsho,bo-x-ewts;Dalai Lama 09 Lungtok Gyatso,en;Lobzang Tenpai Wangchuk Lungtok Gyatso ,en",,09,
4478,P2748,Gangteng,"Orgyen Trinle Dorje","sgang steng","o rgyan 'phrin las rdo rje",1906,0,,1949,0,,M,,,,"Phonetic: The Eighth Gangteng, Orgyen Trinle Dorje Wylie: sgang steng 08 o rgyan 'phrin las rdo rje","'phrin las rdo rje,bo-x-ewts;Gangteng Tulku 08 Orgyen Trinle Dorje,en;Peling Gyelse 08,en;sgang steng 08 'phrin las rdo rje,bo-x-ewts;Trinle Dorje,en",,08,
4487,P2756,"Ganden Tripa","Lobzang Chopel","dga' ldan khri pa","blo bzang chos 'phel",1650,0,,1725,0,,M,,,,"Phonetic: The Forty-Seventh Ganden Tripa, Lobzang Chopel Wylie: dga' ldan khri pa 47 blo bzang chos 'phel","dga' ldan khri chen 47 blo bzang chos 'phel,bo-x-ewts;dga' ldan khri pa 47 blo bzang chos 'phel,bo-x-ewts;Ganden Trichen 47 Lobzang Chopel ,en;Ganden Tripa 47 Lobzang Chopel ,en;khri 47 blo bzang chos 'phel,bo-x-ewts;Poborwa Lobzang Chopel ,en;shar rtse blo bzang chos 'phel,bo-x-ewts;Shartse Lobzang Chopel ,en;spo 'bor ba blo bzang rnam rgyal,bo-x-ewts;yang steng pa blo bzang chos 'phel,bo-x-ewts;Yangteng Lobzang Chopel ,en","17th century (mid)",47,
4488,P2757,"Ganden Tripa","Dondrub Gyatso","dga' ldan khri pa","don grub rgya mtsho",1655,0,,1727,0,,M,,,,"Phonetic: The Forty-Eighth Ganden Tripa, Dondrub Gyatso Wylie: dga' ldan khri pa 48 don grub rgya mtsho","dga' ldan khri chen 48 don grub rgya mtsho,bo-x-ewts;dga' ldan khri pa 48 don grub rgya mtsho,bo-x-ewts;Ganden Trichen 48 Dondrub Gyatso,en;Ganden Tripa 48 Dondrub Gyatso,en;hor ston don grub rgya mtsho,bo-x-ewts;Horton Dondrub Gyatso ,en;khri 48 don grub rgya mtsho,bo-x-ewts;kre nag tshang pa don grub rgya mtsho,bo-x-ewts;nag tshang pa don grub rgya mtsho,bo-x-ewts;Naktsang Dondrub Gyatso,en;Tre Naktsang Dondrub Gyatso ,en",,48,
4489,P2758,"Ganden Tripa","Lobzang Dargye","dga' ldan khri pa","blo bzang dar rgyas",1662,0,,1723,0,,M,,,,"Phonetic: The Forty-Ninth Ganden Tripa, Lobzang Dargye Wylie: dga' ldan khri pa 49 blo bzang dar rgyas","a gzigs thang pa blo bzang dar rgyas,bo-x-ewts;Azik Tangpa Lobzang Dargye,en;Chone Lobzang Dargye ,en;co ne blo bzang dar rgyas,bo-x-ewts;dga' ldan khri chen 49 blo bzang dar rgyas,bo-x-ewts;dga' ldan khri pa 49 blo bzang dar rgyas,bo-x-ewts;Ganden Trichen 49 Lobzang Dargye,en;Ganden Tripa 49 Lobzang Dargye,en;shar rtse blo bzang dar rgyas,bo-x-ewts;Shartse Lobzang Dargye,en",,49,
4490,P2759,"Ganden Tripa","Pelden Drakpa","dga' ldan khri pa","dpal ldan grags pa",,0,,1729,0,,M,,,,"Phonetic: The Fifty-First Ganden Tripa, Pelden Drakpa Wylie: dga' ldan khri pa 51 dpal ldan grags pa","dga' ldan khri chen 51 dpal ldan grags pa,bo-x-ewts;dga' ldan khri pa 51 dpal ldan grags pa,bo-x-ewts;Ganden Trichen 51 Pelden Drakpa,en;Ganden Tripa 51 Pelden Drakpa,en;hor tshang dpal ldan grags pa,bo-x-ewts;hor tshang gser khri 01 dpal ldan grags pa,bo-x-ewts;Hortsang Kutreng Dangpo ,en;Hortsang Sertri Kutreng Dangpo ,en;rta dbon ngag dbang dpal ldan grags pa,bo-x-ewts;shar rtse dpal ldan grags pa,bo-x-ewts;shar rtse rta dben pa dpal ldan grags pa,bo-x-ewts;Shartse Pelden Drakpa ,en;Shartse Tawonpa Pelden Drakpa ,en;Tawon Ngawang Pelden Drakpa ,en",,51,
4492,P2760,"Ganden Tripa","Gyeltsen Sengge","dga' ldan khri pa","rgyal mtshan seng+ge",1678,0,,1756,0,,M,,,,"Phonetic: The Fifty-Third Ganden Tripa, Gyeltsen Sengge Wylie: dga' ldan khri pa 53 rgyal mtshan seng+ge","dga' ldan khri chen 53 rgyal mtshan seng+ge,bo-x-ewts;dga' ldan khri pa 53 rgyal mtshan seng+ge,bo-x-ewts;Ganden Trichen 53 Gyeltsen Sengge,en;Ganden Tripa 53 Gyeltsen Sengge,en;gtsos khri sprul 01 rgyal   mtshan seng+ge,bo-x-ewts;tA dbon rgyal mtshan seng+ge,bo-x-ewts;Tawon Gyeltsen Sengge,en;Tso Gyeltsen Sengge,en;Tso Tritul 01 Gyeltsen Sengge ,en",,53,
4493,P2761,"Ganden Tripa","Ngawang Namkha Zangpo","dga' ldan khri pa","ngag dbang nam mkha' bzang po",1690,1,,1750,0,1749,M,,,,"Phonetic: The Fifty-Fifth Ganden Tripa, Ngawang Namkha Zangpo Wylie: dga' ldan khri pa 55 ngag dbang nam mkha' bzang po","blo bzang dpal ldan,bo-x-ewts;dga' ldan khri chen 55 ngag dbang nam mkha' bzang po,bo-x-ewts;dga' ldan khri pa 55 ngag dbang nam mkha' bzang po,bo-x-ewts;Ganden Trichen 55 Ngawang Namkha Zangpo,en;Ganden Tripa 55 Ngawang Namkha Zangpo,en;Lobzang Pelden ,en;nam mkha' dpal bzang po,bo-x-ewts;Namkha Pel Zangpo,en;shing bza' 01 ngag dbang nam mkha' bzang po,bo-x-ewts;Shingza 01 Ngawang Namkha Zangpo ,en;zam tsha 01 ngag dbang nam mkha' bzang po,bo-x-ewts;Zamtsa 01 Ngawang Namkha Zangpo,en",,55,
4494,P2762,"Ganden Tripa","Lobzang Drime","dga' ldan khri pa","blo bzang dri med",1683,0,,,0,,M,,,,"Phonetic: The Fifty-Sixth Ganden Tripa, Lobzang Drime Wylie: dga' ldan khri pa 56 blo bzang dri med","byang rtse blo bzang dri med,bo-x-ewts;dga' ldan khri chen 56 blo bzang dri med,bo-x-ewts;dga' ldan khri pa 56 blo bzang dri med,bo-x-ewts;Ganden Trichen 56 Lobzang Drime,en;Ganden Tripa 56 Lobzang Drime,en;Jangtse Lobzang Drime ,en;Powor Lobzang Drime ,en;spo 'bor blo bzang dri med,bo-x-ewts",,56,
4495,P2763,"Ganden Tripa","Samten Puntsok","dga' ldan khri pa","bsam gtan phun tshogs",1703,0,,1770,0,,M,,,,"Phonetic: The Fifty-Seventh Ganden Tripa, Samten Puntsok Wylie: dga' ldan khri pa 57 bsam gtan phun tshogs","dbu stod bsam gtan phun tshogs,bo-x-ewts;dga' ldan khri chen 57 bsam gtan phun tshogs,bo-x-ewts;dga' ldan khri pa 57 bsam gtan phun tshogs,bo-x-ewts;Ganden Trichen 57 Samten Puntsok,en;Ganden Tripa 57 Samten Puntsok,en;Shartse Samten Puntsok ,en;Uto Samten Puntsok ,en",,57,
4496,P2764,"Ganden Tripa","Ngawang Chodrak","dga' ldan khri pa","ngag dbang chos grags",1707,0,,1778,0,,M,,,,"Phonetic: The Fifty-Eighth Ganden Tripa, Ngawang Chodrak Wylie: dga' ldan khri pa 58 ngag dbang chos grags","bya khyung ngag dbang chos grags,bo-x-ewts;dga' ldan khri chen 58 ngag dbang chos grags,bo-x-ewts;dga' ldan khri pa 58 ngag dbang chos grags,bo-x-ewts;Ganden Trichen 58 Ngawang Chodrak,en;Ganden Tripa 58 Ngawang Chodrak,en;Jakhyung Ngawang Chodrak ,en;Jangtse Ngawang Chodrak ,en",,58,
4497,P2765,"Ganden Tripa","Ngawang Chodrak","dga' ldan khri pa","ngag dbang chos grags",1710,0,,1772,0,,M,,,,"Phonetic: The Fifty-Ninth Ganden Tripa, Ngawang Chodrak Wylie: dga' ldan khri pa 59 ngag dbang chos grags","chu bzang ngag dbang chos grags,bo-x-ewts;Chubzang Ngawang Chodrak ,en;dga' ldan khri chen 59 ngag dbang chos grags,bo-x-ewts;dga' ldan khri pa 59 ngag dbang chos grags,bo-x-ewts;Ganden Trichen 59 Ngawang Chodrak,en;Ganden Tripa 59 Ngawang Chodrak,en;shar chen ngag dbang chos grags,bo-x-ewts;shar rtse ngag dbang chos grags,bo-x-ewts;Sharchen Ngawang Chodrak ,en;Shartse Ngawang Chodrak ,en",,59,
4498,P2766,"Ganden Tripa","Lobzang Tenpa","dga' ldan khri pa","blo bzang bstan pa",1725,0,,1782,0,,M,,,,"Phonetic: The Sixtieth Ganden Tripa, Lobzang Tenpa Wylie: dga' ldan khri pa 60 blo bzang bstan pa","byang rtse blo bzang bstan pa,bo-x-ewts;dga' ldan khri chen 60 blo bzang bstan pa,bo-x-ewts;dga' ldan khri pa 60 blo bzang bstan pa,bo-x-ewts;Ganden Trichen 60 Lobzang Tenpa,en;Ganden Tripa 60 Lobzang Tenpa,en;Jangtse Lobzang Tenpa ,en",,60,
4499,P2767,"Ganden Tripa","Lobzang Monlam","dga' ldan khri pa","blo bzang smon lam",1729,0,,1798,0,,M,,,,"Phonetic: The Sixty-Second Ganden Tripa, Lobzang Monlam Wylie: dga' ldan khri pa 62 blo bzang smon lam","byang rtse blo bzang smon lam,bo-x-ewts;dga' ldan khri chen 62 blo bzang smon lam,bo-x-ewts;dga' ldan khri pa 62 blo bzang smon lam,bo-x-ewts;Ganden Trichen 62 Lobzang Monlam,en;Ganden Tripa 62 Lobzang Monlam,en;Gyelrong Lobzang Monlam ,en;Jangtse Lobzang Monlam ,en;rgyal rong blo bzang smon lam,bo-x-ewts;spro nang pa blo bzang smon lam,bo-x-ewts;Tronang Lobzang Monlam ,en",,62,
4500,P2768,"Ganden Tripa","Lobzang Khechok","dga' ldan khri pa","blo bzang mkhas mchog",1736,0,,1792,0,,M,,,,"Phonetic: The Sixty-Third Ganden Tripa, Lobzang Khechok Wylie: dga' ldan khri pa 63 blo bzang mkhas mchog","dga' ldan khri chen 63 blo bzang mkhas mchog,bo-x-ewts;dga' ldan khri pa 63 blo bzang mkhas mchog,bo-x-ewts;Ganden Trichen 63 Lobzang Khechok,en;Ganden Tripa 63 Lobzang Khechok,en;shar rtse blo bzang mkhas mchog,bo-x-ewts;Shartse Lobzang Khechok ,en;Tsador Lobzang Khechok ,en;tsha rdor blo bzang mkhas mchog,bo-x-ewts",,63,
4501,P2769,"Ganden Tripa","Lobzang Tashi","dga' ldan khri pa","blo bzang bkra shis",1739,0,,1801,0,,M,,,,"Phonetic: The Sixty-Fourth Ganden Tripa, Lobzang Tashi Wylie: dga' ldan khri pa 64 blo bzang bkra shis","brag 'go blo bzang bkra shis,bo-x-ewts;dga' ldan khri chen 64 blo bzang bkra shis,bo-x-ewts;dga' ldan khri pa 64 blo bzang bkra shis,bo-x-ewts;Drango Lobzang Tashi ,en;Ganden Trichen 64 Lobzang Tashi,en;Ganden Tripa 64 Lobzang Tashi,en;Jangtse Lobzang Tashi ,en;tre hor blo bzang bkra shis,bo-x-ewts;Trehor Lobzang Tashi ,en",,64,
4524,P279,"Rongpo Drubchen","Lobzang Chodrak Gyatso","rong po grub chen","blo bzang chos grags rgya mtsho",1795,0,,1843,0,,M,,,,"Phonetic: The Fourth Rongwo Drubchen, Lobzang Chodrak Gyatso Wylie: rong po grub chen 04 blo bzang chos grags rgya mtsho","rong po grub chen 04 blo bzang chos grags rgya mtsho,bo-x-ewts;skal ldan 04 blo bzang chos grags rgya mtsho,bo-x-ewts",,04,
4535,P28,"Ganden Tripa","Yeshe Zangpo","dga' ldan khri pa","ye shes bzang po",1415,0,,1498,0,,M,,,,"Phonetic: The Tenth Ganden Tripa, Yeshe Zangpo Wylie: dga' ldan khri pa 10 ye shes bzang po","Denma Yeshe Zangpo,en;dga' ldan tri pa 10 ye shes bzang po,bo-x-ewts;Ganden Trichen 10 Yeshe Zangpo,en;Ganden Tripa 10 Yeshe Zangpo,en;khri 10 ye shes bzang po,bo-x-ewts;ldan ma ye shes bzang po,bo-x-ewts",,10,
4607,P2866,,"Konchok Dechen",,"dkon mchog bde chen",1737,0,,1796,0,,M,,,,"Phonetic: Konchok Dechen Wylie: dkon mchog bde chen","dkon mchog sde chen,bo-x-ewts;dpa' re dkon mchog bde chen,bo-x-ewts;dpal ri ba dkon mchog bde chen,bo-x-ewts;Pare Konchok Dechen,en;Pelri Konchok Dechen,en",,,
4611,P287,,"Zhabkar Tsokdruk Rangdrol",,"zhabs dkar tshogs drug rang grol",1781,0,,1851,0,,M,,,,"Phonetic: Zhabkar Tsokdruk Rangdrol Wylie: zhabs dkar tshogs drug rang grol","byams pa chos dar,bo-x-ewts;Jampa Chodar,en;ngag dbang bkra shis,bo-x-ewts;Ngawang Tashi,en;tshogs drug rang grol,bo-x-ewts;Tsokdruk Rangdrol,en",,,
4622,P2881,,"Jigme Ngotsar Gyatso",,"'jigs med ngo mtshar rgya mtsho",1750,0,1760,,0,,M,,,,"Phonetic: Jigme Ngotsar Gyatso Wylie: 'jigs med ngo mtshar rgya mtsho","'jigs med ngo mtshar,bo-x-ewts;dge rtse'i bla ma bsod nams bstan 'dzin,bo-x-ewts;First Kilung Rinpoche Jigme Ngotsar Gyatso,en;Getse Lama Sonam Tenzin,en;Jigme Ngotsar,en;ki lung rin po chen 01 'jigs med ngo mtshar rgya mtsho,bo-x-ewts",,,
4626,P2885,,"Nubchen Sanggye Yeshe",,"gnubs chen sangs rgyas ye shes",844,1,,,0,,M,,,,"Phonetic: Nubchen Sanggye Yeshe Wylie: gnubs chen sangs rgyas ye shes","gnubs sangs rgyas ye shes,bo-x-ewts;Nub Sanggye Yeshe,en;Sanggye Yeshe,en;sangs rgyas ye shes,bo-x-ewts",,,
4630,P2889,,"Zurchen Shakya Jungne",,"zur chen shAkya 'byung gnas",1002,0,,1062,0,,M,,,,"Phonetic: Zurchen Shakya Jungne Wylie: zur chen shAkya 'byung gnas","'ug pa lung pa shAkya 'byung gnas,bo-x-ewts;shAkya 'byung gnas,bo-x-ewts;Shakya Jungne,en;Upelungpa Shakya Jungne,en;zur chen,bo-x-ewts;Zurchen,en",,,
4631,P289,,"Ngulchu Dharmabhadra",,"dngul chu d+harma b+ha dra",1772,0,,1851,0,,M,,,,"Phonetic: Ngulchu Dharmabhadra Wylie: dngul chu d+harma b+ha dra","blo bzang tshe ring,bo-x-ewts;d+harma b+ha dra,bo-x-ewts;Dharmabhadra,en;dngul chu chos kyi bzang po,bo-x-ewts;Lobzang Tsering,en;Ngulchu Chokyi Zangpo,en",,,
4632,P2890,,"Zurchung Sherab Drakpa",,"zur chung shes rab grags pa",1014,0,,1074,0,,M,,,,"Phonetic: Zurchung Sherab Drakpa Wylie: zur chung shes rab grags pa","'ug pa lung gdan rabs 02 shes rab grags pa,bo-x-ewts;bde gshegs rgya bo,bo-x-ewts;Deshek Gyawo,en;Sherab Drakpa,en;shes rab grags pa,bo-x-ewts;Upelung Denrab 02 Sherab Drakpa,en",,,
4642,P29,,"Sherab Gyatso",,"shes rab rgya mtsho",1884,0,,1968,0,,M,,,,"Phonetic: Sherab Gyatso Wylie: shes rab rgya mtsho","'jam dpal dgyes pa'i blo gros,bo-x-ewts;dge bshes shes rab rgya mtsho,bo-x-ewts;Dobi Geshe Sherab Gyatso ,en;dpal ldan rdo rje bdud 'dul,bo-x-ewts;Geshe Sherab Gyatso ,en;Jampel Gyepai Lodro ,en;klu 'bum dge bshes shes rab rgya mtsho,bo-x-ewts;Lubum Sherab Gyatso ,en;Pelden Dorje Dudul,en;rdo sbis dge bshes shes rab rgya mtsho,bo-x-ewts;喜饶嘉措,zh-Hani",,,
4659,P2914,,"Sengdruk Pema Tashi",,"seng phrug pad+ma bkra shis",,0,,,0,,M,,,,"Phonetic: Sengdruk Pema Tashi Wylie: seng phrug pad+ma bkra shis","mkhas pa'i dbang phyug pad+ma bkra shis,bo-x-ewts;pad+ma bkra shis,bo-x-ewts;Pema Tashi,en;Sherab Zangpo,en;shes rab bzang po,bo-x-ewts","18th century (late)",,
4660,P2915,,"Drakpa Gyeltsen",,"grags pa rgyal mtshan",1365,0,,1448,0,,M,,,,"Phonetic: Drakpa Gyeltsen Wylie: grags pa rgyal mtshan","'jam dbyangs grags pa rgyal mtshan,bo-x-ewts;Jamyang Drakpa Gyeltsen,en;Zhalu Khenchen Drakpa Gyeltsen,en;zhwa lu mkhan chen 02 grags pa rgyal mtshan,bo-x-ewts",,,
4665,P292,,"Bipa Mipam Dawa",,"bis pa dbang mi pham zla ba",1767,0,,1807,0,,M,,,,"Phonetic: Bipa Mipam Dawa Wylie: bis pa dbang mi pham zla ba","Bipa Ngawang Mipam Dawa ,en;bis pa ngag dbang mi pham zla ba,bo-x-ewts;mi pham ngag dbang zla ba,bo-x-ewts;mi pham zla ba,bo-x-ewts;Mipam Dawa,en;Mipam Ngawang Dawa,en;ngag dbang mi pham zla ba,bo-x-ewts;Ngawang Mipam Dawa,en;rong po khri chen ngag dbang mi pham zla ba,bo-x-ewts;Rongwo Trichen Ngawang Mipam Dawa,en",,,
4669,P2923,"Ganden Tripa","Lekpa Gyeltsen","dga' ldan khri pa","legs pa rgyal mtshan",1375,0,,1450,0,,M,,,,"Phonetic: The Fourth Ganden Tripa, Lekpa Gyeltsen Wylie: dga' ldan khri pa 04 legs pa rgyal mtshan","dga' ldan khri chen 04 legs pa rgyal mtshan,bo-x-ewts;dga' ldan khri pa 04 legs pa rgyal mtshan,bo-x-ewts;Ganden Trichen 04 Lekpa Gyeltsen,en;Ganden Tripa 04 Lekpa Gyeltsen,en;khri 04 legs pa rgyal mtshan,bo-x-ewts;Tri 04 Lekpa Gyeltsen,en;Zhalu Lochen Lekpa Gyeltsen,en;Zhalupa Lekpa Gyeltsen,en;zhwa lu lo chen legs pa rgyal mtshan,bo-x-ewts;zhwa lu pa legs pa rgyal mtshan,bo-x-ewts",,04,
