TOL ID,TBRC RID,Primary name,Primary name encoding,Wylie name,Tibetan,Title,Wylie title,Birth year,Birth year approximate,Birth year alternate,Birth century,Death year,Death year approximate,Death year alternate,Death century,Gender,Ordinal,Wikidata ID
8177,P5636,Nyoshul Khenpo Jamyang Dorje,en,smyo shul mkhan po 'jam dbyangs rdo rje,སྨྱོ་ཤུལ་མཁན་པོ་འཇམ་དབྱངས་རྡོ་རྗེ།,,,1931,0,,,1999,0,,,M,,
8181,P564,Chokgyur Lingpa,en,mchog gyur gling pa,མཆོག་གྱུར་གླིང་པ།,,,1829,0,,,1870,0,,,M,,
8184,P5642,Lobzang Chodar,en,blo bzang chos dar,བློ་བཟང་ཆོས་དར།,,,1732,0,,,1812,0,,,M,,
8342,P5788,Tonmi Sambhota,en,thon mi sam+b+ho Ta,ཐོན་མི་སམྦྷོ་ཊ།,,,619,1,,,,0,,,M,,
8343,P579,Sherab Gyeltsen,en,shes rab rgyal mtshan,ཤེས་རབ་རྒྱལ་མཚན།,Je Khenpo,rje mkhan po,1772,0,,,1848,0,,,M,25,
8354,P58,Lodro Gyeltsen,en,blo gros rgyal mtshan,བློ་གྲོས་རྒྱལ་མཚན།,,,1402,0,,,1472,0,,,M,,
8355,P580,Jigme Norbu,en,jigs med nor bu,འཇིགས་མེད་ནོར་བུ།,Zhabdrung,zhabs drung,1831,0,,,1861,0,,,M,4,
8361,P5805,Khyentse Tokden,en,mkhyen brtse rtogs ldan,མཁྱེན་བརྩེ་རྟོགས་ལྡན།,,,1375,0,,56,,0,,,M,,
8397,P584,Yeshe Ngodrub,en,ye shes dngos grub,ཡེ་ཤེས་དངོས་གྲུབ།,Zhabdrung Sungtrul,zhabs drung gsung sprul,1851,0,,,1917,0,,,M,5,
8454,P5893,Kunpang Delek Rinchen,en,kun spangs bde legs rin chen,ཀུན་སྤངས་བདེ་ལེགས་རིན་ཆེན།,,,1260,0,1263,,,0,,,M,,
8455,P5894,Kunden Rema,en,kun ldan ras ma,ཀུན་ལྡན་རས་མ།,,,,0,,51,,0,,,F,,
8456,P5895,Jangsem Choje Sonam Gyeltsen,en,byang sems chos rje bsod nams rgyal mtshan,བྱང་སེམས་ཆོས་རྗེ་བསོད་ནམས་རྒྱལ་མཚན།,,,1193,1,,,1269,1,,,M,,
8459,P5898,Machik Ongjo,en,ma gcig ong jo,མ་གཅིག་ཨང་ཇོ།,,,,0,,45,,0,,,F,,
8460,P5899,Khyungtsangpa Yeshe Lama,en,khyung tshang pa ye shes bla ma,ཁྱུང་ཚང་པ་ཡེ་ཤེས་བླ་མ།,,,1115,0,,,1176,0,,,M,,
8472,P5909,"Dungtso Repa The Later""""",en,dung mtsho ras pa phyi ma,དུང་མཚོ་རས་པ་ཕྱི་མ།,,,,0,,57,,0,,,M,,
8474,P5910,Machik Kunga Bum,en,ma gcig kun dga' 'bum,མ་གཅིག་ཀུན་དགའ་འབུམ།,,,,0,,51,,0,,54,F,,
8507,P5941,Chokyi Wozer,en,chos kyi 'od zer,ཆོས་ཀྱི་འོད་ཟེར།,,,1889,0,,,1960,0,,,M,,
8536,P5969,Jamyang Gyeltsen,en,jam dbyangs rgyal mtshan,འཇམ་དབྱངས་རྒྱལ་མཚན།,,,1929,0,,,1999,0,,,M,,
8538,P5970,Lerab Lingpa,en,las rab gling pa,ལས་རབ་གླིང་པ།,,,1856,0,,,1926,0,,,M,,
8539,P5971,Gyelse Sonam Deutsen,en,rgyal sras bsod nams lde'u btsan,རྒྱལ་སྲས་བསོད་ནམས་ལྡེའུ་བཙན།,,,1675,0,"167,916,721,673",,1723,0,,,M,,
8543,P5975,Tsondru Gyatso,en,brtson 'grus rgya mtsho,བརྩོན་འགྲུས་རྒྱ་མཚོ།,,,,0,,68,,0,,69,M,,
8549,P5980,Namkha Chowang,en,nam mkha' chos dbang,ནམ་མཁའ་ཆོས་དབང།,Moktsa Tulku,rmog rtsa sprul sku,,0,,,1784,1,,,M,1,
8551,P5982,Orgyen Jamyang,en,o rgyan 'jam dbyangs,ཨོ་རྒྱན་འཇམ་དབྱངས།,Chonyi Gyatso,chos nyid rgya mtsho,,0,,71,,0,,72,M,2,
8562,P5992,Jigme Rigdzin Gonpo,en,jigs med rig 'dzin mgon po,འཇིགས་མེད་རིག་འཛིན་མགོན་པོ།,Drime Zhingkyong,dri med zhing skyong,,0,,72,1836,1,,,M,2,
8563,P5993,Jigme Yonten Gonpo,en,jigs med yon tan mgon po,འཇིགས་མེད་ཡོན་ཏན་མགོན་པོ།,Drime Zhingkyong,dri med zhing skyong,1837,0,,,1898,0,,,M,3,
8566,P5996,Jampel Dorje,en,jam dpal rdo rje,འཇམ་དཔལ་རྡོ་རྗེ།,Chonyi Gyatso,chos nyid rgya mtsho,,0,,75,,0,,78,M,4,
8567,P5997,Drodul Tobden Lingpa,en,gro 'dul stobs ldan gling pa,འགྲོ་འདུལ་སྟོབས་ལྡན་གླིང་པ།,,,,0,,76,,0,,78,M,,
8571,P60,Rendawa Zhonnu Lodro,en,red mda' ba gzhon nu blo gros,རེད་མདའ་བ་གཞོན་ནུ་བློ་གྲོས།,,,1348,0,1349,,1412,0,,,M,,
8574,P6002,Drodul Pawo Dorje,en,gro 'dul dpa' bo rdo rje,འགྲོ་འདུལ་དཔའ་བོ་རྡོ་རྗེ།,Adzom Drukpa,a 'dzom 'brug pa,1842,0,,,1924,0,,,M,1,
8575,P6003,Jigme Dechen Dorje,en,jigs med bde chen rdo rje,འཇིགས་མེད་བདེ་ཆེན་རྡོ་རྗེ།,Drime Zhingkyong,dri med zhing skyong,1899,0,,,1939,1,,,M,4,
8578,P6006,Pema Kundrol Namgyel,en,pad+ma kun grol rnam rgyal,པདྨ་ཀུན་གྲོལ་རྣམ་རྒྱལ།,,,1706,0,,,1773,0,,,M,,
8580,P6008,Choying Dorje,en,chos dbyings rdo rje,ཆོས་དབྱིངས་རྡོ་རྗེ།,Moktsa,rmog rtsa,,0,,69,,0,,73,M,2,
8583,P6010,Choying Rangdrol,en,chos dbyings rang grol,ཆོས་དབྱིངས་རང་གྲོལ།,Tsopu Drubchen,mtsho phu grub chen,,0,,69,,0,,,M,1,
8584,P6011,Wosel Dorje Nyingpo,en,od gsal rdo rje snying po,འོད་གསལ་རྡོ་རྗེ་སྙིང་པོ།,Nyingon Choktrul,nyin dgon mchog sprul,,0,,71,,0,,74,M,2,
8585,P6012,Jangchub Chokyi Nyima,en,byang chub chos kyi nyi ma,བྱང་ཆུབ་ཆོས་ཀྱི་ཉི་མ།,,,,0,,72,,0,,73,M,,
8592,P6019,Tsewang Rigdzin Gyatso,bo-x-ewts,tshe dbang rig 'dzin rgya mtsho,ཚེ་དབང་རིག་འཛིན་རྒྱ་མཚོ།,Katok Getse,kaH thog dge rtse,,0,,73,,0,,,M,2,
8596,P6022,Gyurme Kelzang Tobgyel Dorje,en,gyur med skal bzang stobs rgyal rdo rje,འགྱུར་མེད་སྐལ་བཟང་སྟོབས་རྒྱལ་རྡོ་རྗེ།,Nyingon Choktrul,nyin dgon mchog sprul,1937,0,,,1979,0,,,M,5,
8600,P6026,Jigme Dorje,en,jigs med rdo rje,འཇིགས་མེད་རྡོ་རྗེ།,,,,0,,73,,0,,,M,,
8603,P6029,Zhenpen Dorje,en,gzhan phan rdo rje,གཞན་ཕན་རྡོ་རྗེ།,Nyingon Choktrul,nyin dgon mchog sprul,,0,,74,,0,,76,M,3,
8609,P6034,Jikdrel Tutob Dorje,en,jigs bral mthu stobs rdo rje,འཇིགས་བྲལ་མཐུ་སྟོབས་རྡོ་རྗེ།,Moktsa Tulku,rmog rtsa sprul sku,,0,,72,,0,,73,M,3,
8610,P6035,Jikdrel Chokyi Langpo,en,jigs bral phyogs kyi glang po,འཇིགས་བྲལ་ཕྱོགས་ཀྱི་གླང་པོ།,Moktsa Tulku,rmog rtsa sprul sku,,0,,73,,0,,,M,4,
8612,P6037,Zong Lobzang Tsondru Tubten Gyeltsen,en,zong blo bzang brtson 'grus thub bstan rgyal mtshan,ཟོང་བློ་བཟང་བརྩོན་འགྲུས་ཐུབ་བསྟན་རྒྱལ་མཚན།,,,1904,0,,,1984,0,,,M,,
8616,P6040,Jangchub Dorje,en,byang chub rdo rje,བྱང་ཆུབ་རྡོ་རྗེ།,Nyingon Choktrul,nyin dgon mchog sprul,,0,,67,,0,,70,M,1,
8617,P6041,Sonam Dorje,en,bsod nams rdo rje,བསོད་ནམས་རྡོ་རྗེ།,Nyingon Choktrul,nyin dgon mchog sprul,,0,,76,,0,,,M,4,
8618,P6042,Kunzang Pema Trinle,en,kun bzang pad+ma 'phrin las,ཀུན་བཟང་པདྨ་འཕྲིན་ལས།,Chaktsa,phyag tsha sprul sku,,0,,76,,0,,79,M,4,
8624,P6048,Tubten Gyeltsen Wozer,en,thub bstan rgyal mtshan 'od zer,ཐུབ་བསྟན་རྒྱལ་མཚན་འོད་ཟེར།,,,1862,0,,,,0,,,M,,
8625,P6049,Drime Wosel Lingpa,en,dri med 'od gsal gling pa,དྲི་མེད་འོད་གསལ་གླིང་པ།,,,,0,,75,,0,,78,M,,
8629,P6052,Pema Trinle,en,pad+ma 'phrin las,པདྨ་འཕྲིན་ལས།,Chonyi Gyatso,chos nyid rgya mtsho,,0,,78,,0,,,M,5,
8630,P6053,Pelden Dorje,en,dpal ldan rdo rje,དཔལ་ལྡན་རྡོ་རྗེ།,Chonyi Gyatso,chos nyid rgya mtsho,,0,,72,,0,,74,M,3,
8631,P6054,Chopa Lugu,en,gcod pa lu gu,གཅོད་པ་ལུ་གུ།,Chonyi Gyatso,chos nyid rgya mtsho,,0,,68,,0,,71,M,1,
8633,P6056,Hor Donyon Rinpoche,en,hor mdo smyon rin po che,ཧོར་མདོ་སྨྱོན་རིན་པོ་ཆེ།,,,,0,,75,,0,,,M,,
8637,P606,Sengge Gyelpo,en,seng+ge rgyal po,སེངྒེ་རྒྱལ་པོ།,,,1289,0,,,1326,0,,,M,,
8650,P6071,Namtrul Jigme Puntsok,en,nam sprul 'jigs med phun tshogs,ནམ་མཁའ་གླིང་པ།,Namkhai Nyingpo,nam mkha'i snying po,1944,0,,,2011,0,,,M,4,
8651,P6072,Khandro Tāre Lhamo,en,mkha' 'gro tA re lha mo,མཁའ་འགྲོ་ཏཱ་རེ་ལྷ་མོ།,,,1938,0,,,2002,0,,,F,,
8675,P6095,Nangdze Dorje,en,snang mdzad rdo rje,སྣང་མཛད་རྡོ་རྗེ།,,,1798,0,,,1874,0,,,M,,
8730,P6145,Dromton Zhonnu Lodro,en,brom ston gzhon nu blo gros,འབྲོམ་སྟོན་གཞོན་ནུ་བློ་གྲོས།,,,1271,0,,,,0,,,M,,
8750,P6164,Dorje Lingpa,en,rdo rje gling pa,རྡོ་རྗེ་གླིང་པ།,,,1346,0,,,1405,0,,,M,,
8752,P6167,Ngawang Lodro Drakpa,en,ngag dbang blo gros grags pa,ངག་དབང་བློ་གྲོས་གྲགས་པ།,,,1920,0,,,1975,0,,,M,,
8753,P6168,Jamyang Sherab Chokyi Nangwa,en,jam dbyangs shes rab chos kyi snang ba,འཇམ་དབྱངས་ཤེས་རབ་ཆོས་ཀྱི་སྣང་བ།,Pelyul Choktrul,dpal yul mchog sprul,1854,0,,,1893,0,,,M,1,
8754,P6169,Dongak Tendzin,en,mdo sngags bstan 'dzin,མདོ་སྔགས་བསྟན་འཛིན།,Gyatrul,rgya sprul,1830,0,,,1892,0,,,M,1,
8757,P6172,Dongak Chokyi Nyima,en,mdo sngags chos kyi nyi ma,མདོ་སྔགས་ཆོས་ཀྱི་ཉི་མ།,Karma Kuchen,karma sku chen,1854,0,,,1906,0,,,M,3,
8782,P620,Shākya Shrī,en,shAkya shrI,ཤཱཀྱ་ཤྲཱི།,,,1853,0,,,1919,0,,,M,,
8825,P625,Dilgo Khyentse Tashi Peljor,en,dil mgo mkhyen brtse bkra shis dpal 'byor,དིལ་མགོ་མཁྱེན་བརྩེ་བཀྲ་ཤིས་དཔལ་འབྱོར།,,,1910,0,,,1991,0,,,M,,
8857,P628,Melong Dorje,en,me long rdo rje,མེ་ལོང་རྡོ་རྗེ།,,,1243,0,,,1303,0,,,M,,
8860,P6282,Khetsun Gyatso,en,mkhas btsun rgya mtsho,མཁས་བཙུན་རྒྱ་མཚོ།,Zhabdrung Karpo,zhabs drung dkar po,1797,0,,,1831,0,,,M,5,
8861,P6283,Gendun Tenzin Norbu,en,dge 'dun bstan 'dzin nor bu,དགེ་འདུན་བསྟན་འཛིན་ནོར་བུ།,Zhabdrung Karpo,zhabs drung dkar po,1873,0,,,1927,0,,,M,7,
8868,P629,Jomo Menmo,en,jo mo sman mo,ཇོ་མོ་སྨན་མོ།,,,1248,0,,,1283,0,,,F,,
8891,P631,Guru Jober,en,gu ru jo 'ber,གུ་རུ་ཇོ་འབེར།,,,1196,0,,,1255,0,,,M,,
8892,P6310,Karma Gyurme Ngedon Tendzin,en,karma 'gyur med nges don bstan 'dzin,ཀརྨ་འགྱུར་མེད་ངེས་དོན་བསྟན་འཛིན།,Karma Kuchen,karma sku chen,1794,0,,,1851,0,,,M,2,
8906,P6324,Karma Chopel,en,ka.rma chos 'phel,ཀརྨ་ཆོས་འཕེལ།,,,1930,0,,,1999,0,,,M,,
8912,P633,Nyima Bum,en,nyi ma 'bum,ཉི་མ་འབུམ།,,,1158,0,,,1213,0,,,M,,
8923,P634,Zhangton Tashi Dorje,en,zhang ston bkra shis rdo rje,ཞང་སྟོན་བཀྲ་ཤིས་རྡོ་རྗེ།,,,1097,0,,,1167,0,,,M,,
8964,P638,Sherab Wozer,en,shes rab 'od zer,ཤེས་རབ་འོད་ཟེར།,,,1518,0,,,1584,0,,,M,,
8972,P6387,Lekshe Chokyi Drayang,en,legs bshad chos kyi sgra dbyangs,ལེགས་བཤད་ཆོས་ཀྱི་སྒྲ་དབྱངས།,Penor,pad nor,1932,0,,,2009,0,,,M,3,
8975,P639,Ngakgi Wangpo,en,ngag gi dbang po,ངག་གི་དབང་པོ།,Dorje Drak Rigdzin,rdo rje brag rig 'dzin,1580,0,,,1639,0,,,M,3,
8986,P64,Tsongkhapa Lobzang Drakpa,en,tsong kha pa blo bzang grags pa,ཙོང་ཁ་པ་བློ་བཟང་གྲགས་པ།,,,1357,0,,,1419,0,,,M,,
9030,P644,Gyurme Dechen,en,gyur med bde chen,འགྱུར་མེད་བདེ་ཆེན།,,,1540,0,,,1615,0,,,M,,
9047,P6455,Pema Kunzang Rangdrol,en,pad+ma kun bzang rang grol,པདྨ་ཀུན་བཟང་རང་གྲོལ།,,,1916,0,,,1984,0,,,M,,
9049,P6457,Lobzang Gyeltsen,en,blo bzang rgyal mtshan,བློ་བཟང་རྒྱལ་མཚན།,Ganden Tripa,dga' ldan khri pa,,0,,,1932,0,,,M,91,
9050,P6458,Tubten Nyinje,en,thub bstan nyin byed,ཐུབ་བསྟན་ཉིན་བྱེད།,Ganden Tripa,dga' ldan khri pa,,0,,75,1933,0,,,M,92,
9051,P6459,Yeshe Wangden,en,ye shes dbang ldan,ཡེ་ཤེས་དབང་ལྡན།,Ganden Tripa,dga' ldan khri pa,,0,,,1943,1,,,M,93,
9052,P646,Tashi Tobgyel,en,bkra shis stobs rgyal,བཀྲ་ཤིས་སྟོབས་རྒྱལ།,,,1550,0,,63,1603,0,,,M,,
9053,P6460,Lhundrub Tsondru,en,lhun grub brtson 'grus,ལྷུན་གྲུབ་བརྩོན་འགྲུས།,Ganden Tripa,dga' ldan khri pa,,0,,,1949,0,,,M,94,
9055,P6463,Drakpa Dondrub,en,grags pa don grub,གྲགས་པ་དོན་གྲུབ།,Ganden Tripa,dga' ldan khri pa,,0,,74,,0,,76,M,80,
9056,P6464,Lobzang Nyendrak Gyatso,en,blo bzang snyan grags rgya mtsho,བློ་བཟང་སྙན་གྲགས་རྒྱ་མཚོ།,Ganden Tripa,dga' ldan khri pa,,0,,73,1920,1,,,M,89,
9057,P6465,Lobzang Jinpa,en,blo bzang sbyin pa,བློ་བཟང་སྦྱིན་པ།,Ganden Tripa,dga' ldan khri pa,,0,,74,,0,,76,M,79,
9058,P6466,Jamyang Damcho,en,jam dbyangs dam chos,འཇམ་དབྱངས་དམ་ཆོས།,Ganden Tripa,dga' ldan khri pa,,0,,74,,0,,76,M,78,
9059,P6467,Tsultrim Dargye,en,tshul khrims dar rgyas,ཚུལ་ཁྲིམས་དར་རྒྱས།,Ganden Tripa,dga' ldan khri pa,,0,,74,,0,,76,M,77,
9062,P647,Peljor Lhundrub,en,dpal 'byor lhun grub,དཔལ་འབྱོར་ལྷུན་གྲུབ།,,,1561,0,,,1637,0,,,M,,
9083,P6489,Apang Terton,bo-x-ewts,a pang gter ston,ཨ་པང་གཏེར་སྟོན།,,,1895,0,,,1945,0,,,M,,
9095,P65,Gyeltsabje Darma Rinchen,en,rgyal tshab rje dar ma rin chen,རྒྱལ་ཚབ་རྗེ་དར་མ་རིན་ཆེན།,,,1364,0,,,1432,0,,,M,,
9105,P651,Dudul Dorje,bo-x-ewts,bdud 'dul rdo rje,བདུད་འདུལ་རྡོ་རྗེ།,,,1615,0,,,1672,0,,,M,,
9121,P6525,Nyak Jñānakumara,en,gnyags dznyA na ku mA ra,གཉགས་ཛཉཱ་ན་ཀུ་མཱ་ར།,,,,0,,30,,0,,32,M,,
9126,P653,Pema Rigdzin,en,pad+ma rig 'dzin,པདྨ་རིག་འཛིན།,Dzogchen Drubwang,rdzogs chen grub dbang,1625,0,,,1697,0,,,M,1,
9141,P6543,Yeshe Yang,en,ye shes dbyangs,ཡེ་ཤེས་དབྱངས།,,,,0,,,862,0,,,M,,
9158,P656,Garwang Dorje,en,gar dbang rdo rje,གར་དབང་རྡོ་རྗེ།,,,1640,0,,,1685,0,,,M,,
9169,P657,Pema Trinle,en,pad+ma 'phrin las,པདྨ་འཕྲིན་ལས།,Dorje Drak Rigdzin,rdo rje brag rig 'dzin,1641,0,,,1717,0,,,M,4,
9171,P6571,Choden Zangmo,en,chos ldan bzang mo,ཆོས་ལྡན་བཟང་མོ།,Drigung Khandro,bri gung mkha' 'gro,1885,0,1886,,1958,0,,,F,,
9172,P6572,Chonyi Wangmo,en,chos nyid dbang mo,ཆོས་ཉིད་དབང་མོ།,,,,0,,76,,0,,79,F,,
9190,P659,Namcho Mingyur Dorje,en,gnam chos mi 'gyur rdo rje,གནམ་ཆོས་མི་འགྱུར་རྡོ་རྗེ།,,,1645,0,,,1667,0,,,M,,
9201,P66,Rangjung Dorje,en,rang byung rdo rje,རང་བྱུང་རྡོ་རྗེ།,Karmapa,karma pa,1284,0,,,1339,0,,,M,3,
9203,P6600,Yonten Gonpo,en,yon tan mgon po,ཡོན་ཏན་མགོན་པོ།,,,1899,0,,,1959,0,,,M,,
9213,P661,Tenpai Gyeltsen,en,bstan pa'i rgyal mtshan,བསྟན་པའི་རྒྱལ་མཚན།,Shechen Rabjam,zhe chen rab 'byams,1650,0,,,1704,0,,,M,1,
9254,P665,Pelden Tashi,en,dpal ldan bkra shis,དཔལ་ལྡན་བཀྲ་ཤིས།,,,1688,0,,,1743,0,,,M,,
9287,P6680,Langdun Kunga Rinchen,en,glang mdun kun dga' rin chen,གླང་མདུན་ཀུན་དགའ་རིན་ཆེན།,,,,0,,,1887,0,,,M,,
9289,P6682,Lobzang Tashi,en,blo bzang bkra shis,བློ་བཟང་བཀྲ་ཤིས།,,,,0,,73,1904,0,1909,,M,,
9297,P669,Pema Dechen Lingpa,en,pad+ma bde chen gling pa,པདྨ་བདེ་ཆེན་གླིང་པ།,,,1663,0,,,1713,0,,,M,,
9301,P6694,Shatra Peljor Dorje,en,bshad sgra dpal 'byor rdo rje,བཤད་སྒྲ་དཔལ་འབྱོར་རྡོ་རྗེ།,,,,0,,,1919,0,,,M,,
9305,P6698,Tsarong Wangchuk Gyalpo,en,tsha rong dbang phyug rgyal po,ཚ་རོང་དབང་ཕྱུག་རྒྱལ་པོ།,,,1866,0,,,1912,0,,,M,,
9333,P6722,Yuthok Tashi Dhondup,en,g.yu thog bkra shis don grub,གཡུ་ཐོག་བཀྲ་ཤིས་དོན་གྲུབ།,,,1906,0,,,1983,0,,,M,,
9343,P6731,Dokhar Tsewang Norbu,en,mdo khar shar tshe dbang nor bu,མདོ་ཁར་ཤར་ཚེ་དབང་ནོར་བུ།,,,,0,,,1902,0,,,M,,
9355,P6744,Pema Vajra,en,pad+ma badz+ra,པདྨ་བཛྲ།,,,1807,0,,,1884,0,,,M,,
9361,P675,Lobzang Trinle,en,bzhad pa'i rdo rje,བཞད་པའི་རྡོ་རྗེ།,Lelung Jedrung,sle lung rje drung,1697,0,,,1740,0,,,M,5,
9372,P676,Rigdzin Tsewang Norbu,en,rig 'dzin tshe dbang nor bu,རིག་འཛིན་ཚེ་དབང་ནོར་བུ།,,,1698,0,,,1755,0,,,M,,
9383,P677,Gyurme Tekchok Tendzin,en,gyur med theg mchog bstan 'dzin,འགྱུར་མེད་ཐེག་མཆོག་བསྟན་འཛིན།,Dzogchen Drubwang,rdzogs chen grub dbang,1699,0,,,1758,0,,,M,2,
9394,P678,Mingyur Peldron,en,mi 'gyur dpal sgron,མི་འགྱུར་དཔལ་སྒྲོན།,,,1699,0,,,1769,0,,,F,,
9442,P6824,Orgyen Tendzin Gyatso,en,u rgyan bstan 'dzin rgya mtsho,ཨུ་རྒྱན་བསྟན་འཛིན་རྒྱ་མཚོ།,,,,0,,75,,0,,,M,,
9482,P2251,Kunpang Chodrak Pelzang,en,kun spangs chos grags dpal bzang,ཀུན་སྤངས་ཆོས་གྲགས་དཔལ་བཟང།,,,1283,1,,,1363,1,,,M,,
9513,P689,Kelzang Pema Wangchuk,en,skal bzang pad+ma dbang phyug,སྐལ་བཟང་པདྨ་དབང་ཕྱུག།,Dorje Drak Rigdzin,rdo rje brag rig 'dzin,1720,0,,,1771,0,,,M,5,
9523,P6899,Lobzang Jigme Namkha,en,blo bzang 'jigs med nam mkha',བློ་བཟང་འཇིགས་མེད་ནམ་མཁའ།,Zamtsa Sertri,zam tsha gser khri,1768,0,,,1822,0,,,M,2,
9525,P690,Gyurme Kunzang Namgyel,en,gyur med kun bzang rnam rgyal,འགྱུར་མེད་ཀུན་བཟང་རྣམ་རྒྱལ།,Zhechen Rabjam,zhe chen rab 'byams,1713,0,,,1769,0,,,M,2,
9546,P692,Pema Tekchok Tenpai Gyeltsen,en,pad+ma theg mchog bstan pa'i rgyal mtshan,པདྨ་ཐེག་མཆོག་བསྟན་པའི་རྒྱལ་མཚན།,Chakri Nyidrak,chags ri nyi grags,1712,0,,,1771,0,,,M,2,
9572,P6943,Zangpo Drakpa,en,bzang po grags pa,བཟང་པོ་གྲགས་པ།,,,,0,,54,,0,,56,M,,
9574,P6945,Drime Kunga,en,dri med kun dga',དྲི་མེད་ཀུན་དགའ།,,,1347,0,,,,0,,,M,,
9579,P695,Jigme Gyelwai Nyugu,en,jigs med rgyal ba'i myu gu,འཇིགས་མེད་རྒྱལ་བའི་མྱུ་གུ།,,,1765,0,,,1842,0,,,M,,
9585,P6955,Pema Tekchok Loden,en,pad+ma theg mchog blo ldan,པདྨ་ཐེག་མཆོག་བློ་ལྡན།,,,1879,0,,,1955,0,,,M,,
9588,P6958,Tubten Nyendrak,en,thub bstan snyan grags,ཐུབ་བསྟན་སྙན་གྲགས།,,,1883,0,,,1959,0,,,M,,
9589,P6959,Chime Yeshe,en,chi med ye shes,འཆི་མེད་ཡེ་ཤེས།,,,,0,,73,,0,,77,M,,
9590,P696,Changlung Pelchen Namkha Jigme,en,spyang lung dpal chen nam mkha' 'jigs med,སྤྱང་ལུང་དཔལ་ཆེན་ནམ་མཁའ་འཇིགས་མེད།,,,1757,0,,,1821,0,,,M,,
9593,P6962,Kunzang Pelden,en,kun bzang dpal ldan,ཀུན་དགའ་དཔལ་ལྡན།,,,1862,0,,,1943,0,,,M,,
9594,P6963,Kunga Pelden,en,kun dga' dpal ldan,ཀུན་དགའ་དཔལ་ལྡན།,,,1878,0,,,1944,0,1950,,M,,
9601,P697,Gyelse Zhenpen Taye Wozer,en,rgyal sras gzhan phan mtha' yas 'od zer,རྒྱལ་སྲས་གཞན་ཕན་མཐའ་ཡས་འོད་ཟེར།,,,1800,0,,,1855,0,1869,,M,,
9612,P698,Do Khyentse Yeshe Dorje,en,mdo mkhyen brtse ye shes rdo rje,མདོ་མཁྱེན་བརྩེ་ཡེ་ཤེས་རྡོ་རྗེ།,,,1800,0,,,1866,0,,,M,,
9618,P6986,Lhalung Pelgyi Dorje,en,lha lung dpal gyi rdo rje,ལྷ་ལུང་དཔལ་གྱི་རྡོ་རྗེ།,,,,0,,34,,0,,35,M,,
9622,P699,Khenpo Zhenga Zhenpen Chokyi Nangwa,en,mkhan po gzhan dga' gzhan phan chos kyi snang ba,གཞན་ཕན་ཆོས་ཀྱི་སྣང་བ།,,,1871,0,,,1927,0,,,M,,
9624,P6991,Denma Tsemang,en,ldan ma rtse mang,ལྡན་མ་རྩེ་མང།,,,,1,,31,,0,,34,M,,
9634,P70,Drakpa Sengge,en,grags pa seng+ge,གྲགས་པ་སེངྒེ།,Zhamarpa,zhwa dmar pa,1283,0,,,1349,0,,,M,1,
9646,P701,Tubten Chokyi Dorje,en,thub bstan chos kyi rdo rje,ཐུབ་བསྟན་ཆོས་ཀྱི་རྡོ་རྗེ།,Dzogchen Drubwang,rdzogs chen grub dbang,1872,0,,,1935,0,,,M,5,
9688,P705,Dudjom Lingpa,en,bdud 'joms gling pa,བདུད་འཇོམས་གླིང་པ།,,,1835,0,,,1903,0,,,M,,
9690,P7051,Lobzang Tendzin Gyatso,en,blo bzang bstan 'dzin rgya mtsho,བློ་བཟང་བསྟན་འཛིན་རྒྱ་མཚོ།,Mindrol Nominhan,smin grol no mon han,1700,0,,,1736,0,,,M,2,
9693,P7054,Lobzang Pelden Gyeltsen,en,blo bzang dpal rgyan,བློ་བཟང་དཔལ་རྒྱན།,Tatsak Jedrung,rta tshag rje drung,1708,0,,,1758,0,,,M,7,
9703,P7063,Tenpa Tsering,en,bstan pa tshe ring,བསྟན་པ་ཚེ་རིང།,Kirti,kirti,1921,0,,,1941,0,,,M,10,
9712,P7072,Gendun Tendzin Gyeltsen,en,dge 'dun bstan 'dzin rgyal mtshan,དགེ་འདུན་བསྟན་འཛིན་རྒྱལ་མཚན།,Seri Maṇipa,ser dris ma Ni pa,1896,0,,,1944,0,,,M,5,
9750,P7107,Sherab Puntsok,en,shes rab phun tshogs,ཤེས་རབ་ཕུན་ཚོགས།,Gyara Tulku,rgya ra sprul sku,1566,0,,,1632,0,,,M,1,
9753,P711,Shar Kelden Gyatso,en,shar skal ldan rgya mtsho,ཤར་སྐལ་ལྡན་རྒྱ་མཚོ།,Rongpo Drubchen,rong po grub chen,1607,0,,,1677,0,,,M,1,
9761,P7118,Konchok Gyeltsen,en,dkon mchog rgyal mtshan,དཀོན་མཆོག་རྒྱལ་མཚན།,,,1601,0,,,1687,0,,,M,,
9764,P7120,Ngawang Chokyi Gyatso,bo-x-ewts,ngag dbang chos kyi rgya mtsho,ངག་དབང་ཆོས་ཀྱི་རྒྱ་མཚོ།,Kagyu Tulku,bka' brgyud sprul sku,1755,0,,,1831,0,,,M,3,
9788,P7143,Lama Ngawang Drakpa,en,ngag dbang mtshan can,ངག་དབང་མཚན་ཅན།,,,1250,0,,51,,0,,,M,,
9789,P7144,Lama Jangchub Sengge,en,bla ma byang chub seng+ge,བླ་མ་བྱང་ཆུབ་སེངྒེ།,,,,0,,53,,0,,,M,,
9795,P715,Lodro Gyatso,en,blo gros rgya mtsho,བློ་གྲོས་རྒྱ་མཚོ།,Ganden Tripa,dga' ldan khri pa,1546,0,,,1618,0,,,M,30,
